"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara","state_avg_naplan_score_acara"
10102,"all","14-15","Year 9",2008,"Spelling",572.2,581.6
10102,"all","14-15","Year 9",2009,"Spelling",564.4,580.6
10102,"all","14-15","Year 9",2010,"Spelling",558.3,581.66
10102,"all","14-15","Year 9",2011,"Spelling",566.8,582.31
10102,"all","14-15","Year 9",2012,"Spelling",560,579.81
10102,"all","14-15","Year 9",2013,"Spelling",567.6,585.9
10102,"all","14-15","Year 9",2014,"Spelling",564.9,582.44
10102,"all","14-15","Year 9",2015,"Spelling",567.2,583.89
10102,"all","14-15","Year 9",2016,"Spelling",570.9,579.62
10102,"all","14-15","Year 9",2017,"Spelling",562.2,583.2
10102,"all","14-15","Year 9",2018,"Spelling",567,581.57
10102,"all","14-15","Year 9",2019,"Spelling",570.9,581.33
10102,"all","14-15","Year 9",2021,"Spelling",567.9,578.69
10103,"all","14-15","Year 9",2008,"Spelling",570.1,581.6
10103,"all","14-15","Year 9",2009,"Spelling",569.5,580.6
10103,"all","14-15","Year 9",2010,"Spelling",567.1,581.66
10103,"all","14-15","Year 9",2011,"Spelling",559.1,582.31
10103,"all","14-15","Year 9",2012,"Spelling",566,579.81
10103,"all","14-15","Year 9",2013,"Spelling",570.7,585.9
10103,"all","14-15","Year 9",2014,"Spelling",568.7,582.44
10103,"all","14-15","Year 9",2015,"Spelling",571.9,583.89
10103,"all","14-15","Year 9",2016,"Spelling",557.2,579.62
10103,"all","14-15","Year 9",2017,"Spelling",560.3,583.2
10103,"all","14-15","Year 9",2018,"Spelling",567.8,581.57
10103,"all","14-15","Year 9",2019,"Spelling",565.4,581.33
10103,"all","14-15","Year 9",2021,"Spelling",556.7,578.69
10104,"all","14-15","Year 9",2008,"Spelling",568.5,581.6
10104,"all","14-15","Year 9",2009,"Spelling",567.9,580.6
10104,"all","14-15","Year 9",2010,"Spelling",570,581.66
10104,"all","14-15","Year 9",2011,"Spelling",568.9,582.31
10104,"all","14-15","Year 9",2012,"Spelling",565.7,579.81
10104,"all","14-15","Year 9",2013,"Spelling",574.1,585.9
10104,"all","14-15","Year 9",2014,"Spelling",565.7,582.44
10104,"all","14-15","Year 9",2015,"Spelling",569.1,583.89
10104,"all","14-15","Year 9",2016,"Spelling",570.6,579.62
10104,"all","14-15","Year 9",2017,"Spelling",573.4,583.2
10104,"all","14-15","Year 9",2018,"Spelling",565,581.57
10104,"all","14-15","Year 9",2019,"Spelling",556.3,581.33
10104,"all","14-15","Year 9",2021,"Spelling",554.5,578.69
10105,"all","14-15","Year 9",2008,"Spelling",571,581.6
10105,"all","14-15","Year 9",2009,"Spelling",571.2,580.6
10105,"all","14-15","Year 9",2010,"Spelling",559.3,581.66
10105,"all","14-15","Year 9",2011,"Spelling",555.1,582.31
10105,"all","14-15","Year 9",2012,"Spelling",564.1,579.81
10105,"all","14-15","Year 9",2013,"Spelling",565,585.9
10105,"all","14-15","Year 9",2014,"Spelling",565,582.44
10105,"all","14-15","Year 9",2015,"Spelling",561.3,583.89
10105,"all","14-15","Year 9",2016,"Spelling",559.8,579.62
10105,"all","14-15","Year 9",2017,"Spelling",565.3,583.2
10105,"all","14-15","Year 9",2018,"Spelling",560.4,581.57
10105,"all","14-15","Year 9",2019,"Spelling",561.5,581.33
10105,"all","14-15","Year 9",2021,"Spelling",556.9,578.69
10106,"all","14-15","Year 9",2008,"Spelling",562.3,581.6
10106,"all","14-15","Year 9",2009,"Spelling",562.1,580.6
10106,"all","14-15","Year 9",2010,"Spelling",553.1,581.66
10106,"all","14-15","Year 9",2011,"Spelling",553,582.31
10106,"all","14-15","Year 9",2012,"Spelling",562,579.81
10106,"all","14-15","Year 9",2013,"Spelling",571.9,585.9
10106,"all","14-15","Year 9",2014,"Spelling",553.2,582.44
10106,"all","14-15","Year 9",2015,"Spelling",564.2,583.89
10106,"all","14-15","Year 9",2016,"Spelling",550.3,579.62
10106,"all","14-15","Year 9",2017,"Spelling",562.5,583.2
10106,"all","14-15","Year 9",2018,"Spelling",558.3,581.57
10106,"all","14-15","Year 9",2019,"Spelling",560.6,581.33
10106,"all","14-15","Year 9",2021,"Spelling",554.5,578.69
10201,"all","14-15","Year 9",2008,"Spelling",588.6,581.6
10201,"all","14-15","Year 9",2009,"Spelling",584.4,580.6
10201,"all","14-15","Year 9",2010,"Spelling",585.5,581.66
10201,"all","14-15","Year 9",2011,"Spelling",585.6,582.31
10201,"all","14-15","Year 9",2012,"Spelling",582.8,579.81
10201,"all","14-15","Year 9",2013,"Spelling",590.1,585.9
10201,"all","14-15","Year 9",2014,"Spelling",586.5,582.44
10201,"all","14-15","Year 9",2015,"Spelling",589.7,583.89
10201,"all","14-15","Year 9",2016,"Spelling",586.2,579.62
10201,"all","14-15","Year 9",2017,"Spelling",588.4,583.2
10201,"all","14-15","Year 9",2018,"Spelling",585.5,581.57
10201,"all","14-15","Year 9",2019,"Spelling",586.2,581.33
10201,"all","14-15","Year 9",2021,"Spelling",585.4,578.69
10202,"all","14-15","Year 9",2008,"Spelling",565.5,581.6
10202,"all","14-15","Year 9",2009,"Spelling",561.1,580.6
10202,"all","14-15","Year 9",2010,"Spelling",565.3,581.66
10202,"all","14-15","Year 9",2011,"Spelling",562.9,582.31
10202,"all","14-15","Year 9",2012,"Spelling",562.3,579.81
10202,"all","14-15","Year 9",2013,"Spelling",573,585.9
10202,"all","14-15","Year 9",2014,"Spelling",566.1,582.44
10202,"all","14-15","Year 9",2015,"Spelling",571.6,583.89
10202,"all","14-15","Year 9",2016,"Spelling",568.5,579.62
10202,"all","14-15","Year 9",2017,"Spelling",568.3,583.2
10202,"all","14-15","Year 9",2018,"Spelling",569.2,581.57
10202,"all","14-15","Year 9",2019,"Spelling",565.6,581.33
10202,"all","14-15","Year 9",2021,"Spelling",565.4,578.69
10301,"all","14-15","Year 9",2008,"Spelling",578.1,581.6
10301,"all","14-15","Year 9",2009,"Spelling",573.2,580.6
10301,"all","14-15","Year 9",2010,"Spelling",578.8,581.66
10301,"all","14-15","Year 9",2011,"Spelling",571.4,582.31
10301,"all","14-15","Year 9",2012,"Spelling",573.3,579.81
10301,"all","14-15","Year 9",2013,"Spelling",579.7,585.9
10301,"all","14-15","Year 9",2014,"Spelling",571.8,582.44
10301,"all","14-15","Year 9",2015,"Spelling",583.3,583.89
10301,"all","14-15","Year 9",2016,"Spelling",575.2,579.62
10301,"all","14-15","Year 9",2017,"Spelling",576.1,583.2
10301,"all","14-15","Year 9",2018,"Spelling",579.3,581.57
10301,"all","14-15","Year 9",2019,"Spelling",579.2,581.33
10301,"all","14-15","Year 9",2021,"Spelling",568.9,578.69
10302,"all","14-15","Year 9",2008,"Spelling",560,581.6
10302,"all","14-15","Year 9",2009,"Spelling",555,580.6
10302,"all","14-15","Year 9",2010,"Spelling",554.1,581.66
10302,"all","14-15","Year 9",2011,"Spelling",559.1,582.31
10302,"all","14-15","Year 9",2012,"Spelling",559,579.81
10302,"all","14-15","Year 9",2013,"Spelling",565.5,585.9
10302,"all","14-15","Year 9",2014,"Spelling",554.2,582.44
10302,"all","14-15","Year 9",2015,"Spelling",558.8,583.89
10302,"all","14-15","Year 9",2016,"Spelling",557.1,579.62
10302,"all","14-15","Year 9",2017,"Spelling",561.7,583.2
10302,"all","14-15","Year 9",2018,"Spelling",555.7,581.57
10302,"all","14-15","Year 9",2019,"Spelling",558.1,581.33
10302,"all","14-15","Year 9",2021,"Spelling",556.5,578.69
10303,"all","14-15","Year 9",2008,"Spelling",561.8,581.6
10303,"all","14-15","Year 9",2009,"Spelling",565.6,580.6
10303,"all","14-15","Year 9",2010,"Spelling",561.4,581.66
10303,"all","14-15","Year 9",2011,"Spelling",559.9,582.31
10303,"all","14-15","Year 9",2012,"Spelling",550.9,579.81
10303,"all","14-15","Year 9",2013,"Spelling",566.7,585.9
10303,"all","14-15","Year 9",2014,"Spelling",559.6,582.44
10303,"all","14-15","Year 9",2015,"Spelling",562.1,583.89
10303,"all","14-15","Year 9",2016,"Spelling",548.9,579.62
10303,"all","14-15","Year 9",2017,"Spelling",555.2,583.2
10303,"all","14-15","Year 9",2018,"Spelling",553.3,581.57
10303,"all","14-15","Year 9",2019,"Spelling",567.7,581.33
10303,"all","14-15","Year 9",2021,"Spelling",546.2,578.69
10304,"all","14-15","Year 9",2008,"Spelling",578.3,581.6
10304,"all","14-15","Year 9",2009,"Spelling",571.9,580.6
10304,"all","14-15","Year 9",2010,"Spelling",574.6,581.66
10304,"all","14-15","Year 9",2011,"Spelling",574.9,582.31
10304,"all","14-15","Year 9",2012,"Spelling",572.8,579.81
10304,"all","14-15","Year 9",2013,"Spelling",575.8,585.9
10304,"all","14-15","Year 9",2014,"Spelling",573.7,582.44
10304,"all","14-15","Year 9",2015,"Spelling",576.9,583.89
10304,"all","14-15","Year 9",2016,"Spelling",570.7,579.62
10304,"all","14-15","Year 9",2017,"Spelling",578.9,583.2
10304,"all","14-15","Year 9",2018,"Spelling",570.7,581.57
10304,"all","14-15","Year 9",2019,"Spelling",570.9,581.33
10304,"all","14-15","Year 9",2021,"Spelling",576.4,578.69
10401,"all","14-15","Year 9",2008,"Spelling",563.1,581.6
10401,"all","14-15","Year 9",2009,"Spelling",565.9,580.6
10401,"all","14-15","Year 9",2010,"Spelling",568.1,581.66
10401,"all","14-15","Year 9",2011,"Spelling",559.3,582.31
10401,"all","14-15","Year 9",2012,"Spelling",565,579.81
10401,"all","14-15","Year 9",2013,"Spelling",566.9,585.9
10401,"all","14-15","Year 9",2014,"Spelling",556.8,582.44
10401,"all","14-15","Year 9",2015,"Spelling",558.1,583.89
10401,"all","14-15","Year 9",2016,"Spelling",553.7,579.62
10401,"all","14-15","Year 9",2017,"Spelling",564.1,583.2
10401,"all","14-15","Year 9",2018,"Spelling",557.2,581.57
10401,"all","14-15","Year 9",2019,"Spelling",560.1,581.33
10401,"all","14-15","Year 9",2021,"Spelling",558.3,578.69
10402,"all","14-15","Year 9",2008,"Spelling",573.4,581.6
10402,"all","14-15","Year 9",2009,"Spelling",571.7,580.6
10402,"all","14-15","Year 9",2010,"Spelling",575.4,581.66
10402,"all","14-15","Year 9",2011,"Spelling",571.5,582.31
10402,"all","14-15","Year 9",2012,"Spelling",568.4,579.81
10402,"all","14-15","Year 9",2013,"Spelling",574.9,585.9
10402,"all","14-15","Year 9",2014,"Spelling",570.6,582.44
10402,"all","14-15","Year 9",2015,"Spelling",568.1,583.89
10402,"all","14-15","Year 9",2016,"Spelling",563.1,579.62
10402,"all","14-15","Year 9",2017,"Spelling",573.2,583.2
10402,"all","14-15","Year 9",2018,"Spelling",569.9,581.57
10402,"all","14-15","Year 9",2019,"Spelling",566,581.33
10402,"all","14-15","Year 9",2021,"Spelling",564,578.69
10501,"all","14-15","Year 9",2008,"Spelling",526.4,581.6
10501,"all","14-15","Year 9",2009,"Spelling",520.3,580.6
10501,"all","14-15","Year 9",2010,"Spelling",531.5,581.66
10501,"all","14-15","Year 9",2011,"Spelling",523,582.31
10501,"all","14-15","Year 9",2012,"Spelling",519.3,579.81
10501,"all","14-15","Year 9",2013,"Spelling",538.3,585.9
10501,"all","14-15","Year 9",2014,"Spelling",517.4,582.44
10501,"all","14-15","Year 9",2015,"Spelling",537.5,583.89
10501,"all","14-15","Year 9",2016,"Spelling",528.2,579.62
10501,"all","14-15","Year 9",2017,"Spelling",526.6,583.2
10501,"all","14-15","Year 9",2018,"Spelling",534.6,581.57
10501,"all","14-15","Year 9",2019,"Spelling",537.2,581.33
10501,"all","14-15","Year 9",2021,"Spelling",542.4,578.69
10502,"all","14-15","Year 9",2008,"Spelling",551.2,581.6
10502,"all","14-15","Year 9",2009,"Spelling",561,580.6
10502,"all","14-15","Year 9",2010,"Spelling",548.2,581.66
10502,"all","14-15","Year 9",2011,"Spelling",552.7,582.31
10502,"all","14-15","Year 9",2012,"Spelling",542.6,579.81
10502,"all","14-15","Year 9",2013,"Spelling",554.3,585.9
10502,"all","14-15","Year 9",2014,"Spelling",550.4,582.44
10502,"all","14-15","Year 9",2015,"Spelling",548.9,583.89
10502,"all","14-15","Year 9",2016,"Spelling",556.5,579.62
10502,"all","14-15","Year 9",2017,"Spelling",533.2,583.2
10502,"all","14-15","Year 9",2018,"Spelling",552.6,581.57
10502,"all","14-15","Year 9",2019,"Spelling",544.7,581.33
10502,"all","14-15","Year 9",2021,"Spelling",542.6,578.69
