SA1_MAINCODE_2011,CED_CODE_2021,CED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
10101100101,120,Hume,1,Good,Good,0
10101100102,120,Hume,1,Good,Good,0
10101100103,120,Hume,1,Good,Good,0
10101100104,120,Hume,1,Good,Good,0
10101100105,120,Hume,1,Good,Good,0
10101100106,120,Hume,1,Good,Good,0
10101100107,120,Hume,1,Good,Good,0
10101100108,120,Hume,1,Good,Good,0
10101100109,120,Hume,1,Good,Good,0
10101100110,120,Hume,1,Good,Good,0
10101100111,120,Hume,1,Good,Good,0
10101100112,120,Hume,1,Good,Good,0
10101100113,120,Hume,1,Good,Good,0
10101100114,120,Hume,1,Good,Good,0
10101100115,120,Hume,1,Good,Good,0
10101100116,120,Hume,1,Good,Good,0
10101100117,120,Hume,1,Good,Good,0
10101100118,120,Hume,1,Good,Good,0
10101100119,120,Hume,1,Good,Good,0
10101100120,120,Hume,1,Good,Good,0
10101100121,120,Hume,1,Good,Good,0
10101100122,120,Hume,1,Good,Good,0
10101100123,120,Hume,1,Good,Good,0
10101100124,120,Hume,1,Good,Good,0
10101100125,120,Hume,1,Good,Good,0
10101100126,120,Hume,1,Good,Good,0
10101100127,120,Hume,1,Good,Good,0
10101100128,120,Hume,1,Good,Good,0
10101100129,120,Hume,1,Good,Good,0
10101100130,120,Hume,1,Good,Good,0
10101100131,120,Hume,1,Good,Good,0
10101100132,120,Hume,1,Good,Good,0
10101100133,120,Hume,1,Good,Good,0
10101100134,120,Hume,1,Good,Good,0
10101100135,120,Hume,1,Good,Good,0
10101100136,120,Hume,1,Good,Good,0
10101100137,120,Hume,1,Good,Good,0
10101100138,120,Hume,1,Good,Good,0
10101100139,120,Hume,1,Good,Good,0
10101100140,120,Hume,1,Good,Good,0
10101100141,120,Hume,1,Good,Good,0
10101100142,120,Hume,1,Good,Good,0
10101100143,120,Hume,1,Good,Good,0
10101100144,120,Hume,1,Good,Good,0
10101100145,120,Hume,1,Good,Good,0
10101100146,120,Hume,1,Good,Good,0
10101100147,120,Hume,1,Good,Good,0
10101100148,120,Hume,1,Good,Good,0
10101100149,120,Hume,1,Good,Good,0
10101100150,120,Hume,1,Good,Good,0
10101100151,120,Hume,1,Good,Good,0
10101100152,120,Hume,1,Good,Good,0
10101100153,120,Hume,1,Good,Good,0
10101100154,120,Hume,1,Good,Good,0
10101100155,120,Hume,1,Good,Good,0
10101100156,120,Hume,1,Good,Good,0
10101100157,120,Hume,1,Good,Good,0
10101100158,120,Hume,1,Good,Good,0
10101100159,120,Hume,1,Good,Good,0
10101100160,120,Hume,1,Good,Good,0
10101100161,120,Hume,1,Good,Good,0
10101100201,120,Hume,1,Good,Good,0
10101100202,120,Hume,1,Good,Good,0
10101100203,120,Hume,1,Good,Good,0
10101100204,120,Hume,1,Good,Good,0
10101100205,120,Hume,1,Good,Good,0
10101100206,120,Hume,1,Good,Good,0
10101100207,120,Hume,1,Good,Good,0
10101100208,120,Hume,1,Good,Good,0
10101100209,120,Hume,1,Good,Good,0
10101100210,120,Hume,1,Good,Good,0
10101100211,120,Hume,1,Good,Good,0
10101100212,120,Hume,1,Good,Good,0
10101100213,120,Hume,1,Good,Good,0
10101100214,120,Hume,1,Good,Good,0
10101100215,120,Hume,1,Good,Good,0
10101100216,120,Hume,1,Good,Good,0
10101100217,120,Hume,1,Good,Good,0
10101100218,120,Hume,1,Good,Good,0
10101100219,120,Hume,1,Good,Good,0
10101100220,120,Hume,1,Good,Good,0
10101100221,120,Hume,1,Good,Good,0
10101100222,120,Hume,1,Good,Good,0
10101100223,120,Hume,1,Good,Good,0
10101100224,120,Hume,1,Good,Good,0
10101100225,120,Hume,1,Good,Good,0
10101100226,120,Hume,1,Good,Good,0
10101100227,113,Eden-Monaro,0.3688628,Good,Good,0
10101100227,120,Hume,0.6311372,Good,Good,0
10101100228,120,Hume,1,Good,Good,0
10101100229,120,Hume,1,Good,Good,0
10101100230,120,Hume,1,Good,Good,0
10101100231,120,Hume,1,Good,Good,0
10101100232,120,Hume,1,Good,Good,0
10101100233,120,Hume,1,Good,Good,0
10101100301,113,Eden-Monaro,1,Good,Good,0
10101100302,113,Eden-Monaro,1,Good,Good,0
10101100303,113,Eden-Monaro,1,Good,Good,0
10101100304,113,Eden-Monaro,1,Good,Good,0
10101100305,113,Eden-Monaro,1,Good,Good,0
10101100306,113,Eden-Monaro,1,Good,Good,0
10101100307,113,Eden-Monaro,1,Good,Good,0
10101100308,113,Eden-Monaro,1,Good,Good,0
10101100309,113,Eden-Monaro,1,Good,Good,0
10101100310,113,Eden-Monaro,1,Good,Good,0
10101100311,113,Eden-Monaro,1,Good,Good,0
10101100312,113,Eden-Monaro,1,Good,Good,0
10101100313,113,Eden-Monaro,1,Good,Good,0
10101100314,113,Eden-Monaro,1,Good,Good,0
10101100401,120,Hume,1,Good,Good,0
10101100402,120,Hume,1,Good,Good,0
10101100403,120,Hume,1,Good,Good,0
10101100404,113,Eden-Monaro,1,Good,Good,0
10101100405,113,Eden-Monaro,1,Good,Good,0
10101100406,113,Eden-Monaro,1,Good,Good,0
10101100407,113,Eden-Monaro,1,Good,Good,0
10101100408,113,Eden-Monaro,1,Good,Good,0
10101100409,113,Eden-Monaro,1,Good,Good,0
10101100410,113,Eden-Monaro,1,Good,Good,0
10101100411,113,Eden-Monaro,1,Good,Good,0
10101100412,113,Eden-Monaro,1,Good,Good,0
10101100413,120,Hume,1,Good,Good,0
10101100414,113,Eden-Monaro,1,Good,Good,0
10101100415,113,Eden-Monaro,1,Good,Good,0
10101100416,113,Eden-Monaro,1,Good,Good,0
10101100417,113,Eden-Monaro,1,Good,Good,0
10101100418,113,Eden-Monaro,1,Good,Good,0
10101100419,113,Eden-Monaro,1,Good,Good,0
10101100420,113,Eden-Monaro,1,Good,Good,0
10101100421,120,Hume,1,Good,Good,0
10101100422,139,Riverina,1,Good,Good,0
10101100423,113,Eden-Monaro,1,Good,Good,0
10101100424,113,Eden-Monaro,1,Good,Good,0
10101100425,113,Eden-Monaro,0.2697541,Good,Good,0
10101100425,120,Hume,0.7302459,Good,Good,0
10101100426,113,Eden-Monaro,1,Good,Good,0
10101100427,113,Eden-Monaro,1,Good,Good,0
10101100428,113,Eden-Monaro,1,Good,Good,0
10101100429,113,Eden-Monaro,1,Good,Good,0
10101100430,113,Eden-Monaro,1,Good,Good,0
10101100431,113,Eden-Monaro,1,Good,Good,0
10101100432,113,Eden-Monaro,1,Good,Good,0
10101100433,113,Eden-Monaro,1,Good,Good,0
10101100434,113,Eden-Monaro,1,Good,Good,0
10101100501,139,Riverina,1,Good,Good,0
10101100502,139,Riverina,1,Good,Good,0
10101100503,139,Riverina,1,Good,Good,0
10101100504,139,Riverina,1,Good,Good,0
10101100505,139,Riverina,1,Good,Good,0
10101100506,139,Riverina,1,Good,Good,0
10101100507,139,Riverina,1,Good,Good,0
10101100508,139,Riverina,1,Good,Good,0
10101100509,139,Riverina,1,Good,Good,0
10101100510,139,Riverina,1,Good,Good,0
10101100511,139,Riverina,1,Good,Good,0
10101100512,139,Riverina,1,Good,Good,0
10101100513,139,Riverina,1,Good,Good,0
10101100514,139,Riverina,1,Good,Good,0
10101100515,139,Riverina,1,Good,Good,0
10101100516,139,Riverina,1,Good,Good,0
10101100517,139,Riverina,1,Good,Good,0
10101100518,139,Riverina,1,Good,Good,0
10101100519,139,Riverina,1,Good,Good,0
10101100520,139,Riverina,1,Good,Good,0
10101100521,139,Riverina,1,Good,Good,0
10101100522,139,Riverina,1,Good,Good,0
10101100523,139,Riverina,1,Good,Good,0
10101100524,139,Riverina,1,Good,Good,0
10101100525,139,Riverina,1,Good,Good,0
10101100526,139,Riverina,1,Good,Good,0
10101100527,139,Riverina,1,Good,Good,0
10101100528,139,Riverina,1,Good,Good,0
10101100529,139,Riverina,1,Good,Good,0
10101100530,139,Riverina,1,Good,Good,0
10101100601,120,Hume,1,Good,Good,0
10101100602,139,Riverina,1,Good,Good,0
10101100603,139,Riverina,1,Good,Good,0
10101100604,139,Riverina,1,Good,Good,0
10101100605,120,Hume,1,Good,Good,0
10101100606,120,Hume,1,Good,Good,0
10101100607,139,Riverina,1,Good,Good,0
10101100608,139,Riverina,1,Good,Good,0
10101100609,139,Riverina,1,Good,Good,0
10101100610,139,Riverina,1,Good,Good,0
10101100611,139,Riverina,1,Good,Good,0
10101100612,139,Riverina,1,Good,Good,0
10101100613,139,Riverina,1,Good,Good,0
10101100614,139,Riverina,1,Good,Good,0
10101100615,120,Hume,1,Good,Good,0
10101100616,120,Hume,1,Good,Good,0
10101100617,120,Hume,1,Good,Good,0
10101100618,139,Riverina,1,Good,Good,0
10101100619,139,Riverina,1,Good,Good,0
10101100620,139,Riverina,1,Good,Good,0
10101100621,139,Riverina,1,Good,Good,0
10102100701,120,Hume,1,Good,Good,0
10102100702,113,Eden-Monaro,1,Good,Good,0
10102100703,113,Eden-Monaro,1,Good,Good,0
10102100704,113,Eden-Monaro,1,Good,Good,0
10102100705,113,Eden-Monaro,1,Good,Good,0
10102100706,113,Eden-Monaro,1,Good,Good,0
10102100707,113,Eden-Monaro,1,Good,Good,0
10102100708,113,Eden-Monaro,1,Good,Good,0
10102100709,113,Eden-Monaro,1,Good,Good,0
10102100710,113,Eden-Monaro,1,Good,Good,0
10102100801,113,Eden-Monaro,1,Good,Good,0
10102100802,113,Eden-Monaro,1,Good,Good,0
10102100803,113,Eden-Monaro,1,Good,Good,0
10102100804,113,Eden-Monaro,1,Good,Good,0
10102100805,113,Eden-Monaro,1,Good,Good,0
10102100806,113,Eden-Monaro,1,Good,Good,0
10102100807,113,Eden-Monaro,1,Good,Good,0
10102100808,113,Eden-Monaro,1,Good,Good,0
10102100809,113,Eden-Monaro,1,Good,Good,0
10102100810,113,Eden-Monaro,1,Good,Good,0
10102100811,113,Eden-Monaro,1,Good,Good,0
10102100812,113,Eden-Monaro,1,Good,Good,0
10102100813,113,Eden-Monaro,1,Good,Good,0
10102100814,113,Eden-Monaro,1,Good,Good,0
10102100815,113,Eden-Monaro,1,Good,Good,0
10102100816,113,Eden-Monaro,1,Good,Good,0
10102100817,113,Eden-Monaro,1,Good,Good,0
10102100818,113,Eden-Monaro,1,Good,Good,0
10102100819,113,Eden-Monaro,1,Good,Good,0
10102100820,113,Eden-Monaro,1,Good,Good,0
10102100821,113,Eden-Monaro,1,Good,Good,0
10102100822,113,Eden-Monaro,1,Good,Good,0
10102100823,113,Eden-Monaro,1,Good,Good,0
10102100901,113,Eden-Monaro,1,Good,Good,0
10102100902,113,Eden-Monaro,1,Good,Good,0
10102100903,113,Eden-Monaro,1,Good,Good,0
10102100904,113,Eden-Monaro,1,Good,Good,0
10102100905,113,Eden-Monaro,1,Good,Good,0
10102100906,113,Eden-Monaro,1,Good,Good,0
10102100907,113,Eden-Monaro,1,Good,Good,0
10102100908,113,Eden-Monaro,1,Good,Good,0
10102100909,113,Eden-Monaro,1,Good,Good,0
10102100910,113,Eden-Monaro,1,Good,Good,0
10102100911,113,Eden-Monaro,1,Good,Good,0
10102100912,113,Eden-Monaro,1,Good,Good,0
10102100913,113,Eden-Monaro,1,Good,Good,0
10102100914,113,Eden-Monaro,1,Good,Good,0
10102100915,113,Eden-Monaro,1,Good,Good,0
10102100916,113,Eden-Monaro,1,Good,Good,0
10102100917,113,Eden-Monaro,1,Good,Good,0
10102100918,113,Eden-Monaro,1,Good,Good,0
10102100919,113,Eden-Monaro,1,Good,Good,0
10102100920,113,Eden-Monaro,1,Good,Good,0
10102100921,113,Eden-Monaro,1,Good,Good,0
10102100922,113,Eden-Monaro,1,Good,Good,0
10102101001,113,Eden-Monaro,1,Good,Good,0
10102101002,113,Eden-Monaro,1,Good,Good,0
10102101003,113,Eden-Monaro,1,Good,Good,0
10102101004,113,Eden-Monaro,1,Good,Good,0
10102101005,113,Eden-Monaro,1,Good,Good,0
10102101006,113,Eden-Monaro,1,Good,Good,0
10102101007,113,Eden-Monaro,1,Good,Good,0
10102101008,113,Eden-Monaro,1,Good,Good,0
10102101009,113,Eden-Monaro,1,Good,Good,0
10102101010,113,Eden-Monaro,1,Good,Good,0
10102101011,113,Eden-Monaro,1,Good,Good,0
10102101012,113,Eden-Monaro,1,Good,Good,0
10102101013,113,Eden-Monaro,1,Good,Good,0
10102101014,113,Eden-Monaro,1,Good,Good,0
10102101015,113,Eden-Monaro,1,Good,Good,0
10102101101,113,Eden-Monaro,1,Good,Good,0
10102101102,113,Eden-Monaro,1,Good,Good,0
10102101103,113,Eden-Monaro,1,Good,Good,0
10102101104,113,Eden-Monaro,1,Good,Good,0
10102101105,113,Eden-Monaro,1,Good,Good,0
10102101106,113,Eden-Monaro,1,Good,Good,0
10102101107,113,Eden-Monaro,1,Good,Good,0
10102101108,113,Eden-Monaro,1,Good,Good,0
10102101109,113,Eden-Monaro,1,Good,Good,0
10102101110,113,Eden-Monaro,1,Good,Good,0
10102101111,113,Eden-Monaro,1,Good,Good,0
10102101112,113,Eden-Monaro,1,Good,Good,0
10102101113,113,Eden-Monaro,1,Good,Good,0
10102101114,113,Eden-Monaro,1,Good,Good,0
10102101115,113,Eden-Monaro,1,Good,Good,0
10102101116,113,Eden-Monaro,1,Good,Good,0
10102101117,113,Eden-Monaro,1,Good,Good,0
10102101118,113,Eden-Monaro,0.1457096,Good,Good,0
10102101118,120,Hume,0.8542904,Good,Good,0
10102101119,113,Eden-Monaro,1,Good,Good,0
10102101120,113,Eden-Monaro,1,Good,Good,0
10102101121,113,Eden-Monaro,1,Good,Good,0
10102101122,113,Eden-Monaro,1,Good,Good,0
10102101123,113,Eden-Monaro,1,Good,Good,0
10102101124,113,Eden-Monaro,1,Good,Good,0
10102101125,113,Eden-Monaro,1,Good,Good,0
10102101126,113,Eden-Monaro,1,Good,Good,0
10102101127,113,Eden-Monaro,1,Good,Good,0
10102101128,113,Eden-Monaro,1,Good,Good,0
10102101129,113,Eden-Monaro,1,Good,Good,0
10102101130,113,Eden-Monaro,1,Good,Good,0
10102101131,113,Eden-Monaro,1,Good,Good,0
10102101132,113,Eden-Monaro,1,Good,Good,0
10102101133,113,Eden-Monaro,1,Good,Good,0
10102101134,113,Eden-Monaro,1,Good,Good,0
10102101135,113,Eden-Monaro,1,Good,Good,0
10102101136,113,Eden-Monaro,1,Good,Good,0
10102101137,113,Eden-Monaro,1,Good,Good,0
10102101138,113,Eden-Monaro,1,Good,Good,0
10102101139,113,Eden-Monaro,1,Good,Good,0
10102101140,113,Eden-Monaro,1,Good,Good,0
10102101201,113,Eden-Monaro,1,Good,Good,0
10102101202,113,Eden-Monaro,1,Good,Good,0
10102101203,113,Eden-Monaro,1,Good,Good,0
10102101204,113,Eden-Monaro,1,Good,Good,0
10102101205,113,Eden-Monaro,1,Good,Good,0
10102101206,113,Eden-Monaro,1,Good,Good,0
10102101207,113,Eden-Monaro,1,Good,Good,0
10102101208,113,Eden-Monaro,1,Good,Good,0
10102101209,113,Eden-Monaro,1,Good,Good,0
10102101210,113,Eden-Monaro,1,Good,Good,0
10102101211,113,Eden-Monaro,1,Good,Good,0
10102101212,113,Eden-Monaro,1,Good,Good,0
10102101213,113,Eden-Monaro,1,Good,Good,0
10102101214,113,Eden-Monaro,1,Good,Good,0
10102101215,113,Eden-Monaro,1,Good,Good,0
10102101216,113,Eden-Monaro,1,Good,Good,0
10102101217,113,Eden-Monaro,1,Good,Good,0
10102101218,113,Eden-Monaro,1,Good,Good,0
10102101219,113,Eden-Monaro,1,Good,Good,0
10102101220,113,Eden-Monaro,1,Good,Good,0
10102101221,113,Eden-Monaro,1,Good,Good,0
10102101222,113,Eden-Monaro,1,Good,Good,0
10102101223,113,Eden-Monaro,1,Good,Good,0
10102101224,113,Eden-Monaro,1,Good,Good,0
10102101225,113,Eden-Monaro,1,Good,Good,0
10102101226,113,Eden-Monaro,1,Good,Good,0
10102101227,113,Eden-Monaro,1,Good,Good,0
10102101228,113,Eden-Monaro,1,Good,Good,0
10102101229,113,Eden-Monaro,1,Good,Good,0
10102101230,113,Eden-Monaro,1,Good,Good,0
10102101231,113,Eden-Monaro,1,Good,Good,0
10102101232,113,Eden-Monaro,1,Good,Good,0
10103101301,113,Eden-Monaro,1,Good,Good,0
10103101302,113,Eden-Monaro,1,Good,Good,0
10103101303,113,Eden-Monaro,1,Good,Good,0
10103101304,113,Eden-Monaro,1,Good,Good,0
10103101305,113,Eden-Monaro,1,Good,Good,0
10103101306,113,Eden-Monaro,1,Good,Good,0
10103101307,113,Eden-Monaro,1,Good,Good,0
10103101308,113,Eden-Monaro,1,Good,Good,0
10103101401,113,Eden-Monaro,1,Good,Good,0
10103101402,113,Eden-Monaro,1,Good,Good,0
10103101403,113,Eden-Monaro,1,Good,Good,0
10103101404,113,Eden-Monaro,1,Good,Good,0
10103101405,113,Eden-Monaro,1,Good,Good,0
10103101406,113,Eden-Monaro,1,Good,Good,0
10103101407,113,Eden-Monaro,1,Good,Good,0
10103101408,113,Eden-Monaro,1,Good,Good,0
10103101409,113,Eden-Monaro,1,Good,Good,0
10103101410,113,Eden-Monaro,1,Good,Good,0
10103101411,113,Eden-Monaro,1,Good,Good,0
10103101412,113,Eden-Monaro,1,Good,Good,0
10103101413,113,Eden-Monaro,1,Good,Good,0
10103101414,113,Eden-Monaro,1,Good,Good,0
10103101415,113,Eden-Monaro,1,Good,Good,0
10103101416,113,Eden-Monaro,1,Good,Good,0
10103101417,113,Eden-Monaro,1,Good,Good,0
10103101418,113,Eden-Monaro,1,Good,Good,0
10103101501,113,Eden-Monaro,1,Good,Good,0
10103101502,113,Eden-Monaro,1,Good,Good,0
10103101503,113,Eden-Monaro,1,Good,Good,0
10103101504,113,Eden-Monaro,1,Good,Good,0
10103101505,113,Eden-Monaro,1,Good,Good,0
10103101506,113,Eden-Monaro,1,Good,Good,0
10103101507,113,Eden-Monaro,1,Good,Good,0
10103101508,113,Eden-Monaro,1,Good,Good,0
10103101509,113,Eden-Monaro,1,Good,Good,0
10103101510,113,Eden-Monaro,1,Good,Good,0
10103101511,113,Eden-Monaro,1,Good,Good,0
10103101512,113,Eden-Monaro,1,Good,Good,0
10103101513,113,Eden-Monaro,1,Good,Good,0
10103101601,113,Eden-Monaro,1,Good,Good,0
10103101602,113,Eden-Monaro,1,Good,Good,0
10103101603,113,Eden-Monaro,1,Good,Good,0
10103101604,113,Eden-Monaro,1,Good,Good,0
10103101605,113,Eden-Monaro,1,Good,Good,0
10103101606,113,Eden-Monaro,1,Good,Good,0
10103101607,113,Eden-Monaro,1,Good,Good,0
10103101608,113,Eden-Monaro,1,Good,Good,0
10103101609,113,Eden-Monaro,1,Good,Good,0
10103101610,113,Eden-Monaro,1,Good,Good,0
10103101611,113,Eden-Monaro,1,Good,Good,0
10103101612,113,Eden-Monaro,1,Good,Good,0
10103101613,113,Eden-Monaro,1,Good,Good,0
10103101614,113,Eden-Monaro,1,Good,Good,0
10103101615,113,Eden-Monaro,1,Good,Good,0
10103101616,113,Eden-Monaro,1,Good,Good,0
10103101617,113,Eden-Monaro,1,Good,Good,0
10103101618,113,Eden-Monaro,1,Good,Good,0
10103101619,113,Eden-Monaro,1,Good,Good,0
10103101620,113,Eden-Monaro,1,Good,Good,0
10104101701,116,Gilmore,1,Good,Good,0
10104101702,116,Gilmore,1,Good,Good,0
10104101703,116,Gilmore,1,Good,Good,0
10104101704,116,Gilmore,1,Good,Good,0
10104101705,116,Gilmore,1,Good,Good,0
10104101706,116,Gilmore,1,Good,Good,0
10104101707,116,Gilmore,1,Good,Good,0
10104101708,116,Gilmore,1,Good,Good,0
10104101709,116,Gilmore,1,Good,Good,0
10104101710,116,Gilmore,1,Good,Good,0
10104101711,116,Gilmore,1,Good,Good,0
10104101712,116,Gilmore,1,Good,Good,0
10104101713,116,Gilmore,1,Good,Good,0
10104101714,116,Gilmore,1,Good,Good,0
10104101715,116,Gilmore,1,Good,Good,0
10104101716,116,Gilmore,1,Good,Good,0
10104101717,116,Gilmore,1,Good,Good,0
10104101718,116,Gilmore,1,Good,Good,0
10104101719,116,Gilmore,1,Good,Good,0
10104101720,116,Gilmore,1,Good,Good,0
10104101721,116,Gilmore,1,Good,Good,0
10104101722,116,Gilmore,1,Good,Good,0
10104101801,116,Gilmore,1,Good,Good,0
10104101802,116,Gilmore,1,Good,Good,0
10104101803,116,Gilmore,1,Good,Good,0
10104101804,116,Gilmore,1,Good,Good,0
10104101805,116,Gilmore,1,Good,Good,0
10104101806,116,Gilmore,1,Good,Good,0
10104101807,116,Gilmore,1,Good,Good,0
10104101808,116,Gilmore,1,Good,Good,0
10104101809,116,Gilmore,1,Good,Good,0
10104101810,116,Gilmore,1,Good,Good,0
10104101811,116,Gilmore,1,Good,Good,0
10104101812,116,Gilmore,1,Good,Good,0
10104101813,116,Gilmore,1,Good,Good,0
10104101814,116,Gilmore,1,Good,Good,0
10104101815,116,Gilmore,1,Good,Good,0
10104101816,116,Gilmore,1,Good,Good,0
10104101817,116,Gilmore,1,Good,Good,0
10104101818,116,Gilmore,1,Good,Good,0
10104101819,116,Gilmore,1,Good,Good,0
10104101820,116,Gilmore,1,Good,Good,0
10104101821,116,Gilmore,1,Good,Good,0
10104101822,116,Gilmore,1,Good,Good,0
10104101823,116,Gilmore,1,Good,Good,0
10104101824,116,Gilmore,1,Good,Good,0
10104101901,113,Eden-Monaro,1,Good,Good,0
10104101902,113,Eden-Monaro,1,Good,Good,0
10104101903,113,Eden-Monaro,1,Good,Good,0
10104101904,113,Eden-Monaro,1,Good,Good,0
10104101905,113,Eden-Monaro,1,Good,Good,0
10104101906,113,Eden-Monaro,1,Good,Good,0
10104101907,113,Eden-Monaro,1,Good,Good,0
10104101908,113,Eden-Monaro,1,Good,Good,0
10104101909,113,Eden-Monaro,1,Good,Good,0
10104101910,113,Eden-Monaro,1,Good,Good,0
10104101911,113,Eden-Monaro,1,Good,Good,0
10104101912,113,Eden-Monaro,1,Good,Good,0
10104101913,113,Eden-Monaro,1,Good,Good,0
10104101914,113,Eden-Monaro,1,Good,Good,0
10104101915,113,Eden-Monaro,1,Good,Good,0
10104101916,113,Eden-Monaro,1,Good,Good,0
10104101917,113,Eden-Monaro,1,Good,Good,0
10104101918,113,Eden-Monaro,1,Good,Good,0
10104101919,113,Eden-Monaro,1,Good,Good,0
10104101920,113,Eden-Monaro,1,Good,Good,0
10104101921,113,Eden-Monaro,1,Good,Good,0
10104101922,113,Eden-Monaro,1,Good,Good,0
10104102001,113,Eden-Monaro,1,Good,Good,0
10104102002,113,Eden-Monaro,1,Good,Good,0
10104102003,113,Eden-Monaro,1,Good,Good,0
10104102004,113,Eden-Monaro,1,Good,Good,0
10104102005,113,Eden-Monaro,1,Good,Good,0
10104102006,113,Eden-Monaro,1,Good,Good,0
10104102007,113,Eden-Monaro,1,Good,Good,0
10104102008,113,Eden-Monaro,1,Good,Good,0
10104102009,113,Eden-Monaro,1,Good,Good,0
10104102010,113,Eden-Monaro,1,Good,Good,0
10104102011,113,Eden-Monaro,1,Good,Good,0
10104102012,113,Eden-Monaro,1,Good,Good,0
10104102013,113,Eden-Monaro,1,Good,Good,0
10104102014,113,Eden-Monaro,1,Good,Good,0
10104102015,113,Eden-Monaro,1,Good,Good,0
10104102016,113,Eden-Monaro,1,Good,Good,0
10104102017,113,Eden-Monaro,1,Good,Good,0
10104102018,113,Eden-Monaro,1,Good,Good,0
10104102019,113,Eden-Monaro,1,Good,Good,0
10104102020,113,Eden-Monaro,1,Good,Good,0
10104102021,113,Eden-Monaro,1,Good,Good,0
10104102022,113,Eden-Monaro,1,Good,Good,0
10104102023,113,Eden-Monaro,1,Good,Good,0
10104102024,113,Eden-Monaro,1,Good,Good,0
10104102025,113,Eden-Monaro,1,Good,Good,0
10104102026,113,Eden-Monaro,1,Good,Good,0
10104102027,113,Eden-Monaro,1,Good,Good,0
10104102028,113,Eden-Monaro,1,Good,Good,0
10104102029,113,Eden-Monaro,1,Good,Good,0
10104102030,113,Eden-Monaro,1,Good,Good,0
10104102031,113,Eden-Monaro,1,Good,Good,0
10104102032,113,Eden-Monaro,1,Good,Good,0
10104102101,116,Gilmore,1,Good,Good,0
10104102102,116,Gilmore,1,Good,Good,0
10104102103,116,Gilmore,1,Good,Good,0
10104102104,116,Gilmore,1,Good,Good,0
10104102105,116,Gilmore,1,Good,Good,0
10104102106,116,Gilmore,1,Good,Good,0
10104102107,116,Gilmore,1,Good,Good,0
10104102201,116,Gilmore,0.0943028,Good,Good,0
10104102201,113,Eden-Monaro,0.9056972,Good,Good,0
10104102301,113,Eden-Monaro,1,Good,Good,0
10104102302,113,Eden-Monaro,1,Good,Good,0
10104102303,113,Eden-Monaro,1,Good,Good,0
10104102304,113,Eden-Monaro,1,Good,Good,0
10104102305,113,Eden-Monaro,1,Good,Good,0
10104102306,113,Eden-Monaro,1,Good,Good,0
10104102307,113,Eden-Monaro,1,Good,Good,0
10104102308,113,Eden-Monaro,1,Good,Good,0
10104102309,113,Eden-Monaro,1,Good,Good,0
10104102310,113,Eden-Monaro,1,Good,Good,0
10104102401,116,Gilmore,1,Good,Good,0
10104102402,116,Gilmore,1,Good,Good,0
10104102403,116,Gilmore,1,Good,Good,0
10104102404,116,Gilmore,1,Good,Good,0
10104102405,116,Gilmore,1,Good,Good,0
10104102406,116,Gilmore,1,Good,Good,0
10104102407,113,Eden-Monaro,1,Good,Good,0
10104102408,113,Eden-Monaro,1,Good,Good,0
10104102409,113,Eden-Monaro,1,Good,Good,0
10104102410,113,Eden-Monaro,1,Good,Good,0
10104102411,116,Gilmore,1,Good,Good,0
10104102412,116,Gilmore,1,Good,Good,0
10104102501,113,Eden-Monaro,1,Good,Good,0
10104102502,113,Eden-Monaro,1,Good,Good,0
10104102503,113,Eden-Monaro,1,Good,Good,0
10104102504,113,Eden-Monaro,1,Good,Good,0
10104102505,113,Eden-Monaro,1,Good,Good,0
10104102506,113,Eden-Monaro,1,Good,Good,0
10104102507,113,Eden-Monaro,1,Good,Good,0
10104102508,113,Eden-Monaro,1,Good,Good,0
10104102509,113,Eden-Monaro,1,Good,Good,0
10104102510,113,Eden-Monaro,1,Good,Good,0
10104102511,113,Eden-Monaro,1,Good,Good,0
10104102512,113,Eden-Monaro,1,Good,Good,0
10104102513,113,Eden-Monaro,1,Good,Good,0
10104102514,113,Eden-Monaro,1,Good,Good,0
10104102515,113,Eden-Monaro,1,Good,Good,0
10104102516,113,Eden-Monaro,1,Good,Good,0
10104102517,113,Eden-Monaro,1,Good,Good,0
10104102518,113,Eden-Monaro,1,Good,Good,0
10104102519,113,Eden-Monaro,1,Good,Good,0
10104102520,113,Eden-Monaro,1,Good,Good,0
10104102521,113,Eden-Monaro,1,Good,Good,0
10104102522,113,Eden-Monaro,1,Good,Good,0
10104102523,113,Eden-Monaro,1,Good,Good,0
10104102524,113,Eden-Monaro,1,Good,Good,0
10104102525,113,Eden-Monaro,1,Good,Good,0
10104102526,113,Eden-Monaro,1,Good,Good,0
10104102527,113,Eden-Monaro,1,Good,Good,0
10104102528,113,Eden-Monaro,1,Good,Good,0
10104102529,113,Eden-Monaro,1,Good,Good,0
10104102530,113,Eden-Monaro,1,Good,Good,0
10104102601,116,Gilmore,1,Good,Good,0
10104102602,116,Gilmore,1,Good,Good,0
10104102603,116,Gilmore,1,Good,Good,0
10104102604,116,Gilmore,1,Good,Good,0
10104102605,116,Gilmore,1,Good,Good,0
10104102606,116,Gilmore,1,Good,Good,0
10104102607,116,Gilmore,1,Good,Good,0
10104102608,116,Gilmore,1,Good,Good,0
10104102609,116,Gilmore,1,Good,Good,0
10104102610,116,Gilmore,1,Good,Good,0
10104102611,116,Gilmore,1,Good,Good,0
