SA1_CODE_2021,SAL_CODE_2021,SAL_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
10102100701,12411,Lower Boro,0.7114855,Poor,Good,0
10102100701,13073,Oallen,0.2885145,Poor,Good,0
10102100702,10544,Braidwood,1,Good,Good,0
10102100703,10544,Braidwood,1,Good,Good,0
10102100704,10544,Braidwood,1,Good,Good,0
10102100705,10544,Braidwood,1,Good,Good,0
10102100706,12461,Majors Creek (NSW),1,Good,Good,0
10102100707,10071,Araluen (NSW),0.5156554,Poor,Good,0
10102100707,10306,Berlang,4.86E-05,Poor,Good,1
10102100707,12688,Monga,0.0561066,Poor,Good,0
10102100707,12937,Neringla,0.0293174,Poor,Good,0
10102100707,13031,Northangera,0.0949533,Poor,Good,0
10102100707,13361,Reidsdale,0.3039187,Poor,Good,0
10102100708,10159,Ballalaba,0.0458598,Poor,Good,0
10102100708,10292,Bendoura,0.1660343,Poor,Good,0
10102100708,10306,Berlang,0.0001265,Poor,Good,1
10102100708,10455,Bombay,0.2072149,Poor,Good,0
10102100708,11497,Farringdon,0.0332606,Poor,Good,0
10102100708,11862,Harolds Cross,0.1249486,Poor,Good,0
10102100708,11900,Hereford Hall,0.0364223,Poor,Good,0
10102100708,12016,Jembaicumbene,0.1011888,Poor,Good,0
10102100708,12024,Jerrabattgulla,0.0253407,Poor,Good,0
10102100708,12040,Jinden,0.0316798,Poor,Good,0
10102100708,12152,Kindervale,0.0284865,Poor,Good,0
10102100708,12211,Krawarree,0.1296437,Poor,Good,0
10102100708,12461,Majors Creek (NSW),3.16E-05,Good,Good,1
10102100708,12937,Neringla,3.16E-05,Poor,Good,1
10102100708,13582,Snowball,0.0048531,Poor,Good,1
10102100708,14451,Wyanbene,0.0648772,Poor,Good,0
10102100709,10512,Boro,0.2184643,Poor,Good,0
10102100709,11337,Durran Durra,2.25E-05,Poor,Good,1
10102100709,12286,Larbert,0.0765819,Poor,Good,0
10102100709,12472,Manar,0.252218,Poor,Good,0
10102100709,12507,Marlowe,2.25E-05,Poor,Good,1
10102100709,12542,Mayfield (Queanbeyan-Palerang Regional - NSW),0.128417,Poor,Good,0
10102100709,14190,Warri,0.3242738,Poor,Good,0
10102100710,10127,Back Creek (Queanbeyan-Palerang Regional - NSW),0.0132949,Poor,Good,0
10102100710,10633,Budawang,0.0569727,Poor,Good,0
10102100710,10885,Charleys Forest,0.1328162,Poor,Good,0
10102100710,11066,Corang,0.0076242,Poor,Good,1
10102100710,11337,Durran Durra,0.20297,Poor,Good,0
10102100710,12507,Marlowe,0.0151915,Poor,Good,0
10102100710,12689,Mongarlowe,0.2276443,Poor,Good,0
10102100710,12939,Nerriga,0.1385059,Poor,Good,0
10102100710,13073,Oallen,0.1081799,Poor,Good,0
10102100710,13911,Tomboye,0.0682952,Poor,Good,0
10102100710,14365,Wog Wog (Queanbeyan-Palerang Regional - NSW),0.0285053,Poor,Good,0
10102100801,12079,Karabar,1,Good,Good,0
10102100802,12079,Karabar,1,Good,Good,0
10102100803,12079,Karabar,1,Good,Good,0
10102100804,12079,Karabar,1,Good,Good,0
10102100805,12079,Karabar,1,Good,Good,0
10102100806,12079,Karabar,1,Good,Good,0
10102100807,12079,Karabar,1,Good,Good,0
10102100808,12079,Karabar,1,Good,Good,0
10102100809,12079,Karabar,1,Good,Good,0
10102100810,12079,Karabar,1,Good,Good,0
10102100811,12079,Karabar,1,Good,Good,0
10102100812,12079,Karabar,1,Good,Good,0
10102100813,12079,Karabar,1,Good,Good,0
10102100814,12079,Karabar,1,Good,Good,0
10102100815,12079,Karabar,1,Good,Good,0
10102100816,12079,Karabar,1,Good,Good,0
10102100817,12079,Karabar,1,Good,Good,0
10102100818,12079,Karabar,1,Good,Good,0
10102100819,12079,Karabar,1,Good,Good,0
10102100820,12079,Karabar,1,Good,Good,0
10102100821,12079,Karabar,1,Good,Good,0
10102100822,12079,Karabar,1,Good,Good,0
10102100823,12079,Karabar,1,Good,Good,0
10102100901,13304,Queanbeyan,1,Good,Good,0
10102100902,11116,Crestwood,1,Good,Good,0
10102100904,11116,Crestwood,1,Good,Good,0
10102100905,11116,Crestwood,1,Good,Good,0
10102100907,11116,Crestwood,1,Good,Good,0
10102100908,11116,Crestwood,1,Good,Good,0
10102100909,11116,Crestwood,1,Good,Good,0
10102100910,11116,Crestwood,1,Good,Good,0
10102100911,11116,Crestwood,1,Good,Good,0
10102100912,11116,Crestwood,1,Good,Good,0
10102100913,13304,Queanbeyan,1,Good,Good,0
10102100914,13304,Queanbeyan,1,Good,Good,0
10102100915,13304,Queanbeyan,1,Good,Good,0
10102100916,13304,Queanbeyan,1,Good,Good,0
10102100917,13304,Queanbeyan,1,Good,Good,0
10102100918,13304,Queanbeyan,1,Good,Good,0
10102100919,13304,Queanbeyan,1,Good,Good,0
10102100920,13304,Queanbeyan,1,Good,Good,0
10102100921,13304,Queanbeyan,1,Good,Good,0
10102100923,11116,Crestwood,1,Good,Good,0
10102100924,13304,Queanbeyan,1,Good,Good,0
10102100925,13304,Queanbeyan,1,Good,Good,0
10102100926,13304,Queanbeyan,1,Good,Good,0
10102100927,11116,Crestwood,1,Good,Good,0
10102100928,13304,Queanbeyan,1,Good,Good,0
10102100929,13304,Queanbeyan,1,Good,Good,0
10102101001,13305,Queanbeyan East,1,Good,Good,0
10102101002,11773,Greenleigh,1,Good,Good,0
10102101003,11773,Greenleigh,0.9999361,Good,Good,0
10102101003,13305,Queanbeyan East,6.39E-05,Good,Good,1
10102101004,13305,Queanbeyan East,1,Good,Good,0
10102101006,13305,Queanbeyan East,1,Good,Good,0
10102101007,13305,Queanbeyan East,1,Good,Good,0
10102101008,13305,Queanbeyan East,1,Good,Good,0
10102101009,13305,Queanbeyan East,1,Good,Good,0
10102101010,13305,Queanbeyan East,1,Good,Good,0
10102101011,13305,Queanbeyan East,1,Good,Good,0
10102101012,13305,Queanbeyan East,1,Good,Good,0
10102101013,11773,Greenleigh,1,Good,Good,0
10102101014,13852,The Ridgeway,1,Good,Good,0
10102101015,13305,Queanbeyan East,1,Good,Good,0
10102101016,13305,Queanbeyan East,1,Good,Good,0
10102101017,13305,Queanbeyan East,1,Good,Good,0
10102101201,12025,Jerrabomberra,1,Good,Good,0
10102101202,12025,Jerrabomberra,1,Good,Good,0
10102101203,12025,Jerrabomberra,1,Good,Good,0
10102101204,12025,Jerrabomberra,1,Good,Good,0
10102101205,12025,Jerrabomberra,1,Good,Good,0
10102101206,12025,Jerrabomberra,1,Good,Good,0
10102101207,13306,Queanbeyan West,1,Good,Good,0
10102101208,13306,Queanbeyan West,1,Good,Good,0
10102101209,12025,Jerrabomberra,1,Good,Good,0
10102101210,12025,Jerrabomberra,1,Good,Good,0
10102101211,12025,Jerrabomberra,1,Good,Good,0
10102101212,12025,Jerrabomberra,1,Good,Good,0
10102101213,12025,Jerrabomberra,1,Good,Good,0
10102101214,12025,Jerrabomberra,1,Good,Good,0
10102101215,12025,Jerrabomberra,1,Good,Good,0
10102101216,12025,Jerrabomberra,1,Good,Good,0
10102101217,12025,Jerrabomberra,0.0004749,Good,Good,1
10102101217,13306,Queanbeyan West,0.9995251,Good,Good,0
10102101218,12025,Jerrabomberra,1,Good,Good,0
10102101219,13306,Queanbeyan West,1,Good,Good,0
10102101220,13306,Queanbeyan West,1,Good,Good,0
10102101221,13306,Queanbeyan West,1,Good,Good,0
10102101222,12025,Jerrabomberra,1,Good,Good,0
10102101223,12025,Jerrabomberra,1,Good,Good,0
10102101224,12025,Jerrabomberra,1,Good,Good,0
10102101225,12025,Jerrabomberra,1,Good,Good,0
10102101226,12025,Jerrabomberra,1,Good,Good,0
10102101227,12025,Jerrabomberra,1,Good,Good,0
10102101228,13306,Queanbeyan West,1,Good,Good,0
10102101229,13306,Queanbeyan West,1,Good,Good,0
10102101230,13306,Queanbeyan West,1,Good,Good,0
10102101231,12025,Jerrabomberra,1,Good,Good,0
10102101232,12025,Jerrabomberra,1,Good,Good,0
10102161001,11710,Googong,1,Good,Good,0
10102161002,11710,Googong,1,Good,Good,0
10102161003,11710,Googong,1,Good,Good,0
10102161004,11710,Googong,1,Good,Good,0
10102161005,11710,Googong,1,Good,Good,0
10102161006,11710,Googong,1,Good,Good,0
10102161007,11710,Googong,1,Good,Good,0
10102161008,11710,Googong,1,Good,Good,0
10102161009,11710,Googong,1,Good,Good,0
10102161010,11710,Googong,1,Good,Good,0
10102161011,11710,Googong,1,Good,Good,0
10102161012,11710,Googong,1,Good,Good,0
10102161013,11710,Googong,1,Good,Good,0
10102161014,11710,Googong,1,Good,Good,0
10102161015,11710,Googong,1,Good,Good,0
10102161101,10733,Bywong,1,Good,Good,0
10102161102,14141,Wamboin,1,Good,Good,0
10102161103,14141,Wamboin,1,Good,Good,0
10102161104,11540,Forbes Creek,0.1694026,Poor,Good,0
10102161104,11951,Hoskinstown,0.5217558,Poor,Good,0
10102161104,13138,Palerang,5.46E-05,Poor,Good,1
10102161104,13433,Rossi,0.308787,Poor,Good,0
10102161105,10681,Bungendore,1,Good,Good,0
10102161106,10681,Bungendore,1,Good,Good,0
10102161107,11178,Currawang,2.16E-05,Poor,Good,1
10102161107,12254,Lake George,4.32E-05,Poor,Good,1
10102161107,13773,Tarago,0.9999352,Good,Good,0
10102161108,10694,Burra (Queanbeyan-Palerang Regional - NSW),1,Good,Good,0
10102161109,10681,Bungendore,1,Good,Good,0
10102161110,10733,Bywong,1,Good,Good,0
10102161111,13717,Sutton (NSW),1,Good,Good,0
10102161112,10681,Bungendore,1,Good,Good,0
10102161113,10840,Carwoola,1,Good,Good,0
10102161114,13277,Primrose Valley,0.9808881,Good,Good,0
10102161114,14507,Yarrow,0.0191119,Poor,Good,0
10102161115,11710,Googong,1,Good,Good,0
10102161116,14141,Wamboin,1,Good,Good,0
10102161117,10681,Bungendore,0.7790404,Good,Good,0
10102161117,12254,Lake George,0.2209596,Poor,Good,0
10102161118,11710,Googong,1,Good,Good,0
10102161119,10681,Bungendore,1,Good,Good,0
10102161120,10055,Anembo,0.21749,Poor,Good,0
10102161120,10803,Captains Flat,0.4414674,Acceptable,Good,0
10102161120,12043,Jingera,0.1267313,Poor,Good,0
10102161120,13890,Tinderry,0.2143112,Poor,Good,0
10102161121,12838,Mulloon,1,Good,Good,0
10102161122,14141,Wamboin,1,Good,Good,0
10102161123,12609,Michelago,1,Good,Good,0
10102161124,10681,Bungendore,1,Good,Good,0
10102161125,12769,Mount Fairy,1,Good,Good,0
10102161126,10681,Bungendore,1,Good,Good,0
10102161127,10681,Bungendore,1,Good,Good,0
10102161128,14077,Urila,1,Good,Good,0
10102161129,10840,Carwoola,1,Good,Good,0
10102161130,10803,Captains Flat,1,Acceptable,Good,0
10102161131,12609,Michelago,1,Good,Good,0
10102161132,13717,Sutton (NSW),1,Good,Good,0
10102161133,11430,Environa,2.39E-05,Poor,Good,1
10102161133,11710,Googong,0.9927531,Good,Good,0
10102161133,12025,Jerrabomberra,0.0071991,Good,Good,1
10102161133,13949,Tralee,2.39E-05,Poor,Good,1
10102161134,10925,Clear Range,0.187859,Poor,Good,0
10102161134,13827,The Angle,0.4750884,Poor,Good,0
10102161134,14315,Williamsdale,0.3370526,Poor,Good,0
10102161135,10694,Burra (Queanbeyan-Palerang Regional - NSW),1,Good,Good,0
10102161136,10733,Bywong,0.8287958,Good,Good,0
10102161136,12254,Lake George,0.1712042,Poor,Good,0
10102161137,10681,Bungendore,1,Good,Good,0
10102161138,14141,Wamboin,1,Good,Good,0
10102161139,10840,Carwoola,1,Good,Good,0
10102161140,13449,Royalla,1,Good,Good,0
10102161141,13449,Royalla,1,Good,Good,0
10102161142,10681,Bungendore,1,Good,Good,0
10102161143,13449,Royalla,1,Good,Good,0
10102161144,10681,Bungendore,1,Good,Good,0
10102161145,10840,Carwoola,1,Good,Good,0
10102161146,10733,Bywong,1,Good,Good,0
10103101301,11235,Delegate,1,Acceptable,Good,0
10103101302,10454,Bombala,1,Acceptable,Good,0
10103101303,10454,Bombala,1,Acceptable,Good,0
10103101304,10454,Bombala,1,Acceptable,Good,0
10103101305,10430,Boco,0.0477725,Poor,Good,0
10103101305,10454,Bombala,0.3789873,Acceptable,Good,0
10103101305,10644,Bukalong,0.0239012,Poor,Good,0
10103101305,10678,Bungarby,0.2388029,Poor,Good,0
10103101305,10760,Cambalong,0.0358368,Poor,Good,0
10103101305,11822,Gunningrah,0.0776117,Poor,Good,0
10103101305,11934,Holts Flat,0.029869,Poor,Good,0
10103101305,12038,Jincumbilly,0.029869,Poor,Good,0
10103101305,12592,Merriangaah,0.0358368,Poor,Good,0
10103101305,12763,Mount Cooper (NSW),0.0239012,Poor,Good,0
10103101305,13137,Palarang,0.0776117,Poor,Good,0
10103101306,10726,Byadbo Wilderness,0.0001104,Poor,Good,1
10103101306,11084,Corrowong,0.1270499,Poor,Good,0
10103101306,11104,Craigie (NSW),0.1602893,Poor,Good,0
10103101306,11235,Delegate,0.5467396,Acceptable,Good,0
10103101306,12622,Mila,0.0552703,Poor,Good,0
10103101306,13311,Quidong,0.1104853,Poor,Good,0
10103101306,13910,Tombong,5.52E-05,Poor,Good,1
10103101307,10054,Ando,0.1540226,Poor,Good,0
10103101307,10336,Bibbenluke,0.2452546,Poor,Good,0
10103101307,10854,Cathcart (NSW),0.3334067,Poor,Good,0
10103101307,11112,Creewah,0.1131678,Poor,Good,0
10103101307,11648,Glen Allen,0.1541483,Poor,Good,0
10103101308,10454,Bombala,0.4042172,Acceptable,Good,0
10103101308,10464,Bondi Forest,7.63E-05,Poor,Good,1
10103101308,10854,Cathcart (NSW),7.63E-05,Poor,Good,1
10103101308,11034,Coolumbooka,0.0499504,Poor,Good,0
10103101308,11104,Craigie (NSW),3.81E-05,Poor,Good,1
10103101308,12397,Lords Hill,0.1258675,Poor,Good,0
10103101308,12622,Mila,0.1487836,Poor,Good,0
10103101308,13128,Paddys Flat (Snowy Monaro Regional - NSW),0.0878899,Poor,Good,0
10103101308,13397,Rockton,0.0839243,Poor,Good,0
10103101308,13425,Rosemeath,0.0991764,Poor,Good,0
10103101401,11036,Cooma (NSW),1,Good,Good,0
10103101402,11036,Cooma (NSW),1,Good,Good,0
10103101403,11036,Cooma (NSW),1,Good,Good,0
10103101404,11036,Cooma (NSW),1,Good,Good,0
10103101405,11036,Cooma (NSW),1,Good,Good,0
10103101406,11036,Cooma (NSW),1,Good,Good,0
10103101407,11036,Cooma (NSW),1,Good,Good,0
10103101408,11036,Cooma (NSW),1,Good,Good,0
10103101409,11036,Cooma (NSW),1,Good,Good,0
10103101410,11036,Cooma (NSW),1,Good,Good,0
10103101411,11036,Cooma (NSW),1,Good,Good,0
10103101412,11036,Cooma (NSW),1,Good,Good,0
10103101414,11036,Cooma (NSW),1,Good,Good,0
10103101415,11036,Cooma (NSW),1,Good,Good,0
10103101417,13250,Polo Flat,1,Good,Good,0
10103101419,11036,Cooma (NSW),1,Good,Good,0
10103101420,11036,Cooma (NSW),0.904442,Good,Good,0
10103101420,13229,Pine Valley,0.095558,Poor,Good,0
10103101421,11036,Cooma (NSW),1,Good,Good,0
10103101501,10015,Adaminaby,0.125,Acceptable,Good,0
10103101501,10543,Braemar Bay,0.125,Poor,Good,0
10103101501,10629,Buckenderra,0.125,Poor,Good,0
10103101501,11576,Frying Pan,0.125,Poor,Good,0
10103101501,13083,Old Adaminaby,0.25,Poor,Good,0
10103101501,13279,Providence Portal,0.125,Good,Good,0
10103101501,13904,Tolbar,0.125,Poor,Good,0
10103101502,11702,Gooandra,0.0016529,Poor,Good,1
10103101502,13279,Providence Portal,0.9933884,Good,Good,0
10103101502,13767,Tantangara,0.0049587,Poor,Good,1
10103101503,12975,Nimmitabel,1,Good,Good,0
10103101505,12975,Nimmitabel,1,Good,Good,0
10103101511,10015,Adaminaby,1,Acceptable,Good,0
10103101512,10445,Bolaro,0.218242,Poor,Good,0
10103101512,13543,Shannons Flat,0.6477585,Poor,Good,0
10103101512,14484,Yaouk,0.1339996,Poor,Good,0
10103101514,10816,Carlaminda,0.1746854,Poor,Good,0
10103101514,11202,Dangelong,0.0482929,Poor,Good,0
10103101514,11652,Glen Fergus,0.0904438,Poor,Good,0
10103101514,12616,Middle Flat,0.2469441,Poor,Good,0
10103101514,13391,Rock Flat,0.4396339,Poor,Good,0
10103101515,13050,Numeralla,1,Good,Good,0
10103101516,10664,Bumbalong,0.0255867,Poor,Good,0
10103101516,10968,Colinton (NSW),0.9744133,Good,Good,0
10103101517,11089,Countegany,0.217782,Poor,Good,0
10103101517,11772,Greenlands (Snowy Monaro Regional - NSW),0.1119607,Poor,Good,0
10103101517,12232,Kybeyan,0.156332,Poor,Good,0
10103101517,13672,Steeple Flat,0.1398672,Poor,Good,0
10103101517,13996,Tuross,0.1284255,Poor,Good,0
10103101517,14351,Winifred,0.2456326,Poor,Good,0
10103101518,11189,Dairymans Plains,0.5665067,Poor,Good,0
10103101518,11298,Dry Plain,0.1300418,Poor,Good,0
10103101518,11576,Frying Pan,0.0340814,Poor,Good,0
10103101518,13371,Rhine Falls,0.1207553,Poor,Good,0
10103101518,14143,Wambrook,0.1486148,Poor,Good,0
10103101519,10369,Binjura,1,Good,Good,0
10103101520,10134,Badja,0.0608113,Poor,Good,0
10103101520,12020,Jerangle,0.6305732,Poor,Good,0
10103101520,13178,Peak View,0.3086155,Poor,Good,0
10103101521,10352,Billilingra,0.0268074,Poor,Good,0
10103101521,10688,Bunyan,0.481731,Poor,Good,0
10103101521,10880,Chakola,0.2140946,Poor,Good,0
10103101521,12873,Murrumbucca,0.1994989,Poor,Good,0
10103101521,13414,Rose Valley (Snowy Monaro Regional - NSW),0.0778681,Poor,Good,0
10103101523,10069,Arable,0.0995357,Poor,Good,0
10103101523,10429,Bobundara,0.127961,Poor,Good,0
10103101523,11033,Coolringdon,0.3458878,Poor,Good,0
10103101523,12449,Maffra (NSW),0.1043206,Poor,Good,0
10103101523,12885,Myalla (NSW),0.0189975,Poor,Good,0
10103101523,13640,Springfield (Snowy Monaro Regional - NSW),0.1611237,Poor,Good,0
10103101523,13831,The Brothers,0.1421736,Poor,Good,0
10103101524,10015,Adaminaby,0.4055163,Acceptable,Good,0
10103101524,10058,Anglers Reach,0.3963225,Poor,Good,0
10103101524,13083,Old Adaminaby,0.1981612,Poor,Good,0
10103101525,10556,Bredbo,1,Good,Good,0
10103101526,10556,Bredbo,1,Good,Good,0
10103101601,13199,Perisher Valley,1,Good,Good,0
10103101602,10315,Berridale,1,Acceptable,Good,0
10103101603,10315,Berridale,0.1993848,Acceptable,Good,0
10103101603,10543,Braemar Bay,0.0455956,Poor,Good,0
10103101603,10629,Buckenderra,0.0598354,Poor,Good,0
10103101603,11054,Cootralantra,0.3047874,Poor,Good,0
10103101603,11456,Eucumbene,0.0826475,Poor,Good,0
10103101603,12619,Middlingbank,0.0626833,Poor,Good,0
10103101603,12976,Nimmo,0.0484721,Poor,Good,0
10103101603,13402,Rocky Plain (NSW),0.1965654,Poor,Good,0
10103101603,13583,Snowy Plain,2.85E-05,Poor,Good,1
10103101604,12060,Kalkite,1,Good,Good,0
10103101605,11103,Crackenback,0.8485223,Acceptable,Good,0
10103101605,12039,Jindabyne,0.1514777,Acceptable,Good,0
10103101606,10118,Avonside,0.2464642,Poor,Good,0
10103101606,10315,Berridale,0.317118,Acceptable,Good,0
10103101606,11355,East Jindabyne,0.2558826,Acceptable,Good,0
10103101606,11911,Hill Top (Snowy Monaro Regional - NSW),0.1805353,Poor,Good,0
10103101607,11191,Dalgety,1,Good,Good,0
10103101608,11793,Grosses Plain,0.1169463,Poor,Good,0
10103101608,11985,Ingebirah,0.3149404,Poor,Good,0
10103101608,12709,Moonbah,0.5681132,Poor,Good,0
10103101611,13868,Thredbo,1,Good,Good,0
10103101612,10715,Burrungubugge,0.6511804,Poor,Good,0
10103101612,11111,Creel Bay,0.060684,Poor,Good,0
10103101612,11986,Ingeegoodbee,0.0003027,Poor,Good,1
10103101612,13574,Smiggin Holes,0.2876816,Poor,Good,0
10103101612,13868,Thredbo,0.0001513,Good,Good,1
10103101614,12039,Jindabyne,1,Acceptable,Good,0
10103101615,12039,Jindabyne,1,Acceptable,Good,0
10103101616,12039,Jindabyne,1,Acceptable,Good,0
10103101617,12039,Jindabyne,1,Acceptable,Good,0
10103101619,10315,Berridale,1,Acceptable,Good,0
10103101620,12039,Jindabyne,1,Acceptable,Good,0
10103101621,12039,Jindabyne,1,Acceptable,Good,0
10103101622,12039,Jindabyne,1,Acceptable,Good,0
10103101623,11355,East Jindabyne,1,Acceptable,Good,0
10103101624,11355,East Jindabyne,1,Acceptable,Good,0
10103101625,10281,Beloka,0.0465208,Poor,Good,0
10103101625,11995,Ironmungy,4.65E-05,Poor,Good,1
10103101625,12037,Jimenbuen,0.0883919,Poor,Good,0
10103101625,12039,Jindabyne,0.434822,Acceptable,Good,0
10103101625,12709,Moonbah,0.3046288,Poor,Good,0
10103101625,13048,Numbla Vale,0.099993,Poor,Good,0
10103101625,13172,Paupong,0.0255969,Poor,Good,0
10103101626,11355,East Jindabyne,1,Acceptable,Good,0
10103101627,12039,Jindabyne,0.6393426,Acceptable,Good,0
10103101627,12709,Moonbah,0.3606574,Poor,Good,0
10104101701,10852,Catalina,1,Good,Good,0
10104101702,10852,Catalina,1,Good,Good,0
10104101703,10852,Catalina,1,Good,Good,0
10104101704,10229,Batemans Bay,1,Good,Good,0
10104101705,10229,Batemans Bay,1,Good,Good,0
10104101706,10229,Batemans Bay,1,Good,Good,0
10104101707,10229,Batemans Bay,0.8571429,Good,Good,0
10104101707,12929,Nelligen,0.1428571,Acceptable,Good,0
10104101708,12385,Long Beach,1,Good,Good,0
10104101709,10287,Benandarah,0.0825473,Poor,Good,0
10104101709,12385,Long Beach,0.9174527,Good,Good,0
10104101710,12385,Long Beach,1,Good,Good,0
10104101711,12992,North Batemans Bay,1,Good,Good,0
10104101713,13713,Surfside,1,Good,Good,0
10104101714,10229,Batemans Bay,0.5,Good,Good,0
10104101714,10852,Catalina,0.5,Good,Good,0
10104101715,12470,Maloneys Beach,1,Good,Good,0
10104101716,13713,Surfside,1,Good,Good,0
10104101717,12992,North Batemans Bay,1,Good,Good,0
10104101718,10229,Batemans Bay,1,Good,Good,0
10104101719,12470,Maloneys Beach,1,Good,Good,0
10104101720,10852,Catalina,1,Good,Good,0
10104101721,10852,Catalina,1,Good,Good,0
10104101722,10852,Catalina,1,Good,Good,0
10104101723,13713,Surfside,1,Good,Good,0
10104101724,13713,Surfside,1,Good,Good,0
10104101801,12330,Lilli Pilli (Eurobodalla - NSW),1,Good,Good,0
10104101802,12330,Lilli Pilli (Eurobodalla - NSW),1,Good,Good,0
10104101803,12330,Lilli Pilli (Eurobodalla - NSW),0.1293199,Good,Good,0
10104101803,12471,Malua Bay,0.7941487,Good,Good,0
10104101803,13712,Surf Beach (NSW),0.0765314,Good,Good,0
10104101804,13712,Surf Beach (NSW),1,Good,Good,0
10104101805,13712,Surf Beach (NSW),1,Good,Good,0
10104101806,13712,Surf Beach (NSW),1,Good,Good,0
10104101807,13712,Surf Beach (NSW),1,Good,Good,0
10104101808,13712,Surf Beach (NSW),1,Good,Good,0
10104101809,11238,Denhams Beach,1,Good,Good,0
10104101810,11238,Denhams Beach,1,Good,Good,0
10104101811,13710,Sunshine Bay,1,Good,Good,0
10104101812,13710,Sunshine Bay,1,Good,Good,0
10104101813,11795,Guerilla Bay,0.2381034,Poor,Good,0
10104101813,13421,Rosedale (NSW),0.7618966,Acceptable,Good,0
10104101814,12471,Malua Bay,1,Good,Good,0
10104101815,12471,Malua Bay,1,Good,Good,0
10104101816,12471,Malua Bay,1,Good,Good,0
10104101817,12471,Malua Bay,1,Good,Good,0
10104101818,13710,Sunshine Bay,1,Good,Good,0
10104101819,10228,Batehaven,1,Good,Good,0
10104101820,10228,Batehaven,1,Good,Good,0
10104101821,10228,Batehaven,1,Good,Good,0
10104101822,10228,Batehaven,1,Good,Good,0
10104101823,10228,Batehaven,1,Good,Good,0
10104101824,10287,Benandarah,1,Poor,Good,0
10104101901,10253,Bega,1,Good,Good,0
10104101902,10253,Bega,1,Good,Good,0
10104101903,10253,Bega,1,Good,Good,0
10104101904,10253,Bega,1,Good,Good,0
10104101905,10253,Bega,1,Good,Good,0
10104101906,10253,Bega,1,Good,Good,0
10104101907,10253,Bega,1,Good,Good,0
10104101911,13789,Tathra,1,Good,Good,0
10104101912,13789,Tathra,1,Good,Good,0
10104101913,13789,Tathra,1,Good,Good,0
10104101915,12014,Jellat Jellat,0.3846084,Poor,Good,0
10104101915,14121,Wallagoot,0.6153916,Good,Good,0
10104101917,10253,Bega,0.7248509,Good,Good,0
10104101917,10387,Black Range (NSW),0.2751491,Poor,Good,0
10104101918,13783,Tarraganda,1,Acceptable,Good,0
10104101919,10905,Chinnock,0.0701369,Poor,Good,0
10104101919,11265,Doctor George Mountain,0.2069723,Poor,Good,0
10104101919,12667,Mogareeka,0.2102197,Poor,Good,0
10104101919,13356,Reedy Swamp,0.3184336,Poor,Good,0
10104101919,13783,Tarraganda,0.1942375,Acceptable,Good,0
10104101920,10253,Bega,1,Good,Good,0
10104101921,10253,Bega,1,Good,Good,0
10104101924,10522,Bournda,2.16E-05,Acceptable,Good,1
10104101924,13789,Tathra,0.0087871,Good,Good,1
10104101924,14121,Wallagoot,0.9911913,Good,Good,0
10104101925,10253,Bega,1,Good,Good,0
10104101926,13789,Tathra,1,Good,Good,0
10104101927,12059,Kalaru,1,Good,Good,0
10104101928,12059,Kalaru,1,Good,Good,0
10104101929,10253,Bega,1,Good,Good,0
10104101930,13789,Tathra,1,Good,Good,0
10104101931,10253,Bega,1,Good,Good,0
10104101932,13789,Tathra,1,Good,Good,0
10104101933,10253,Bega,1,Good,Good,0
10104102001,11575,Frogs Hollow,0.2432387,Poor,Good,0
10104102001,12074,Kanoona,0.3056023,Poor,Good,0
10104102001,12170,Kingswood (Bega Valley - NSW),0.0083359,Poor,Good,1
10104102001,13932,Toothdale,0.442823,Poor,Good,0
10104102002,13618,South Wolumla,0.3212951,Poor,Good,0
10104102002,14380,Wolumla,0.5631779,Acceptable,Good,0
10104102002,14519,Yellow Pinch,0.1155269,Poor,Good,0
10104102003,14380,Wolumla,1,Acceptable,Good,0
10104102004,11248,Devils Hole,0.0272603,Poor,Good,0
10104102004,12891,Myrtle Mountain,0.1989651,Poor,Good,0
10104102004,14461,Wyndham (NSW),0.7737745,Poor,Good,0
10104102005,11387,Edrom,0.0002936,Poor,Good,1
10104102005,11753,Green Cape,0.0150859,Poor,Good,0
10104102005,12123,Kiah,0.3526648,Poor,Good,0
10104102005,12897,Nadgee,3.67E-05,Poor,Good,1
10104102005,12910,Narrabarba,0.0918367,Poor,Good,0
10104102005,13886,Timbillica,0.0440831,Poor,Good,0
10104102005,13945,Towamba,0.0184995,Poor,Good,0
10104102005,14387,Wonboyn,0.4774629,Poor,Good,0
10104102005,14388,Wonboyn North,3.67E-05,Poor,Good,1
10104102006,10700,Burragate,0.2809428,Poor,Good,0
10104102006,13198,Pericoe,0.0662775,Poor,Good,0
10104102006,13945,Towamba,0.6527797,Poor,Good,0
10104102007,12376,Lochiel (NSW),1,Good,Good,0
10104102008,12941,Nethercote,0.9502126,Good,Good,0
10104102008,13044,Nullica,0.0497874,Poor,Good,0
10104102009,10700,Burragate,0.1666667,Poor,Good,0
10104102009,12376,Lochiel (NSW),0.1666667,Good,Good,0
10104102009,12941,Nethercote,0.0833333,Good,Good,0
10104102009,13044,Nullica,0.1666667,Poor,Good,0
10104102009,13618,South Wolumla,0.0833333,Poor,Good,0
10104102009,14461,Wyndham (NSW),0.3333333,Poor,Good,0
