SA2_CODE_2021,SA2_NAME_2021,SED_CODE_2021,SED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
101021007,Braidwood,10031,Goulburn,0.0703839,Good,Acceptable,0
101021007,Braidwood,10053,Monaro,0.9296161,Good,Acceptable,0
101021008,Karabar,10053,Monaro,1,Good,Acceptable,0
101021009,Queanbeyan,10053,Monaro,1,Good,Acceptable,0
101021010,Queanbeyan - East,10053,Monaro,1,Good,Acceptable,0
101021012,Queanbeyan West - Jerrabomberra,10053,Monaro,1,Good,Acceptable,0
101021610,Googong,10053,Monaro,1,Good,Acceptable,0
101021611,Queanbeyan Surrounds,10031,Goulburn,0.0229145,Good,Acceptable,0
101021611,Queanbeyan Surrounds,10053,Monaro,0.9770855,Good,Acceptable,0
101031013,Bombala,10009,Bega,1.23E-05,Good,Acceptable,1
101031013,Bombala,10053,Monaro,0.9999877,Good,Acceptable,0
101031014,Cooma,10053,Monaro,1,Good,Acceptable,0
101031015,Cooma Surrounds,10009,Bega,2.01E-05,Good,Acceptable,1
101031015,Cooma Surrounds,10053,Monaro,0.9999799,Good,Acceptable,0
101031016,Jindabyne - Berridale,10053,Monaro,1,Good,Acceptable,0
101041017,Batemans Bay,10009,Bega,1,Good,Acceptable,0
101041018,Batemans Bay - South,10009,Bega,1,Good,Acceptable,0
101041019,Bega - Tathra,10009,Bega,1,Good,Acceptable,0
101041020,Bega-Eden Hinterland,10009,Bega,0.9999969,Good,Acceptable,0
101041020,Bega-Eden Hinterland,10053,Monaro,3.10E-06,Good,Acceptable,1
101041021,Broulee - Tomakin,10009,Bega,1,Good,Acceptable,0
101041022,Deua - Wadbilliga,10009,Bega,0.9997594,Good,Acceptable,0
101041022,Deua - Wadbilliga,10053,Monaro,0.0002406,Good,Acceptable,1
101041023,Eden,10009,Bega,1,Good,Acceptable,0
101041024,Eurobodalla Hinterland,10009,Bega,0.943562,Good,Acceptable,0
101041024,Eurobodalla Hinterland,10076,South Coast,0.056438,Good,Acceptable,0
101041025,Merimbula - Tura Beach,10009,Bega,1,Good,Acceptable,0
101041026,Moruya - Tuross Head,10009,Bega,1,Good,Acceptable,0
101041027,Narooma - Bermagui,10009,Bega,1,Good,Acceptable,0
101051539,Goulburn,10031,Goulburn,1,Good,Acceptable,0
101051540,Goulburn Surrounds,10031,Goulburn,0.9892426,Good,Acceptable,0
101051540,Goulburn Surrounds,10053,Monaro,0.0107574,Good,Acceptable,0
101061541,Yass,10031,Goulburn,1,Good,Acceptable,0
101061542,Yass Surrounds,10022,Cootamundra,0.0266459,Good,Acceptable,0
101061542,Yass Surrounds,10031,Goulburn,0.9733533,Good,Acceptable,0
101061542,Yass Surrounds,10087,Wagga Wagga,8.00E-07,Good,Acceptable,1
101061543,Young,10022,Cootamundra,1,Good,Acceptable,0
101061544,Young Surrounds,10022,Cootamundra,0.685371,Good,Acceptable,0
101061544,Young Surrounds,10031,Goulburn,0.314629,Good,Acceptable,0
102011028,Avoca Beach - Copacabana,10082,Terrigal,1,Good,Acceptable,0
102011029,Box Head - MacMasters Beach,10082,Terrigal,1,Good,Acceptable,0
102011030,Calga - Kulnura,10030,Gosford,0.917222,Good,Acceptable,0
102011030,Calga - Kulnura,10093,Wyong,0.082778,Good,Acceptable,0
102011031,Erina - Green Point,10082,Terrigal,1,Good,Acceptable,0
102011032,Gosford - Springfield,10030,Gosford,0.7969593,Good,Acceptable,0
102011032,Gosford - Springfield,10082,Terrigal,0.2030407,Good,Acceptable,0
102011033,Kariong,10030,Gosford,1,Good,Acceptable,0
102011034,Kincumber - Picketts Valley,10082,Terrigal,1,Good,Acceptable,0
102011035,Narara,10030,Gosford,0.7285497,Good,Acceptable,0
102011035,Narara,10083,The Entrance,0.2714503,Good,Acceptable,0
102011036,Niagara Park - Lisarow,10082,Terrigal,0.0024301,Good,Acceptable,1
102011036,Niagara Park - Lisarow,10083,The Entrance,0.9975699,Good,Acceptable,0
102011037,Point Clare - Koolewong,10030,Gosford,1,Good,Acceptable,0
102011038,Saratoga - Davistown,10082,Terrigal,1,Good,Acceptable,0
102011039,Terrigal - North Avoca,10082,Terrigal,1,Good,Acceptable,0
102011040,Umina - Booker Bay - Patonga,10030,Gosford,1,Good,Acceptable,0
102011041,Wamberal - Forresters Beach,10082,Terrigal,0.9691364,Good,Acceptable,0
102011041,Wamberal - Forresters Beach,10083,The Entrance,0.0308636,Good,Acceptable,0
102011042,Woy Woy - Blackwall,10030,Gosford,1,Good,Acceptable,0
102011043,Wyoming,10083,The Entrance,1,Good,Acceptable,0
102021044,Bateau Bay - Killarney Vale,10083,The Entrance,1,Good,Acceptable,0
102021045,Blue Haven - San Remo,10079,Swansea,0.4187875,Good,Acceptable,0
102021045,Blue Haven - San Remo,10093,Wyong,0.5812125,Good,Acceptable,0
102021046,Budgewoi - Buff Point - Halekulani,10079,Swansea,1,Good,Acceptable,0
102021047,Chittaway Bay - Tumbi Umbi,10083,The Entrance,0.6181609,Good,Acceptable,0
102021047,Chittaway Bay - Tumbi Umbi,10093,Wyong,0.3818391,Good,Acceptable,0
102021048,Gorokan - Kanwal - Charmhaven,10093,Wyong,1,Good,Acceptable,0
102021049,Jilliby - Yarramalong,10093,Wyong,1,Good,Acceptable,0
102021050,Lake Munmorah - Mannering Park,10079,Swansea,1,Good,Acceptable,0
102021051,Ourimbah - Fountaindale,10083,The Entrance,0.9064886,Good,Acceptable,0
102021051,Ourimbah - Fountaindale,10093,Wyong,0.0935114,Good,Acceptable,0
102021052,Summerland Point - Gwandalan,10079,Swansea,1,Good,Acceptable,0
102021053,The Entrance,10083,The Entrance,0.9999987,Good,Acceptable,0
102021053,The Entrance,10093,Wyong,1.30E-06,Good,Acceptable,1
102021054,Toukley - Norah Head,10093,Wyong,1,Good,Acceptable,0
102021055,Tuggerah - Kangy Angy,10083,The Entrance,0.2102692,Good,Acceptable,0
102021055,Tuggerah - Kangy Angy,10093,Wyong,0.7897308,Good,Acceptable,0
102021056,Warnervale - Wadalba,10093,Wyong,1,Good,Acceptable,0
102021057,Wyong,10093,Wyong,1,Good,Acceptable,0
103011059,Bathurst - East,10007,Bathurst,1,Good,Acceptable,0
103011060,Bathurst Surrounds,10007,Bathurst,1,Good,Acceptable,0
103011061,Oberon,10007,Bathurst,1,Good,Acceptable,0
103011612,Bathurst - South,10007,Bathurst,1,Good,Acceptable,0
103011613,Bathurst - West,10007,Bathurst,1,Good,Acceptable,0
103021062,Condobolin,10006,Barwon,0.9429327,Good,Acceptable,0
103021062,Condobolin,10063,Orange,0.0570673,Good,Acceptable,0
103021063,Cowra,10022,Cootamundra,1,Good,Acceptable,0
103021064,Cowra Surrounds,10022,Cootamundra,0.5997725,Good,Acceptable,0
103021064,Cowra Surrounds,10063,Orange,0.4002275,Good,Acceptable,0
103021065,Forbes,10006,Barwon,0.0019981,Good,Acceptable,1
103021065,Forbes,10022,Cootamundra,0.0013983,Good,Acceptable,1
103021065,Forbes,10063,Orange,0.9966036,Good,Acceptable,0
103021066,Grenfell,10022,Cootamundra,1,Good,Acceptable,0
103021067,Parkes (NSW),10063,Orange,1,Good,Acceptable,0
103021068,Parkes Surrounds,10063,Orange,1,Good,Acceptable,0
103021069,West Wyalong,10022,Cootamundra,1,Good,Acceptable,0
103031070,Lithgow,10007,Bathurst,1,Good,Acceptable,0
103031071,Lithgow Surrounds,10007,Bathurst,1,Good,Acceptable,0
103031072,Mudgee,10026,Dubbo,1,Good,Acceptable,0
103031073,Mudgee Surrounds - East,10007,Bathurst,0.8833728,Good,Acceptable,0
103031073,Mudgee Surrounds - East,10085,Upper Hunter,0.1166272,Good,Acceptable,0
103031074,Mudgee Surrounds - West,10006,Barwon,0.1184881,Good,Acceptable,0
103031074,Mudgee Surrounds - West,10007,Bathurst,0.0006352,Good,Acceptable,1
103031074,Mudgee Surrounds - West,10026,Dubbo,0.7842453,Good,Acceptable,0
103031074,Mudgee Surrounds - West,10085,Upper Hunter,0.0966314,Good,Acceptable,0
103031075,Wollangambe - Wollemi,10007,Bathurst,0.9,Good,Acceptable,0
103031075,Wollangambe - Wollemi,10011,Blue Mountains,0.05,Good,Acceptable,0
103031075,Wollangambe - Wollemi,10017,Cessnock,0.05,Good,Acceptable,0
103041076,Blayney,10007,Bathurst,0.9969335,Good,Acceptable,0
103041076,Blayney,10022,Cootamundra,0.0030665,Good,Acceptable,1
103041077,Orange,10063,Orange,1,Good,Acceptable,0
103041078,Orange - North,10063,Orange,1,Good,Acceptable,0
103041079,Orange Surrounds,10026,Dubbo,0.0026221,Good,Acceptable,1
103041079,Orange Surrounds,10063,Orange,0.9973779,Good,Acceptable,0
104011080,Grafton,10019,Clarence,1,Good,Acceptable,0
104011081,Grafton Surrounds,10019,Clarence,0.9999988,Good,Acceptable,0
104011081,Grafton Surrounds,10020,Coffs Harbour,1.20E-06,Good,Acceptable,1
104011082,Maclean - Yamba - Iluka,10019,Clarence,1,Good,Acceptable,0
104021083,Bellingen,10064,Oxley,1,Good,Acceptable,0
104021084,Coffs Harbour - North,10020,Coffs Harbour,1,Good,Acceptable,0
104021085,Coffs Harbour - South,10020,Coffs Harbour,1,Good,Acceptable,0
104021086,Coramba - Nana Glen - Bucca,10020,Coffs Harbour,1,Good,Acceptable,0
104021087,Dorrigo,10019,Clarence,0.1377158,Good,Acceptable,0
104021087,Dorrigo,10020,Coffs Harbour,0.1921496,Good,Acceptable,0
104021087,Dorrigo,10064,Oxley,0.6701346,Good,Acceptable,0
104021088,Korora - Emerald Beach,10020,Coffs Harbour,1,Good,Acceptable,0
104021089,Sawtell - Boambee,10020,Coffs Harbour,1,Good,Acceptable,0
104021090,Urunga,10064,Oxley,1,Good,Acceptable,0
104021091,Woolgoolga - Arrawarra,10019,Clarence,2.10E-06,Good,Acceptable,1
104021091,Woolgoolga - Arrawarra,10020,Coffs Harbour,0.9999979,Good,Acceptable,0
105011092,Bourke - Brewarrina,10006,Barwon,1,Good,Acceptable,0
105011093,Cobar,10006,Barwon,1,Good,Acceptable,0
105011094,Coonamble,10006,Barwon,1,Good,Acceptable,0
105011095,Nyngan - Warren,10006,Barwon,1,Good,Acceptable,0
105011096,Walgett - Lightning Ridge,10006,Barwon,1,Good,Acceptable,0
105021097,Broken Hill,10006,Barwon,1,Good,Acceptable,0
105021098,Far West,10006,Barwon,1,Good,Acceptable,0
105031099,Coonabarabran,10006,Barwon,1,Good,Acceptable,0
105031100,Dubbo - East,10026,Dubbo,1,Good,Acceptable,0
105031101,Dubbo - South,10026,Dubbo,1,Good,Acceptable,0
105031102,Dubbo - West,10026,Dubbo,1,Good,Acceptable,0
105031103,Dubbo Surrounds,10026,Dubbo,0.9841866,Good,Acceptable,0
105031103,Dubbo Surrounds,10063,Orange,0.0158134,Good,Acceptable,0
105031104,Gilgandra,10006,Barwon,1,Good,Acceptable,0
105031105,Narromine,10006,Barwon,0.0148308,Good,Acceptable,0
105031105,Narromine,10026,Dubbo,0.9851692,Good,Acceptable,0
105031106,Wellington,10026,Dubbo,0.9611723,Good,Acceptable,0
105031106,Wellington,10063,Orange,0.0388277,Good,Acceptable,0
106011107,Branxton - Greta - Pokolbin,10017,Cessnock,0.811453,Good,Acceptable,0
106011107,Branxton - Greta - Pokolbin,10049,Maitland,0.0194751,Good,Acceptable,0
106011107,Branxton - Greta - Pokolbin,10085,Upper Hunter,0.1690719,Good,Acceptable,0
106011108,Cessnock,10017,Cessnock,1,Good,Acceptable,0
106011109,Cessnock Surrounds,10017,Cessnock,1,Good,Acceptable,0
106011110,Dungog,10085,Upper Hunter,1,Good,Acceptable,0
106011111,Kurri Kurri - Abermain,10017,Cessnock,0.9988851,Good,Acceptable,0
106011111,Kurri Kurri - Abermain,10049,Maitland,0.0011149,Good,Acceptable,1
106011112,Singleton,10085,Upper Hunter,1,Good,Acceptable,0
106011113,Singleton Surrounds,10017,Cessnock,0.2344556,Good,Acceptable,0
106011113,Singleton Surrounds,10085,Upper Hunter,0.7655444,Good,Acceptable,0
106021114,Maitland,10049,Maitland,1,Good,Acceptable,0
106021116,Maitland - North,10049,Maitland,1,Good,Acceptable,0
106021614,East Maitland - Metford,10049,Maitland,1,Good,Acceptable,0
106021615,Rutherford (North) - Aberglasslyn,10017,Cessnock,0.0005642,Good,Acceptable,1
106021615,Rutherford (North) - Aberglasslyn,10049,Maitland,0.9994358,Good,Acceptable,0
106021616,Rutherford (South) - Telarah,10017,Cessnock,0.0095119,Good,Acceptable,1
106021616,Rutherford (South) - Telarah,10049,Maitland,0.9904881,Good,Acceptable,0
106021617,Tenambit - East Maitland,10049,Maitland,1,Good,Acceptable,0
106021618,Thornton - Millers Forest,10049,Maitland,1,Good,Acceptable,0
106031119,Anna Bay,10069,Port Stephens,1,Good,Acceptable,0
106031120,Lemon Tree Passage - Tanilba Bay,10069,Port Stephens,1,Good,Acceptable,0
106031121,Nelson Bay Peninsula,10069,Port Stephens,1,Good,Acceptable,0
106031122,Raymond Terrace,10069,Port Stephens,1,Good,Acceptable,0
106031123,Seaham - Woodville,10069,Port Stephens,1,Good,Acceptable,0
106031124,Tea Gardens - Hawks Nest,10069,Port Stephens,1,Good,Acceptable,0
106031125,Williamtown - Medowie - Karuah,10069,Port Stephens,1,Good,Acceptable,0
106041126,Muswellbrook,10085,Upper Hunter,1,Good,Acceptable,0
106041127,Muswellbrook Surrounds,10085,Upper Hunter,1,Good,Acceptable,0
106041128,Scone,10085,Upper Hunter,1,Good,Acceptable,0
106041129,Scone Surrounds,10085,Upper Hunter,1,Good,Acceptable,0
107011131,Dapto - Avondale,10039,Kiama,0.0073107,Good,Acceptable,1
107011131,Dapto - Avondale,10075,Shellharbour,0.9926893,Good,Acceptable,0
107011132,Horsley - Kembla Grange,10075,Shellharbour,1,Good,Acceptable,0
107011133,Port Kembla Industrial,10092,Wollongong,1,Good,Acceptable,0
107011134,Unanderra - Mount Kembla,10038,Keira,7.00E-07,Good,Acceptable,1
107011134,Unanderra - Mount Kembla,10092,Wollongong,0.9999993,Good,Acceptable,0
107011545,Berkeley - Lake Heights - Cringila,10092,Wollongong,1,Good,Acceptable,0
107011546,Port Kembla - Warrawong,10092,Wollongong,1,Good,Acceptable,0
107011547,Windang - Primbee,10092,Wollongong,1,Good,Acceptable,0
107021135,Illawarra Catchment Reserve,10038,Keira,0.4988124,Good,Acceptable,0
107021135,Illawarra Catchment Reserve,10075,Shellharbour,0.0130641,Good,Acceptable,0
107021135,Illawarra Catchment Reserve,10091,Wollondilly,0.4881235,Good,Acceptable,0
107031136,Albion Park - Macquarie Pass,10039,Kiama,1,Good,Acceptable,0
107031137,Albion Park Rail,10039,Kiama,0.6818105,Good,Acceptable,0
107031137,Albion Park Rail,10075,Shellharbour,0.3181895,Good,Acceptable,0
107031138,Kiama,10039,Kiama,1,Good,Acceptable,0
107031139,Kiama Downs - Minnamurra,10039,Kiama,1,Good,Acceptable,0
107031140,Kiama Hinterland - Gerringong,10039,Kiama,1,Good,Acceptable,0
107031141,Shellharbour - Flinders,10039,Kiama,0.0101311,Good,Acceptable,0
107031141,Shellharbour - Flinders,10075,Shellharbour,0.9898689,Good,Acceptable,0
107031142,Shellharbour - Oak Flats,10075,Shellharbour,1,Good,Acceptable,0
107031143,Warilla,10075,Shellharbour,1,Good,Acceptable,0
107041144,Balgownie - Fairy Meadow,10038,Keira,0.6530534,Good,Acceptable,0
107041144,Balgownie - Fairy Meadow,10092,Wollongong,0.3469466,Good,Acceptable,0
107041145,Corrimal - Tarrawanna - Bellambi,10038,Keira,1,Good,Acceptable,0
107041146,Figtree - Keiraville,10038,Keira,0.9208018,Good,Acceptable,0
107041146,Figtree - Keiraville,10092,Wollongong,0.0791982,Good,Acceptable,0
107041147,Helensburgh,10014,Campbelltown,1.10E-06,Acceptable,Acceptable,1
107041147,Helensburgh,10034,Heathcote,0.9999989,Acceptable,Acceptable,0
107041148,Thirroul - Austinmer - Coalcliff,10034,Heathcote,0.1260902,Acceptable,Acceptable,0
107041148,Thirroul - Austinmer - Coalcliff,10038,Keira,0.8739098,Good,Acceptable,0
107041150,Woonona - Bulli - Russell Vale,10038,Keira,1,Good,Acceptable,0
107041548,Wollongong - East,10092,Wollongong,1,Good,Acceptable,0
107041549,Wollongong - West,10092,Wollongong,1,Good,Acceptable,0
108011151,Bulahdelah - Stroud,10057,Myall Lakes,0.4343806,Good,Acceptable,0
108011151,Bulahdelah - Stroud,10069,Port Stephens,0.0030515,Good,Acceptable,1
108011151,Bulahdelah - Stroud,10085,Upper Hunter,0.5625679,Good,Acceptable,0
108011152,Forster,10057,Myall Lakes,1,Good,Acceptable,0
108011153,Forster-Tuncurry Surrounds,10057,Myall Lakes,1,Good,Acceptable,0
108011154,Tuncurry,10057,Myall Lakes,1,Good,Acceptable,0
108021155,Kempsey,10064,Oxley,1,Good,Acceptable,0
108021156,Kempsey Surrounds,10061,Northern Tablelands,0.0065434,Good,Acceptable,1
108021156,Kempsey Surrounds,10064,Oxley,0.9934566,Good,Acceptable,0
108021157,Macksville - Scotts Head,10064,Oxley,1,Good,Acceptable,0
108021158,Nambucca Heads,10064,Oxley,1,Good,Acceptable,0
108021159,Nambucca Heads Surrounds,10064,Oxley,1,Good,Acceptable,0
108021160,South West Rocks,10064,Oxley,1,Good,Acceptable,0
108031161,Lord Howe Island,10068,Port Macquarie,1,Good,Acceptable,0
108041162,Laurieton - Bonny Hills,10064,Oxley,1.10E-06,Good,Acceptable,1
108041162,Laurieton - Bonny Hills,10068,Port Macquarie,0.9999989,Good,Acceptable,0
108041164,Port Macquarie - West,10068,Port Macquarie,1,Good,Acceptable,0
108041165,Port Macquarie Surrounds,10064,Oxley,0.7057531,Good,Acceptable,0
108041165,Port Macquarie Surrounds,10068,Port Macquarie,0.2942469,Good,Acceptable,0
108041166,Wauchope,10064,Oxley,0.7436785,Good,Acceptable,0
108041166,Wauchope,10068,Port Macquarie,0.2563215,Good,Acceptable,0
108041619,Port Macquarie - East,10068,Port Macquarie,1,Good,Acceptable,0
108041620,Port Macquarie - South,10068,Port Macquarie,1,Good,Acceptable,0
108051167,Gloucester,10085,Upper Hunter,1,Good,Acceptable,0
108051168,Old Bar - Manning Point - Red Head,10057,Myall Lakes,1,Good,Acceptable,0
108051169,Taree,10057,Myall Lakes,1,Good,Acceptable,0
108051170,Taree Surrounds,10057,Myall Lakes,0.4799746,Good,Acceptable,0
108051170,Taree Surrounds,10064,Oxley,8.00E-07,Good,Acceptable,1
108051170,Taree Surrounds,10068,Port Macquarie,0.5195663,Good,Acceptable,0
108051170,Taree Surrounds,10085,Upper Hunter,0.0004583,Good,Acceptable,1
108051171,Wingham,10057,Myall Lakes,1,Good,Acceptable,0
109011172,Albury - East,10001,Albury,1,Good,Acceptable,0
109011173,Albury - North,10001,Albury,1,Good,Acceptable,0
109011174,Albury - South,10001,Albury,1,Good,Acceptable,0
109011175,Albury Surrounds,10001,Albury,0.9993595,Good,Acceptable,0
109011175,Albury Surrounds,10087,Wagga Wagga,0.0006405,Good,Acceptable,1
109011176,Lavington,10001,Albury,1,Good,Acceptable,0
109021177,Hay,10056,Murray,1,Good,Acceptable,0
109021178,Wentworth - Buronga,10056,Murray,1,Good,Acceptable,0
109021179,Wentworth-Balranald Region,10056,Murray,1,Good,Acceptable,0
109031180,Corowa,10001,Albury,1,Good,Acceptable,0
109031181,Corowa Surrounds,10001,Albury,0.9999986,Good,Acceptable,0
109031181,Corowa Surrounds,10087,Wagga Wagga,1.40E-06,Good,Acceptable,1
109031182,Deniliquin,10056,Murray,1,Good,Acceptable,0
109031183,Deniliquin Surrounds,10056,Murray,1,Good,Acceptable,0
109031184,Moama,10056,Murray,1,Good,Acceptable,0
109031185,Tocumwal - Finley - Jerilderie,10001,Albury,0.1138927,Good,Acceptable,0
109031185,Tocumwal - Finley - Jerilderie,10056,Murray,0.8861073,Good,Acceptable,0
110011186,Armidale,10061,Northern Tablelands,1,Good,Acceptable,0
110011187,Armidale Surrounds - North,10061,Northern Tablelands,1,Good,Acceptable,0
110011188,Armidale Surrounds - South,10061,Northern Tablelands,0.9955871,Good,Acceptable,0
110011188,Armidale Surrounds - South,10081,Tamworth,0.0044129,Good,Acceptable,1
110011189,Walcha,10081,Tamworth,1,Good,Acceptable,0
110021190,Glen Innes,10061,Northern Tablelands,1,Good,Acceptable,0
110021191,Inverell,10061,Northern Tablelands,1,Good,Acceptable,0
110021192,Inverell Surrounds - East,10061,Northern Tablelands,0.9976981,Good,Acceptable,0
110021192,Inverell Surrounds - East,10081,Tamworth,0.0023019,Good,Acceptable,1
110021193,Inverell Surrounds - West,10061,Northern Tablelands,0.9999983,Good,Acceptable,0
110021193,Inverell Surrounds - West,10081,Tamworth,1.70E-06,Good,Acceptable,1
110021194,Tenterfield,10045,Lismore,1,Good,Acceptable,0
110031195,Moree,10061,Northern Tablelands,1,Good,Acceptable,0
110031196,Moree Surrounds,10061,Northern Tablelands,1,Good,Acceptable,0
110031197,Narrabri,10006,Barwon,1,Good,Acceptable,0
110031198,Narrabri Surrounds,10006,Barwon,0.9999978,Good,Acceptable,0
110031198,Narrabri Surrounds,10081,Tamworth,2.20E-06,Good,Acceptable,1
110041199,Gunnedah,10081,Tamworth,1,Good,Acceptable,0
110041200,Gunnedah Surrounds,10006,Barwon,0.2721824,Good,Acceptable,0
110041200,Gunnedah Surrounds,10081,Tamworth,0.7278176,Good,Acceptable,0
110041201,Quirindi,10081,Tamworth,0.2427089,Good,Acceptable,0
110041201,Quirindi,10085,Upper Hunter,0.7572911,Good,Acceptable,0
110041202,Tamworth - East,10081,Tamworth,1,Good,Acceptable,0
110041203,Tamworth - North,10081,Tamworth,1,Good,Acceptable,0
110041204,Tamworth - West,10081,Tamworth,1,Good,Acceptable,0
110041205,Tamworth Surrounds,10061,Northern Tablelands,0.0003684,Good,Acceptable,1
110041205,Tamworth Surrounds,10081,Tamworth,0.9996316,Good,Acceptable,0
111011206,Belmont - Bennetts Green,10018,Charlestown,0.0168073,Acceptable,Acceptable,0
111011206,Belmont - Bennetts Green,10079,Swansea,0.9831927,Good,Acceptable,0
111011207,Belmont South - Blacksmiths,10079,Swansea,1,Good,Acceptable,0
111011208,Charlestown - Dudley,10018,Charlestown,1,Acceptable,Acceptable,0
111011209,Glendale - Cardiff - Hillsborough,10018,Charlestown,0.1887589,Acceptable,Acceptable,0
111011209,Glendale - Cardiff - Hillsborough,10042,Lake Macquarie,0.3989981,Acceptable,Acceptable,0
111011209,Glendale - Cardiff - Hillsborough,10089,Wallsend,0.4122429,Acceptable,Acceptable,0
111011210,Mount Hutton - Windale,10018,Charlestown,1,Acceptable,Acceptable,0
111011211,Redhead,10018,Charlestown,1,Acceptable,Acceptable,0
111011212,Swansea - Caves Beach,10079,Swansea,1,Good,Acceptable,0
111011213,Valentine - Eleebana,10018,Charlestown,0.4900785,Acceptable,Acceptable,0
111011213,Valentine - Eleebana,10079,Swansea,0.5099215,Good,Acceptable,0
111011214,Warners Bay - Boolaroo,10018,Charlestown,0.4786408,Acceptable,Acceptable,0
111011214,Warners Bay - Boolaroo,10042,Lake Macquarie,0.5213592,Acceptable,Acceptable,0
111021215,Bolton Point - Teralba,10042,Lake Macquarie,1,Acceptable,Acceptable,0
111021216,Bonnells Bay - Silverwater,10042,Lake Macquarie,1,Acceptable,Acceptable,0
111021217,Edgeworth - Cameron Park,10017,Cessnock,0.9999994,Good,Acceptable,0
111021217,Edgeworth - Cameron Park,10089,Wallsend,6.00E-07,Acceptable,Acceptable,1
111021218,Morisset - Cooranbong,10042,Lake Macquarie,1,Acceptable,Acceptable,0
111021219,Toronto - Awaba,10042,Lake Macquarie,1,Acceptable,Acceptable,0
111021220,Wangi Wangi - Rathmines,10042,Lake Macquarie,0.9999989,Acceptable,Acceptable,0
111021220,Wangi Wangi - Rathmines,10079,Swansea,1.10E-06,Good,Acceptable,1
111021221,West Wallsend - Barnsley - Killingworth,10017,Cessnock,0.8849322,Good,Acceptable,0
111021221,West Wallsend - Barnsley - Killingworth,10042,Lake Macquarie,0.1150678,Acceptable,Acceptable,0
111031222,Adamstown - Kotara,10018,Charlestown,0.9004307,Acceptable,Acceptable,0
111031222,Adamstown - Kotara,10058,Newcastle,0.0995693,Good,Acceptable,0
111031223,Beresfield - Hexham,10049,Maitland,0.3535532,Good,Acceptable,0
111031223,Beresfield - Hexham,10058,Newcastle,0.018034,Good,Acceptable,0
111031223,Beresfield - Hexham,10089,Wallsend,0.6284128,Acceptable,Acceptable,0
111031224,Hamilton - Broadmeadow,10058,Newcastle,1,Good,Acceptable,0
111031225,Lambton - New Lambton,10018,Charlestown,0.1555655,Acceptable,Acceptable,0
111031225,Lambton - New Lambton,10058,Newcastle,0.1998851,Good,Acceptable,0
111031225,Lambton - New Lambton,10089,Wallsend,0.6445493,Acceptable,Acceptable,0
111031226,Maryland - Fletcher - Minmi,10017,Cessnock,6.00E-07,Good,Acceptable,1
111031226,Maryland - Fletcher - Minmi,10089,Wallsend,0.9999994,Acceptable,Acceptable,0
111031227,Mayfield - Warabrook,10058,Newcastle,1,Good,Acceptable,0
111031228,Merewether - The Junction,10018,Charlestown,0.1158086,Acceptable,Acceptable,0
111031228,Merewether - The Junction,10058,Newcastle,0.8841914,Good,Acceptable,0
111031229,Newcastle - Cooks Hill,10058,Newcastle,1,Good,Acceptable,0
111031230,Newcastle Port - Kooragang,10058,Newcastle,1,Good,Acceptable,0
111031231,Shortland - Jesmond,10058,Newcastle,0.0223911,Good,Acceptable,0
111031231,Shortland - Jesmond,10089,Wallsend,0.9776089,Acceptable,Acceptable,0
111031232,Stockton - Fullerton Cove,10058,Newcastle,1,Good,Acceptable,0
111031233,Wallsend - Elermore Vale,10017,Cessnock,5.00E-07,Good,Acceptable,1
111031233,Wallsend - Elermore Vale,10089,Wallsend,0.9999995,Acceptable,Acceptable,0
111031234,Waratah - North Lambton,10058,Newcastle,0.1661492,Good,Acceptable,0
111031234,Waratah - North Lambton,10089,Wallsend,0.8338508,Acceptable,Acceptable,0
111031235,Wickham - Carrington - Tighes Hill,10058,Newcastle,1,Good,Acceptable,0
112011236,Ballina,10003,Ballina,1,Good,Acceptable,0
112011237,Ballina Surrounds,10003,Ballina,1,Good,Acceptable,0
112011238,Bangalow,10003,Ballina,1,Good,Acceptable,0
112011239,Brunswick Heads - Ocean Shores,10003,Ballina,1,Good,Acceptable,0
112011240,Byron Bay,10003,Ballina,1,Good,Acceptable,0
112011241,Evans Head,10019,Clarence,0.9782491,Good,Acceptable,0
112011241,Evans Head,10045,Lismore,0.0217509,Good,Acceptable,0
112011242,Lennox Head - Skennars Head,10003,Ballina,1,Good,Acceptable,0
112011243,Mullumbimby,10003,Ballina,1,Good,Acceptable,0
112021244,Casino,10019,Clarence,1,Good,Acceptable,0
112021245,Casino Surrounds,10019,Clarence,0.7716535,Good,Acceptable,0
112021245,Casino Surrounds,10045,Lismore,0.2283465,Good,Acceptable,0
112021246,Goonellabah,10045,Lismore,1,Good,Acceptable,0
112021247,Kyogle,10045,Lismore,1,Good,Acceptable,0
112021248,Lismore,10045,Lismore,1,Good,Acceptable,0
112021249,Lismore Surrounds,10003,Ballina,0.017449,Good,Acceptable,0
112021249,Lismore Surrounds,10019,Clarence,0.0043148,Good,Acceptable,1
112021249,Lismore Surrounds,10045,Lismore,0.9782362,Good,Acceptable,0
112031250,Kingscliff - Fingal Head,10084,Tweed,1,Good,Acceptable,0
112031251,Murwillumbah,10045,Lismore,0.9703342,Good,Acceptable,0
112031251,Murwillumbah,10084,Tweed,0.0296658,Good,Acceptable,0
112031252,Murwillumbah Surrounds,10045,Lismore,0.677104,Good,Acceptable,0
