SA2_CODE_2021,SA2_NAME_2021,RA_CODE_2016,RA_NAME_2016,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
123021703,Denham Court - Bardia,10,Major Cities of Australia,1,Good,Good,0
123021704,Glenfield,10,Major Cities of Australia,1,Good,Good,0
123021705,Ingleburn,10,Major Cities of Australia,1,Good,Good,0
123021706,Macquarie Fields,10,Major Cities of Australia,1,Good,Good,0
123031445,Bargo,11,Inner Regional Australia,1,Good,Good,0
123031446,Douglas Park - Appin,10,Major Cities of Australia,0.1041074,Good,Good,0
123031446,Douglas Park - Appin,11,Inner Regional Australia,0.8958926,Good,Good,0
123031447,Picton - Tahmoor - Buxton,11,Inner Regional Australia,1,Good,Good,0
123031448,The Oaks - Oakdale,10,Major Cities of Australia,0.2515976,Good,Good,0
123031448,The Oaks - Oakdale,11,Inner Regional Australia,0.7484024,Good,Good,0
124011449,Blackheath - Megalong Valley,11,Inner Regional Australia,1,Good,Good,0
124011450,Blaxland - Warrimoo - Lapstone,10,Major Cities of Australia,1,Good,Good,0
124011451,Blue Mountains - North,11,Inner Regional Australia,1,Good,Good,0
124011452,Katoomba - Leura,10,Major Cities of Australia,0.9535624,Good,Good,0
124011452,Katoomba - Leura,11,Inner Regional Australia,0.0464376,Good,Good,0
124011453,Lawson - Hazelbrook - Linden,10,Major Cities of Australia,1,Good,Good,0
124011454,Springwood - Winmalee,10,Major Cities of Australia,1,Good,Good,0
124011455,Wentworth Falls,10,Major Cities of Australia,1,Good,Good,0
124021456,Blue Mountains - South,11,Inner Regional Australia,1,Good,Good,0
124031457,Cambridge Park,10,Major Cities of Australia,1,Good,Good,0
124031459,Emu Plains - Leonay,10,Major Cities of Australia,1,Good,Good,0
124031460,Glenmore Park - Regentville,10,Major Cities of Australia,1,Good,Good,0
124031461,Jamisontown - South Penrith,10,Major Cities of Australia,1,Good,Good,0
124031462,Kingswood - Werrington,10,Major Cities of Australia,1,Good,Good,0
124031463,Mulgoa - Luddenham - Orchard Hills,10,Major Cities of Australia,0.9310859,Good,Good,0
124031463,Mulgoa - Luddenham - Orchard Hills,11,Inner Regional Australia,0.0689141,Good,Good,0
124031464,Penrith,10,Major Cities of Australia,1,Good,Good,0
124031465,Warragamba - Silverdale,11,Inner Regional Australia,1,Good,Good,0
124031707,Cranebrook - Castlereagh,10,Major Cities of Australia,1,Good,Good,0
124031708,Jordan Springs - Llandilo,10,Major Cities of Australia,1,Good,Good,0
124041466,Richmond - Clarendon,10,Major Cities of Australia,1,Good,Good,0
124041467,Windsor - Bligh Park,10,Major Cities of Australia,1,Good,Good,0
124041468,Yarramundi - Londonderry,10,Major Cities of Australia,1,Good,Good,0
124051469,Erskine Park,10,Major Cities of Australia,1,Good,Good,0
124051470,St Clair,10,Major Cities of Australia,1,Good,Good,0
124051580,Colyton - Oxley Park,10,Major Cities of Australia,1,Good,Good,0
124051581,St Marys - North St Marys,10,Major Cities of Australia,1,Good,Good,0
125011475,Rookwood Cemetery,10,Major Cities of Australia,1,Good,Good,0
125011582,Auburn - Central,10,Major Cities of Australia,1,Good,Good,0
125011583,Auburn - North,10,Major Cities of Australia,1,Good,Good,0
125011584,Auburn - South,10,Major Cities of Australia,1,Good,Good,0
125011585,Berala,10,Major Cities of Australia,1,Good,Good,0
125011586,Lidcombe,10,Major Cities of Australia,1,Good,Good,0
125011587,Regents Park,10,Major Cities of Australia,1,Good,Good,0
125011709,Silverwater - Newington,10,Major Cities of Australia,1,Good,Good,0
125011710,Wentworth Point - Sydney Olympic Park,10,Major Cities of Australia,1,Good,Good,0
125021477,Ermington - Rydalmere,10,Major Cities of Australia,1,Good,Good,0
125021478,Oatlands - Dundas Valley,10,Major Cities of Australia,1,Good,Good,0
125021711,Carlingford - East,10,Major Cities of Australia,1,Good,Good,0
125021712,Carlingford - West,10,Major Cities of Australia,1,Good,Good,0
125031479,Chester Hill - Sefton,10,Major Cities of Australia,1,Good,Good,0
125031480,Fairfield - East,10,Major Cities of Australia,1,Good,Good,0
125031481,Granville - Clyde,10,Major Cities of Australia,1,Good,Good,0
125031483,Guildford - South Granville,10,Major Cities of Australia,1,Good,Good,0
125031484,Guildford West - Merrylands West,10,Major Cities of Australia,1,Good,Good,0
125031486,Smithfield Industrial,10,Major Cities of Australia,1,Good,Good,0
125031487,Yennora Industrial,10,Major Cities of Australia,1,Good,Good,0
125031713,Greystanes - South,10,Major Cities of Australia,1,Good,Good,0
125031714,Merrylands - Holroyd,10,Major Cities of Australia,1,Good,Good,0
125031715,Pemulwuy - Greystanes (North),10,Major Cities of Australia,1,Good,Good,0
125031716,South Wentworthville,10,Major Cities of Australia,1,Good,Good,0
125041489,North Parramatta,10,Major Cities of Australia,1,Good,Good,0
125041490,North Rocks,10,Major Cities of Australia,1,Good,Good,0
125041491,Northmead,10,Major Cities of Australia,1,Good,Good,0
125041493,Toongabbie - Constitution Hill,10,Major Cities of Australia,1,Good,Good,0
125041494,Winston Hills,10,Major Cities of Australia,1,Good,Good,0
125041588,Pendle Hill - Girraween,10,Major Cities of Australia,1,Good,Good,0
125041589,Wentworthville - Westmead,10,Major Cities of Australia,1,Good,Good,0
125041717,Parramatta - North,10,Major Cities of Australia,1,Good,Good,0
125041718,Parramatta - South,10,Major Cities of Australia,1,Good,Good,0
125041719,Rosehill - Harris Park,10,Major Cities of Australia,1,Good,Good,0
126011496,Pennant Hills - Cheltenham,10,Major Cities of Australia,1,Good,Good,0
126011720,Epping (East) - North Epping,10,Major Cities of Australia,1,Good,Good,0
126011721,Epping (NSW) - West,10,Major Cities of Australia,1,Good,Good,0
126021498,Gladesville - Huntleys Point,10,Major Cities of Australia,1,Good,Good,0
126021499,Hunters Hill - Woolwich,10,Major Cities of Australia,1,Good,Good,0
126021500,Macquarie Park - Marsfield,10,Major Cities of Australia,1,Good,Good,0
126021501,North Ryde - East Ryde,10,Major Cities of Australia,1,Good,Good,0
126021503,West Ryde - Meadowbank,10,Major Cities of Australia,1,Good,Good,0
126021590,Putney,10,Major Cities of Australia,1,Good,Good,0
126021722,Denistone,10,Major Cities of Australia,1,Good,Good,0
126021723,Eastwood,10,Major Cities of Australia,1,Good,Good,0
126021724,Ryde - North,10,Major Cities of Australia,1,Good,Good,0
126021725,Ryde - South,10,Major Cities of Australia,1,Good,Good,0
127011504,Ashcroft - Busby - Miller,10,Major Cities of Australia,1,Good,Good,0
127011505,Austral - Greendale,10,Major Cities of Australia,0.9348903,Good,Good,0
127011505,Austral - Greendale,11,Inner Regional Australia,0.0651097,Good,Good,0
127011592,Badgerys Creek,11,Inner Regional Australia,1,Good,Good,0
127011593,Cecil Hills,10,Major Cities of Australia,1,Good,Good,0
127011594,Green Valley,10,Major Cities of Australia,1,Good,Good,0
127011595,Hinchinbrook,10,Major Cities of Australia,1,Good,Good,0
127011596,Hoxton Park - Carnes Hill - Horningsea Park,10,Major Cities of Australia,1,Good,Good,0
127011597,West Hoxton - Middleton Grange,10,Major Cities of Australia,1,Good,Good,0
127011726,Cobbitty - Bringelly,10,Major Cities of Australia,1,Good,Good,0
127011727,Gledswood Hills - Gregory Hills,10,Major Cities of Australia,1,Good,Good,0
127011728,Leppington - Catherine Field,10,Major Cities of Australia,1,Good,Good,0
127011729,Oran Park,10,Major Cities of Australia,1,Good,Good,0
127021509,Bonnyrigg Heights - Bonnyrigg,10,Major Cities of Australia,1,Good,Good,0
127021510,Bossley Park - Abbotsbury,10,Major Cities of Australia,1,Good,Good,0
127021511,Cabramatta - Lansvale,10,Major Cities of Australia,1,Good,Good,0
127021512,Cabramatta West - Mount Pritchard,10,Major Cities of Australia,1,Good,Good,0
127021513,Canley Vale - Canley Heights,10,Major Cities of Australia,1,Good,Good,0
127021514,Edensor Park,10,Major Cities of Australia,1,Good,Good,0
127021515,Fairfield,10,Major Cities of Australia,1,Good,Good,0
127021516,Fairfield - West,10,Major Cities of Australia,1,Good,Good,0
127021517,Greenfield Park - Prairiewood,10,Major Cities of Australia,1,Good,Good,0
127021518,Horsley Park - Kemps Creek,10,Major Cities of Australia,1,Good,Good,0
127021519,Smithfield - Wetherill Park,10,Major Cities of Australia,1,Good,Good,0
127021520,St Johns Park - Wakeley,10,Major Cities of Australia,1,Good,Good,0
127021521,Wetherill Park Industrial,10,Major Cities of Australia,1,Good,Good,0
127031522,Casula,10,Major Cities of Australia,1,Good,Good,0
127031523,Chipping Norton - Moorebank,10,Major Cities of Australia,1,Good,Good,0
127031524,Holsworthy - Wattle Grove,10,Major Cities of Australia,1,Good,Good,0
127031599,Lurnea - Cartwright,10,Major Cities of Australia,1,Good,Good,0
127031601,Warwick Farm,10,Major Cities of Australia,1,Good,Good,0
127031730,Edmondson Park,10,Major Cities of Australia,1,Good,Good,0
127031731,Liverpool - East,10,Major Cities of Australia,1,Good,Good,0
127031732,Liverpool - West,10,Major Cities of Australia,1,Good,Good,0
127031733,Prestons,10,Major Cities of Australia,1,Good,Good,0
128011529,Gymea - Grays Point,10,Major Cities of Australia,1,Good,Good,0
128011530,Miranda - Yowie Bay,10,Major Cities of Australia,1,Good,Good,0
128011531,Sylvania - Taren Point,10,Major Cities of Australia,1,Good,Good,0
128011602,Caringbah,10,Major Cities of Australia,1,Good,Good,0
128011603,Caringbah South,10,Major Cities of Australia,1,Good,Good,0
128011604,Cronulla - Kurnell - Bundeena,10,Major Cities of Australia,0.8910321,Good,Good,0
128011604,Cronulla - Kurnell - Bundeena,11,Inner Regional Australia,0.1089679,Good,Good,0
128011605,Lilli Pilli - Port Hacking - Dolans Bay,10,Major Cities of Australia,1,Good,Good,0
128011606,Woolooware - Burraneer,10,Major Cities of Australia,1,Good,Good,0
128021533,Heathcote - Waterfall,10,Major Cities of Australia,0.9182489,Good,Good,0
128021533,Heathcote - Waterfall,11,Inner Regional Australia,0.0817511,Good,Good,0
128021534,Illawong - Alfords Point,10,Major Cities of Australia,1,Good,Good,0
128021535,Menai - Lucas Heights - Woronora,10,Major Cities of Australia,1,Good,Good,0
128021536,Oyster Bay - Como - Jannali,10,Major Cities of Australia,1,Good,Good,0
128021537,Royal National Park,11,Inner Regional Australia,1,Good,Good,0
128021538,Sutherland - Kirrawee,10,Major Cities of Australia,1,Good,Good,0
128021607,Engadine,10,Major Cities of Australia,1,Good,Good,0
128021608,Loftus - Yarrawarrah,10,Major Cities of Australia,1,Good,Good,0
128021609,Woronora Heights,10,Major Cities of Australia,1,Good,Good,0
197979799,Migratory - Offshore - Shipping (NSW),15,Migratory - Offshore - Shipping (NSW),1,Good,Good,0
199999499,No usual address (NSW),19,No usual address (NSW),1,Good,Good,0
201011001,Alfredton,21,Inner Regional Australia,1,Good,Good,0
201011002,Ballarat,21,Inner Regional Australia,1,Good,Good,0
201011005,Buninyong,21,Inner Regional Australia,1,Good,Good,0
201011006,Delacombe,21,Inner Regional Australia,1,Good,Good,0
201011007,Smythes Creek,21,Inner Regional Australia,1,Good,Good,0
201011008,Wendouree - Miners Rest,21,Inner Regional Australia,1,Good,Good,0
201011481,Ballarat East - Warrenheip,21,Inner Regional Australia,1,Good,Good,0
201011482,Ballarat North - Invermay,21,Inner Regional Australia,1,Good,Good,0
201011483,Canadian - Mount Clear,21,Inner Regional Australia,1,Good,Good,0
201011484,Sebastopol - Redan,21,Inner Regional Australia,1,Good,Good,0
201021009,Bacchus Marsh Surrounds,21,Inner Regional Australia,1,Good,Good,0
201021010,Creswick - Clunes,21,Inner Regional Australia,1,Good,Good,0
201021011,Daylesford,21,Inner Regional Australia,1,Good,Good,0
201021012,Gordon (Vic.),21,Inner Regional Australia,1,Good,Good,0
201031013,Avoca,21,Inner Regional Australia,0.9257062,Good,Good,0
201031013,Avoca,22,Outer Regional Australia,0.0742938,Good,Good,0
201031014,Beaufort,21,Inner Regional Australia,1,Good,Good,0
201031015,Golden Plains - North,21,Inner Regional Australia,1,Good,Good,0
201031016,Maryborough (Vic.),21,Inner Regional Australia,1,Good,Good,0
201031017,Maryborough Surrounds,21,Inner Regional Australia,1,Good,Good,0
202011018,Bendigo,21,Inner Regional Australia,1,Good,Good,0
202011019,California Gully - Eaglehawk,21,Inner Regional Australia,1,Good,Good,0
202011020,East Bendigo - Kennington,21,Inner Regional Australia,1,Good,Good,0
202011021,Flora Hill - Spring Gully,21,Inner Regional Australia,1,Good,Good,0
202011022,Kangaroo Flat - Golden Square,21,Inner Regional Australia,1,Good,Good,0
202011023,Maiden Gully,21,Inner Regional Australia,1,Good,Good,0
202011024,Strathfieldsaye,21,Inner Regional Australia,1,Good,Good,0
202011025,White Hills - Ascot,21,Inner Regional Australia,1,Good,Good,0
202021026,Bendigo Surrounds - South,21,Inner Regional Australia,1,Good,Good,0
202021027,Castlemaine,21,Inner Regional Australia,1,Good,Good,0
202021028,Castlemaine Surrounds,21,Inner Regional Australia,1,Good,Good,0
202021029,Heathcote,21,Inner Regional Australia,1,Good,Good,0
202021030,Kyneton,21,Inner Regional Australia,1,Good,Good,0
202021031,Woodend,21,Inner Regional Australia,1,Good,Good,0
202031032,Bendigo Surrounds - North,21,Inner Regional Australia,1,Good,Good,0
202031033,Loddon,21,Inner Regional Australia,0.3773423,Good,Good,0
202031033,Loddon,22,Outer Regional Australia,0.6226577,Good,Good,0
203011034,Bannockburn,21,Inner Regional Australia,1,Good,Good,0
203011035,Golden Plains - South,21,Inner Regional Australia,1,Good,Good,0
203011036,Winchelsea,21,Inner Regional Australia,1,Good,Good,0
203021037,Belmont,20,Major Cities of Australia,1,Good,Good,0
203021039,Geelong,20,Major Cities of Australia,1,Good,Good,0
203021040,Geelong West - Hamlyn Heights,20,Major Cities of Australia,1,Good,Good,0
203021042,Highton,20,Major Cities of Australia,0.9851793,Good,Good,0
203021042,Highton,21,Inner Regional Australia,0.0148207,Good,Good,0
203021043,Lara,20,Major Cities of Australia,0.8725196,Good,Good,0
203021043,Lara,21,Inner Regional Australia,0.1274804,Good,Good,0
203021044,Leopold,20,Major Cities of Australia,0.9509928,Good,Good,0
203021044,Leopold,21,Inner Regional Australia,0.0490072,Good,Good,0
203021045,Newcomb - Moolap,20,Major Cities of Australia,1,Good,Good,0
203021046,Newtown (Vic.),20,Major Cities of Australia,1,Good,Good,0
203021047,North Geelong - Bell Park,20,Major Cities of Australia,0.9831973,Good,Good,0
203021047,North Geelong - Bell Park,21,Inner Regional Australia,0.0168027,Good,Good,0
203021485,Charlemont,20,Major Cities of Australia,1,Good,Good,0
203021486,Corio - Lovely Banks,20,Major Cities of Australia,0.9899108,Good,Good,0
203021486,Corio - Lovely Banks,21,Inner Regional Australia,0.0100892,Good,Good,0
203021487,Grovedale - Mount Duneed,20,Major Cities of Australia,0.986448,Good,Good,0
203021487,Grovedale - Mount Duneed,21,Inner Regional Australia,0.013552,Good,Good,0
203021488,Norlane,20,Major Cities of Australia,1,Good,Good,0
203031048,Clifton Springs,21,Inner Regional Australia,1,Good,Good,0
203031049,Lorne - Anglesea,21,Inner Regional Australia,1,Good,Good,0
203031051,Portarlington,21,Inner Regional Australia,1,Good,Good,0
203031052,Point Lonsdale - Queenscliff,21,Inner Regional Australia,1,Good,Good,0
203031053,Torquay,20,Major Cities of Australia,0.0171634,Good,Good,0
203031053,Torquay,21,Inner Regional Australia,0.9828366,Good,Good,0
203031489,Barwon Heads - Armstrong Creek,20,Major Cities of Australia,0.5240131,Good,Good,0
203031489,Barwon Heads - Armstrong Creek,21,Inner Regional Australia,0.4759869,Good,Good,0
203031490,Ocean Grove,21,Inner Regional Australia,1,Good,Good,0
204011054,Alexandra,21,Inner Regional Australia,0.8517653,Good,Good,0
204011054,Alexandra,22,Outer Regional Australia,0.1482347,Good,Good,0
204011055,Euroa,21,Inner Regional Australia,1,Good,Good,0
204011056,Kilmore - Broadford,21,Inner Regional Australia,1,Good,Good,0
204011057,Mansfield (Vic.),22,Outer Regional Australia,1,Good,Good,0
204011058,Nagambie,21,Inner Regional Australia,1,Good,Good,0
204011059,Seymour,21,Inner Regional Australia,1,Good,Good,0
204011060,Seymour Surrounds,21,Inner Regional Australia,1,Good,Good,0
204011061,Upper Yarra Valley,21,Inner Regional Australia,1,Good,Good,0
204011062,Yea,21,Inner Regional Australia,1,Good,Good,0
204021063,Benalla,21,Inner Regional Australia,1,Good,Good,0
204021064,Benalla Surrounds,21,Inner Regional Australia,0.9078643,Good,Good,0
204021064,Benalla Surrounds,22,Outer Regional Australia,0.0921357,Good,Good,0
204021065,Rutherglen,21,Inner Regional Australia,1,Good,Good,0
204021066,Wangaratta,21,Inner Regional Australia,1,Good,Good,0
204021067,Wangaratta Surrounds,21,Inner Regional Australia,0.9031922,Good,Good,0
204021067,Wangaratta Surrounds,22,Outer Regional Australia,0.0968078,Good,Good,0
204031068,Beechworth,21,Inner Regional Australia,1,Good,Good,0
204031069,Bright - Mount Beauty,21,Inner Regional Australia,0.2898326,Good,Good,0
204031069,Bright - Mount Beauty,22,Outer Regional Australia,0.7101674,Good,Good,0
204031070,Chiltern - Indigo Valley,21,Inner Regional Australia,1,Good,Good,0
204031071,Myrtleford,21,Inner Regional Australia,1,Good,Good,0
204031072,Towong,21,Inner Regional Australia,0.2103344,Good,Good,0
204031072,Towong,22,Outer Regional Australia,0.7896656,Good,Good,0
204031073,West Wodonga,21,Inner Regional Australia,1,Good,Good,0
204031075,Yackandandah,21,Inner Regional Australia,1,Good,Good,0
204031491,Baranduda - Leneva,21,Inner Regional Australia,1,Good,Good,0
204031492,Wodonga,21,Inner Regional Australia,1,Good,Good,0
205011076,Drouin,21,Inner Regional Australia,1,Good,Good,0
205011077,Mount Baw Baw Region,21,Inner Regional Australia,0.9943798,Good,Good,0
205011077,Mount Baw Baw Region,22,Outer Regional Australia,0.0056202,Good,Good,1
205011078,Trafalgar (Vic.),21,Inner Regional Australia,1,Good,Good,0
205011079,Warragul,21,Inner Regional Australia,1,Good,Good,0
205021080,Alps - East,22,Outer Regional Australia,1,Good,Good,0
205021081,Bairnsdale,22,Outer Regional Australia,1,Good,Good,0
205021082,Bruthen - Omeo,22,Outer Regional Australia,1,Good,Good,0
205021083,Lake King,22,Outer Regional Australia,1,Good,Good,0
205021084,Lakes Entrance,22,Outer Regional Australia,1,Good,Good,0
205021085,Orbost,22,Outer Regional Australia,0.7399035,Good,Good,0
205021085,Orbost,23,Remote Australia,0.2600965,Poor,Good,0
205021086,Paynesville,22,Outer Regional Australia,1,Good,Good,0
205031087,Foster,21,Inner Regional Australia,0.8259893,Good,Good,0
205031087,Foster,22,Outer Regional Australia,0.1740107,Good,Good,0
205031088,French Island,22,Outer Regional Australia,1,Good,Good,0
205031089,Korumburra,21,Inner Regional Australia,1,Good,Good,0
205031090,Leongatha,21,Inner Regional Australia,1,Good,Good,0
205031091,Phillip Island,21,Inner Regional Australia,1,Good,Good,0
205031092,Wilsons Promontory,22,Outer Regional Australia,1,Good,Good,0
205031093,Wonthaggi - Inverloch,21,Inner Regional Australia,1,Good,Good,0
205041094,Churchill,21,Inner Regional Australia,1,Good,Good,0
205041095,Moe - Newborough,21,Inner Regional Australia,1,Good,Good,0
205041096,Morwell,21,Inner Regional Australia,1,Good,Good,0
205041098,Yallourn North - Glengarry,21,Inner Regional Australia,1,Good,Good,0
205041493,Traralgon - East,21,Inner Regional Australia,1,Good,Good,0
205041494,Traralgon - West,21,Inner Regional Australia,1,Good,Good,0
205051099,Alps - West,22,Outer Regional Australia,1,Good,Good,0
205051100,Longford - Loch Sport,21,Inner Regional Australia,0.4558466,Good,Good,0
205051100,Longford - Loch Sport,22,Outer Regional Australia,0.5441534,Good,Good,0
205051101,Maffra,21,Inner Regional Australia,0.8486931,Good,Good,0
205051101,Maffra,22,Outer Regional Australia,0.1513069,Good,Good,0
205051102,Rosedale,21,Inner Regional Australia,1,Good,Good,0
205051103,Sale,21,Inner Regional Australia,1,Good,Good,0
205051104,Yarram,21,Inner Regional Australia,0.7121533,Good,Good,0
205051104,Yarram,22,Outer Regional Australia,0.2876873,Good,Good,0
205051104,Yarram,23,Remote Australia,0.0001594,Poor,Good,1
206011106,Brunswick East,20,Major Cities of Australia,1,Good,Good,0
206011107,Brunswick West,20,Major Cities of Australia,1,Good,Good,0
206011109,Pascoe Vale South,20,Major Cities of Australia,1,Good,Good,0
206011495,Brunswick - North,20,Major Cities of Australia,1,Good,Good,0
206011496,Brunswick - South,20,Major Cities of Australia,1,Good,Good,0
206011497,Coburg - East,20,Major Cities of Australia,1,Good,Good,0
206011498,Coburg - West,20,Major Cities of Australia,1,Good,Good,0
206021110,Alphington - Fairfield,20,Major Cities of Australia,1,Good,Good,0
206021112,Thornbury,20,Major Cities of Australia,1,Good,Good,0
206021499,Northcote - East,20,Major Cities of Australia,1,Good,Good,0
206021500,Northcote - West,20,Major Cities of Australia,1,Good,Good,0
206031113,Ascot Vale,20,Major Cities of Australia,1,Good,Good,0
206031115,Flemington,20,Major Cities of Australia,1,Good,Good,0
206031116,Moonee Ponds,20,Major Cities of Australia,1,Good,Good,0
206031501,Essendon (West) - Aberfeldie,20,Major Cities of Australia,1,Good,Good,0
206031502,Essendon - East,20,Major Cities of Australia,1,Good,Good,0
206041117,Carlton,20,Major Cities of Australia,1,Good,Good,0
206041118,Docklands,20,Major Cities of Australia,1,Good,Good,0
206041119,East Melbourne,20,Major Cities of Australia,1,Good,Good,0
206041120,Flemington Racecourse,20,Major Cities of Australia,1,Good,Good,0
206041121,Kensington (Vic.),20,Major Cities of Australia,1,Good,Good,0
206041124,Parkville,20,Major Cities of Australia,1,Good,Good,0
206041125,South Yarra - West,20,Major Cities of Australia,1,Good,Good,0
206041127,West Melbourne - Industrial,20,Major Cities of Australia,1,Good,Good,0
206041503,Melbourne CBD - East,20,Major Cities of Australia,1,Good,Good,0
206041504,Melbourne CBD - North,20,Major Cities of Australia,1,Good,Good,0
206041505,Melbourne CBD - West,20,Major Cities of Australia,1,Good,Good,0
206041506,North Melbourne,20,Major Cities of Australia,1,Good,Good,0
206041507,Royal Botanic Gardens Victoria,20,Major Cities of Australia,1,Good,Good,0
206041508,Southbank (West) - South Wharf,20,Major Cities of Australia,1,Good,Good,0
206041509,Southbank - East,20,Major Cities of Australia,1,Good,Good,0
206041510,West Melbourne - Residential,20,Major Cities of Australia,1,Good,Good,0
206051128,Albert Park,20,Major Cities of Australia,1,Good,Good,0
206051129,Elwood,20,Major Cities of Australia,1,Good,Good,0
206051130,Port Melbourne,20,Major Cities of Australia,1,Good,Good,0
206051134,St Kilda East,20,Major Cities of Australia,1,Good,Good,0
206051511,Port Melbourne Industrial,20,Major Cities of Australia,1,Good,Good,0
206051512,South Melbourne,20,Major Cities of Australia,1,Good,Good,0
206051513,St Kilda - Central,20,Major Cities of Australia,1,Good,Good,0
206051514,St Kilda - West,20,Major Cities of Australia,1,Good,Good,0
206061135,Armadale,20,Major Cities of Australia,1,Good,Good,0
206061136,Prahran - Windsor,20,Major Cities of Australia,1,Good,Good,0
206061138,Toorak,20,Major Cities of Australia,1,Good,Good,0
206061515,South Yarra - North,20,Major Cities of Australia,1,Good,Good,0
206061516,South Yarra - South,20,Major Cities of Australia,1,Good,Good,0
206071139,Abbotsford,20,Major Cities of Australia,1,Good,Good,0
206071140,Carlton North - Princes Hill,20,Major Cities of Australia,1,Good,Good,0
206071141,Collingwood,20,Major Cities of Australia,1,Good,Good,0
206071142,Fitzroy,20,Major Cities of Australia,1,Good,Good,0
206071143,Fitzroy North,20,Major Cities of Australia,1,Good,Good,0
206071145,Clifton Hill - Alphington,20,Major Cities of Australia,1,Good,Good,0
206071517,Richmond (South) - Cremorne,20,Major Cities of Australia,1,Good,Good,0
206071518,Richmond - North,20,Major Cities of Australia,1,Good,Good,0
207011146,Ashburton (Vic.),20,Major Cities of Australia,1,Good,Good,0
207011147,Balwyn,20,Major Cities of Australia,1,Good,Good,0
207011148,Balwyn North,20,Major Cities of Australia,1,Good,Good,0
207011149,Camberwell,20,Major Cities of Australia,1,Good,Good,0
207011150,Glen Iris - East,20,Major Cities of Australia,1,Good,Good,0
207011152,Hawthorn East,20,Major Cities of Australia,1,Good,Good,0
207011154,Kew East,20,Major Cities of Australia,1,Good,Good,0
207011155,Surrey Hills (West) - Canterbury,20,Major Cities of Australia,1,Good,Good,0
207011519,Hawthorn - North,20,Major Cities of Australia,1,Good,Good,0
207011520,Hawthorn - South,20,Major Cities of Australia,1,Good,Good,0
207011521,Kew - South,20,Major Cities of Australia,1,Good,Good,0
207011522,Kew - West,20,Major Cities of Australia,1,Good,Good,0
207021156,Bulleen,20,Major Cities of Australia,1,Good,Good,0
207021157,Doncaster,20,Major Cities of Australia,1,Good,Good,0
207021159,Templestowe,20,Major Cities of Australia,1,Good,Good,0
207021160,Templestowe Lower,20,Major Cities of Australia,1,Good,Good,0
207021424,Doncaster East - North,20,Major Cities of Australia,1,Good,Good,0
207021425,Doncaster East - South,20,Major Cities of Australia,1,Good,Good,0
207031161,Blackburn,20,Major Cities of Australia,1,Good,Good,0
207031162,Blackburn South,20,Major Cities of Australia,1,Good,Good,0
207031163,Box Hill,20,Major Cities of Australia,1,Good,Good,0
207031164,Box Hill North,20,Major Cities of Australia,1,Good,Good,0
207031165,Burwood (Vic.),20,Major Cities of Australia,1,Good,Good,0
207031166,Burwood East,20,Major Cities of Australia,1,Good,Good,0
207031167,Surrey Hills (East) - Mont Albert,20,Major Cities of Australia,1,Good,Good,0
208011168,Beaumaris,20,Major Cities of Australia,1,Good,Good,0
208011169,Brighton (Vic.),20,Major Cities of Australia,1,Good,Good,0
208011170,Brighton East,20,Major Cities of Australia,1,Good,Good,0
208011171,Highett (West) - Cheltenham,20,Major Cities of Australia,1,Good,Good,0
208011172,Hampton,20,Major Cities of Australia,1,Good,Good,0
208011173,Sandringham - Black Rock,20,Major Cities of Australia,1,Good,Good,0
208021174,Bentleigh - McKinnon,20,Major Cities of Australia,1,Good,Good,0
208021176,Carnegie,20,Major Cities of Australia,1,Good,Good,0
208021177,Caulfield - North,20,Major Cities of Australia,1,Good,Good,0
208021178,Caulfield - South,20,Major Cities of Australia,1,Good,Good,0
208021179,Elsternwick,20,Major Cities of Australia,1,Good,Good,0
208021180,Hughesdale,20,Major Cities of Australia,1,Good,Good,0
208021181,Murrumbeena,20,Major Cities of Australia,1,Good,Good,0
208021182,Ormond - Glen Huntly,20,Major Cities of Australia,1,Good,Good,0
208021426,Bentleigh East - North,20,Major Cities of Australia,1,Good,Good,0
208021427,Bentleigh East - South,20,Major Cities of Australia,1,Good,Good,0
208031183,Aspendale Gardens - Waterways,20,Major Cities of Australia,1,Good,Good,0
208031184,Braeside,20,Major Cities of Australia,1,Good,Good,0
208031185,Carrum - Patterson Lakes,20,Major Cities of Australia,1,Good,Good,0
208031186,Chelsea - Bonbeach,20,Major Cities of Australia,1,Good,Good,0
208031187,Chelsea Heights,20,Major Cities of Australia,1,Good,Good,0
208031188,Highett (East) - Cheltenham,20,Major Cities of Australia,1,Good,Good,0
208031189,Edithvale - Aspendale,20,Major Cities of Australia,1,Good,Good,0
208031190,Mentone,20,Major Cities of Australia,1,Good,Good,0
208031191,Moorabbin - Heatherton,20,Major Cities of Australia,1,Good,Good,0
208031192,Moorabbin Airport,20,Major Cities of Australia,1,Good,Good,0
208031193,Mordialloc - Parkdale,20,Major Cities of Australia,1,Good,Good,0
208041194,Malvern - Glen Iris,20,Major Cities of Australia,1,Good,Good,0
208041195,Malvern East,20,Major Cities of Australia,1,Good,Good,0
209011196,Bundoora - East,20,Major Cities of Australia,1,Good,Good,0
209011197,Greensborough,20,Major Cities of Australia,1,Good,Good,0
209011198,Heidelberg - Rosanna,20,Major Cities of Australia,1,Good,Good,0
209011199,Heidelberg West,20,Major Cities of Australia,1,Good,Good,0
