SA2_CODE_2021,SA2_NAME_2021,CED_CODE_2021,CED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
116021630,Riverstone,118,Greenway,0.8937619,Good,Good,0
116021630,Riverstone,127,Macquarie,7.00E-07,Good,Good,1
116021631,Schofields (West) - Colebee,108,Chifley,1,Good,Good,0
116021632,Schofields - East,118,Greenway,1,Good,Good,0
116021633,Stanhope Gardens - Parklea,118,Greenway,1,Good,Good,0
116031313,Bidwill - Hebersham - Emerton,108,Chifley,1,Good,Good,0
116031314,Glendenning - Dean Park,108,Chifley,1,Good,Good,0
116031315,Hassall Grove - Plumpton,108,Chifley,1,Good,Good,0
116031316,Lethbridge Park - Tregear,108,Chifley,1,Good,Good,0
116031317,Mount Druitt - Whalan,108,Chifley,1,Good,Good,0
116031318,Prospect Reservoir,108,Chifley,0.0376176,Good,Good,0
116031318,Prospect Reservoir,128,McMahon,0.9623824,Acceptable,Good,0
116031319,Rooty Hill - Minchinbury,108,Chifley,0.7459695,Good,Good,0
116031319,Rooty Hill - Minchinbury,128,McMahon,0.2540305,Acceptable,Good,0
117011320,Banksmeadow,122,Kingsford Smith,1,Good,Good,0
117011321,Botany,122,Kingsford Smith,1,Good,Good,0
117011323,Pagewood - Hillsdale - Daceyville,122,Kingsford Smith,1,Good,Good,0
117011324,Port Botany Industrial,122,Kingsford Smith,1,Good,Good,0
117011325,Sydney Airport,122,Kingsford Smith,1,Good,Good,0
117011634,Eastlakes,122,Kingsford Smith,1,Good,Good,0
117011635,Mascot,122,Kingsford Smith,1,Good,Good,0
117021327,Petersham - Stanmore,117,Grayndler,1,Acceptable,Good,0
117021328,Sydenham - Tempe - St Peters,102,Barton,0.4273994,Acceptable,Good,0
117021328,Sydenham - Tempe - St Peters,117,Grayndler,0.5707883,Acceptable,Good,0
117021328,Sydenham - Tempe - St Peters,142,Sydney,0.0018123,Good,Good,1
117021636,Marrickville - North,117,Grayndler,1,Acceptable,Good,0
117021637,Marrickville - South,102,Barton,0.6951451,Acceptable,Good,0
117021637,Marrickville - South,117,Grayndler,0.3048549,Acceptable,Good,0
117031329,Darlinghurst,142,Sydney,0.9392456,Good,Good,0
117031329,Darlinghurst,145,Wentworth,0.0607544,Good,Good,0
117031330,Erskineville - Alexandria,142,Sydney,1,Good,Good,0
117031331,Glebe - Forest Lodge,142,Sydney,1,Good,Good,0
117031333,Potts Point - Woolloomooloo,142,Sydney,0.6038377,Good,Good,0
117031333,Potts Point - Woolloomooloo,145,Wentworth,0.3961623,Good,Good,0
117031336,Surry Hills,142,Sydney,1,Good,Good,0
117031638,Camperdown - Darlington,142,Sydney,1,Good,Good,0
117031639,Chippendale,142,Sydney,1,Good,Good,0
117031640,Newtown (NSW),117,Grayndler,0.4213129,Acceptable,Good,0
117031640,Newtown (NSW),142,Sydney,0.5786871,Good,Good,0
117031641,Pyrmont,142,Sydney,1,Good,Good,0
117031642,Redfern,142,Sydney,1,Good,Good,0
117031643,Rosebery - Beaconsfield,142,Sydney,1,Good,Good,0
117031644,Sydney (North) - Millers Point,142,Sydney,1,Good,Good,0
117031645,Sydney (South) - Haymarket,142,Sydney,1,Good,Good,0
117031646,Ultimo,142,Sydney,1,Good,Good,0
117031647,Waterloo,142,Sydney,1,Good,Good,0
117031648,Zetland,142,Sydney,1,Good,Good,0
118011339,Bondi - Tamarama - Bronte,145,Wentworth,1,Good,Good,0
118011340,Bondi Beach - North Bondi,145,Wentworth,1,Good,Good,0
118011341,Bondi Junction - Waverly,145,Wentworth,1,Good,Good,0
118011342,Centennial Park,145,Wentworth,1,Good,Good,0
118011344,Dover Heights,145,Wentworth,1,Good,Good,0
118011345,Paddington - Moore Park,122,Kingsford Smith,0.0008137,Good,Good,1
118011345,Paddington - Moore Park,145,Wentworth,0.9991863,Good,Good,0
118011346,Rose Bay - Vaucluse - Watsons Bay,145,Wentworth,1,Good,Good,0
118011347,Woollahra,145,Wentworth,1,Good,Good,0
118011649,Bellevue Hill,145,Wentworth,1,Good,Good,0
118011650,Double Bay - Darling Point,145,Wentworth,1,Good,Good,0
118021564,Kensington (NSW),122,Kingsford Smith,1,Good,Good,0
118021565,Kingsford,122,Kingsford Smith,1,Good,Good,0
118021566,Maroubra - North,122,Kingsford Smith,1,Good,Good,0
118021567,Maroubra - South,122,Kingsford Smith,1,Good,Good,0
118021568,Maroubra - West,122,Kingsford Smith,1,Good,Good,0
118021569,Randwick - North,122,Kingsford Smith,0.5526797,Good,Good,0
118021569,Randwick - North,145,Wentworth,0.4473203,Good,Good,0
118021570,Randwick - South,122,Kingsford Smith,1,Good,Good,0
118021651,Coogee - Clovelly,122,Kingsford Smith,0.8044113,Good,Good,0
118021651,Coogee - Clovelly,145,Wentworth,0.1955887,Good,Good,0
118021652,Malabar - La Perouse,122,Kingsford Smith,1,Good,Good,0
118021653,Matraville - Chifley,122,Kingsford Smith,1,Good,Good,0
118021654,South Coogee,122,Kingsford Smith,1,Good,Good,0
119011354,Bass Hill - Georges Hall,105,Blaxland,1,Good,Good,0
119011355,Chullora,105,Blaxland,0.9868655,Good,Good,0
119011355,Chullora,144,Watson,0.0131345,Good,Good,0
119011356,Condell Park,105,Blaxland,1,Good,Good,0
119011358,Padstow,101,Banks,1,Good,Good,0
119011360,Revesby,101,Banks,0.8724539,Good,Good,0
119011360,Revesby,105,Blaxland,0.1275461,Good,Good,0
119011361,Yagoona - Birrong,105,Blaxland,1,Good,Good,0
119011571,Bankstown - North,105,Blaxland,0.9226792,Good,Good,0
119011571,Bankstown - North,144,Watson,0.0773208,Good,Good,0
119011572,Bankstown - South,105,Blaxland,0.8826411,Good,Good,0
119011572,Bankstown - South,144,Watson,0.1173589,Good,Good,0
119011655,Greenacre - North,144,Watson,1,Good,Good,0
119011656,Greenacre - South,144,Watson,1,Good,Good,0
119011657,Panania (North) - Milperra,101,Banks,0.6423257,Good,Good,0
119011657,Panania (North) - Milperra,105,Blaxland,0.3576743,Good,Good,0
119011658,Panania (South) - Picnic Point,101,Banks,1,Good,Good,0
119021362,Belmore - Belfield,102,Barton,0.0247606,Acceptable,Good,0
119021362,Belmore - Belfield,144,Watson,0.9752394,Good,Good,0
119021366,Punchbowl,101,Banks,5.00E-07,Good,Good,1
119021366,Punchbowl,144,Watson,0.9999995,Good,Good,0
119021367,Roselands,144,Watson,1,Good,Good,0
119021573,Lakemba,144,Watson,1,Good,Good,0
119021574,Wiley Park,144,Watson,1,Good,Good,0
119021659,Campsie - North,144,Watson,1,Good,Good,0
119021660,Campsie - South,144,Watson,1,Good,Good,0
119021661,Canterbury - South,102,Barton,0.8852253,Acceptable,Good,0
119021661,Canterbury - South,144,Watson,0.1147747,Good,Good,0
119021662,Earlwood,102,Barton,1,Acceptable,Good,0
119021663,Kingsgrove - North,102,Barton,0.5563857,Acceptable,Good,0
119021663,Kingsgrove - North,144,Watson,0.4436143,Good,Good,0
119031370,Narwee - Beverly Hills,101,Banks,0.7355056,Good,Good,0
119031370,Narwee - Beverly Hills,102,Barton,0.2644923,Acceptable,Good,0
119031370,Narwee - Beverly Hills,144,Watson,2.20E-06,Good,Good,1
119031371,Oatley - Hurstville Grove,101,Banks,1,Good,Good,0
119031372,Peakhurst - Lugarno,101,Banks,1,Good,Good,0
119031373,Riverwood,101,Banks,1,Good,Good,0
119031374,South Hurstville - Blakehurst,101,Banks,0.6951316,Good,Good,0
119031374,South Hurstville - Blakehurst,109,Cook,0.3048684,Acceptable,Good,0
119031664,Hurstville - Central,102,Barton,1,Acceptable,Good,0
119031665,Hurstville - North,102,Barton,1,Acceptable,Good,0
119031666,Mortdale - Oatley,101,Banks,1,Good,Good,0
119031667,Penshurst,101,Banks,1,Good,Good,0
119041377,Kingsgrove (South) - Bardwell Park,102,Barton,1,Acceptable,Good,0
119041378,Kogarah,102,Barton,0.70056,Acceptable,Good,0
119041378,Kogarah,109,Cook,0.29944,Acceptable,Good,0
119041379,Kogarah Bay - Carlton - Allawah,101,Banks,0.656049,Good,Good,0
119041379,Kogarah Bay - Carlton - Allawah,102,Barton,0.051719,Acceptable,Good,0
119041379,Kogarah Bay - Carlton - Allawah,109,Cook,0.292232,Acceptable,Good,0
119041380,Monterey - Brighton-le-Sands - Kyeemagh,102,Barton,0.666188,Acceptable,Good,0
119041380,Monterey - Brighton-le-Sands - Kyeemagh,109,Cook,0.333812,Acceptable,Good,0
119041381,Rockdale - Banksia,102,Barton,1,Acceptable,Good,0
119041382,Sans Souci - Ramsgate,109,Cook,1,Acceptable,Good,0
119041668,Arncliffe - Bardwell Valley,102,Barton,1,Acceptable,Good,0
119041669,Bexley - North,102,Barton,1,Acceptable,Good,0
119041670,Bexley - South,102,Barton,1,Acceptable,Good,0
119041671,Wolli Creek,102,Barton,1,Acceptable,Good,0
120011383,Concord - Mortlake - Cabarita,137,Reid,1,Good,Good,0
120011385,Drummoyne - Rodd Point,137,Reid,1,Good,Good,0
120011386,Five Dock - Abbotsford,137,Reid,1,Good,Good,0
120011672,Concord West - North Strathfield,137,Reid,1,Good,Good,0
120011673,Rhodes,137,Reid,1,Good,Good,0
120021387,Balmain,117,Grayndler,1,Acceptable,Good,0
120021389,Lilyfield - Rozelle,117,Grayndler,1,Acceptable,Good,0
120021674,Annandale (NSW),117,Grayndler,0.9999947,Acceptable,Good,0
120021674,Annandale (NSW),142,Sydney,5.30E-06,Good,Good,1
120021675,Leichhardt,117,Grayndler,1,Acceptable,Good,0
120031392,Canterbury (North) - Ashbury,102,Barton,0.1195312,Acceptable,Good,0
120031392,Canterbury (North) - Ashbury,117,Grayndler,0.307129,Acceptable,Good,0
120031392,Canterbury (North) - Ashbury,144,Watson,0.5733398,Good,Good,0
120031393,Croydon Park - Enfield,144,Watson,1,Good,Good,0
120031394,Dulwich Hill - Lewisham,102,Barton,0.0458889,Acceptable,Good,0
120031394,Dulwich Hill - Lewisham,117,Grayndler,0.9541111,Acceptable,Good,0
120031395,Haberfield - Summer Hill,117,Grayndler,1,Acceptable,Good,0
120031396,Homebush,137,Reid,1,Good,Good,0
120031576,Strathfield South,144,Watson,1,Good,Good,0
120031676,Ashfield - North,117,Grayndler,0.8668537,Acceptable,Good,0
120031676,Ashfield - North,137,Reid,0.1331463,Good,Good,0
120031677,Ashfield - South,117,Grayndler,0.2114482,Acceptable,Good,0
120031677,Ashfield - South,137,Reid,0.0224598,Good,Good,0
120031677,Ashfield - South,144,Watson,0.7660921,Good,Good,0
120031678,Burwood (NSW),137,Reid,1,Good,Good,0
120031679,Croydon,137,Reid,1,Good,Good,0
120031680,Strathfield - East,137,Reid,1,Good,Good,0
120031681,Strathfield - West,137,Reid,0.9999957,Good,Good,0
120031681,Strathfield - West,144,Watson,4.30E-06,Good,Good,1
121011399,Chatswood (West) - Lane Cove North,103,Bennelong,0.0157765,Good,Good,0
121011399,Chatswood (West) - Lane Cove North,106,Bradfield,0.129891,Good,Good,0
121011399,Chatswood (West) - Lane Cove North,132,North Sydney,0.8543325,Acceptable,Good,0
121011401,St Leonards - Naremburn,132,North Sydney,1,Acceptable,Good,0
121011682,Artarmon,132,North Sydney,1,Acceptable,Good,0
121011683,Castle Cove - Northbridge,106,Bradfield,0.1969042,Good,Good,0
121011683,Castle Cove - Northbridge,132,North Sydney,0.8030958,Acceptable,Good,0
121011684,Chatswood - East,106,Bradfield,0.5199152,Good,Good,0
121011684,Chatswood - East,132,North Sydney,0.4800848,Acceptable,Good,0
121011685,Greenwich - Riverview,132,North Sydney,1,Acceptable,Good,0
121011686,Lane Cove,132,North Sydney,1,Acceptable,Good,0
121011687,Willoughby,132,North Sydney,1,Acceptable,Good,0
121021403,Asquith - Mount Colah,104,Berowra,0.8795335,Good,Good,0
121021403,Asquith - Mount Colah,106,Bradfield,0.1204665,Good,Good,0
121021404,Berowra - Brooklyn - Cowan,104,Berowra,1,Good,Good,0
121021406,Normanhurst - Thornleigh - Westleigh,104,Berowra,0.8581288,Good,Good,0
121021406,Normanhurst - Thornleigh - Westleigh,106,Bradfield,0.1418712,Good,Good,0
121021577,Hornsby - East,106,Bradfield,1,Good,Good,0
121021578,Hornsby - West,104,Berowra,1,Good,Good,0
121021579,Wahroonga (West) - Waitara,106,Bradfield,1,Good,Good,0
121031407,Gordon - Killara,106,Bradfield,1,Good,Good,0
121031408,Lindfield - Roseville,106,Bradfield,1,Good,Good,0
121031409,Pymble,106,Bradfield,1,Good,Good,0
121031410,St Ives,106,Bradfield,1,Good,Good,0
121031411,Turramurra,106,Bradfield,1,Good,Good,0
121031412,Wahroonga (East) - Warrawee,106,Bradfield,1,Good,Good,0
121041413,Cremorne - Cammeray,132,North Sydney,0.6813559,Acceptable,Good,0
121041413,Cremorne - Cammeray,143,Warringah,0.3186441,Acceptable,Good,0
121041414,Crows Nest - Waverton,132,North Sydney,1,Acceptable,Good,0
121041416,Neutral Bay - Kirribilli,132,North Sydney,0.5172856,Acceptable,Good,0
121041416,Neutral Bay - Kirribilli,143,Warringah,0.4827144,Acceptable,Good,0
121041417,North Sydney - Lavender Bay,132,North Sydney,1,Acceptable,Good,0
121041688,Mosman - North,143,Warringah,1,Acceptable,Good,0
121041689,Mosman - South,143,Warringah,1,Acceptable,Good,0
122011418,Balgowlah - Clontarf - Seaforth,143,Warringah,1,Acceptable,Good,0
122011419,Manly - Fairlight,143,Warringah,1,Acceptable,Good,0
122021420,Avalon - Palm Beach,126,Mackellar,1,Good,Good,0
122021421,Bayview - Elanora Heights,126,Mackellar,1,Good,Good,0
122021422,Newport - Bilgola,126,Mackellar,1,Good,Good,0
122021690,Mona Vale - Warriewood (North),126,Mackellar,1,Good,Good,0
122021691,North Narrabeen - Warriewood (South),126,Mackellar,1,Good,Good,0
122031424,Beacon Hill - Narraweena,126,Mackellar,0.7060586,Good,Good,0
122031424,Beacon Hill - Narraweena,143,Warringah,0.2939414,Acceptable,Good,0
122031425,Cromer,126,Mackellar,1,Good,Good,0
122031427,Forestville - Killarney Heights,126,Mackellar,0.4228728,Good,Good,0
122031427,Forestville - Killarney Heights,143,Warringah,0.5771272,Acceptable,Good,0
122031429,Freshwater - Brookvale,143,Warringah,1,Acceptable,Good,0
122031430,Manly Vale - Allambie Heights,143,Warringah,1,Acceptable,Good,0
122031432,Terrey Hills - Duffys Forest,126,Mackellar,1,Good,Good,0
122031692,Belrose,126,Mackellar,1,Good,Good,0
122031693,Collaroy - Collaroy Plateau,126,Mackellar,1,Good,Good,0
122031694,Dee Why (South) - North Curl Curl,126,Mackellar,0.0225632,Good,Good,0
122031694,Dee Why (South) - North Curl Curl,143,Warringah,0.9774368,Acceptable,Good,0
122031695,Dee Why - North,126,Mackellar,0.8609601,Good,Good,0
122031695,Dee Why - North,143,Warringah,0.1390399,Acceptable,Good,0
122031696,Frenchs Forest - Oxford Falls,126,Mackellar,0.8627693,Good,Good,0
122031696,Frenchs Forest - Oxford Falls,143,Warringah,0.1372307,Acceptable,Good,0
122031697,Narrabeen - Wheeler Heights,126,Mackellar,1,Good,Good,0
123011433,Camden - Ellis Lane,120,Hume,1,Good,Good,0
123011698,Currans Hill,125,Macarthur,1,Good,Good,0
123011699,Elderslie - Narellan,120,Hume,1,Good,Good,0
123011700,Harrington Park,125,Macarthur,1,Good,Good,0
123011701,Mount Annan,120,Hume,0.9999995,Good,Good,0
123011701,Mount Annan,125,Macarthur,5.00E-07,Good,Good,1
123011702,Spring Farm,120,Hume,1,Good,Good,0
123021436,Bradbury - Wedderburn,125,Macarthur,1,Good,Good,0
123021437,Campbelltown - Woodbine,125,Macarthur,1,Good,Good,0
123021438,Claymore - Eagle Vale - Raby,125,Macarthur,1,Good,Good,0
123021439,Holsworthy Military Area,119,Hughes,0.0039683,Good,Good,1
123021439,Holsworthy Military Area,125,Macarthur,0.9960317,Good,Good,0
123021441,Leumeah - Minto Heights,125,Macarthur,1,Good,Good,0
123021443,Minto - St Andrews,125,Macarthur,1,Good,Good,0
123021444,Rosemeadow - Glen Alpine,125,Macarthur,1,Good,Good,0
123021703,Denham Court - Bardia,125,Macarthur,0.5049989,Good,Good,0
123021703,Denham Court - Bardia,146,Werriwa,0.4950011,Good,Good,0
123021704,Glenfield,146,Werriwa,1,Good,Good,0
123021705,Ingleburn,125,Macarthur,0.9124338,Good,Good,0
123021705,Ingleburn,146,Werriwa,0.0875662,Good,Good,0
123021706,Macquarie Fields,125,Macarthur,2.10E-06,Good,Good,1
123021706,Macquarie Fields,146,Werriwa,0.9999979,Good,Good,0
123031445,Bargo,120,Hume,1,Good,Good,0
123031446,Douglas Park - Appin,120,Hume,1,Good,Good,0
123031447,Picton - Tahmoor - Buxton,120,Hume,1,Good,Good,0
123031448,The Oaks - Oakdale,120,Hume,1,Good,Good,0
124011449,Blackheath - Megalong Valley,127,Macquarie,1,Good,Good,0
124011450,Blaxland - Warrimoo - Lapstone,127,Macquarie,1,Good,Good,0
124011451,Blue Mountains - North,127,Macquarie,1,Good,Good,0
124011452,Katoomba - Leura,127,Macquarie,1,Good,Good,0
124011453,Lawson - Hazelbrook - Linden,127,Macquarie,1,Good,Good,0
124011454,Springwood - Winmalee,127,Macquarie,1,Good,Good,0
124011455,Wentworth Falls,127,Macquarie,1,Good,Good,0
124021456,Blue Mountains - South,107,Calare,0.0031056,Good,Good,1
124021456,Blue Mountains - South,120,Hume,0.984472,Good,Good,0
124021456,Blue Mountains - South,127,Macquarie,0.0124224,Good,Good,0
124031457,Cambridge Park,123,Lindsay,1,Good,Good,0
124031459,Emu Plains - Leonay,123,Lindsay,1,Good,Good,0
124031460,Glenmore Park - Regentville,123,Lindsay,1,Good,Good,0
124031461,Jamisontown - South Penrith,123,Lindsay,1,Good,Good,0
124031462,Kingswood - Werrington,123,Lindsay,1,Good,Good,0
124031463,Mulgoa - Luddenham - Orchard Hills,120,Hume,0.1980935,Good,Good,0
124031463,Mulgoa - Luddenham - Orchard Hills,123,Lindsay,0.7952466,Good,Good,0
124031463,Mulgoa - Luddenham - Orchard Hills,128,McMahon,0.00666,Acceptable,Good,1
124031464,Penrith,123,Lindsay,1,Good,Good,0
124031465,Warragamba - Silverdale,120,Hume,1,Good,Good,0
124031707,Cranebrook - Castlereagh,123,Lindsay,1,Good,Good,0
124031708,Jordan Springs - Llandilo,123,Lindsay,1,Good,Good,0
124041466,Richmond - Clarendon,127,Macquarie,1,Good,Good,0
124041467,Windsor - Bligh Park,127,Macquarie,1,Good,Good,0
124041468,Yarramundi - Londonderry,123,Lindsay,0.8895458,Good,Good,0
124041468,Yarramundi - Londonderry,127,Macquarie,0.1104542,Good,Good,0
124051469,Erskine Park,128,McMahon,1,Acceptable,Good,0
124051470,St Clair,128,McMahon,1,Acceptable,Good,0
124051580,Colyton - Oxley Park,123,Lindsay,1,Good,Good,0
124051581,St Marys - North St Marys,123,Lindsay,1,Good,Good,0
125011475,Rookwood Cemetery,144,Watson,1,Good,Good,0
125011582,Auburn - Central,105,Blaxland,1,Good,Good,0
125011583,Auburn - North,105,Blaxland,0.9999962,Good,Good,0
125011583,Auburn - North,137,Reid,3.80E-06,Good,Good,1
125011584,Auburn - South,105,Blaxland,1,Good,Good,0
125011585,Berala,105,Blaxland,1,Good,Good,0
125011586,Lidcombe,105,Blaxland,0.2388166,Good,Good,0
125011586,Lidcombe,137,Reid,0.481786,Good,Good,0
125011586,Lidcombe,144,Watson,0.2793974,Good,Good,0
125011587,Regents Park,105,Blaxland,1,Good,Good,0
125011709,Silverwater - Newington,137,Reid,1,Good,Good,0
125011710,Wentworth Point - Sydney Olympic Park,137,Reid,1,Good,Good,0
125021477,Ermington - Rydalmere,103,Bennelong,0.5335347,Good,Good,0
125021477,Ermington - Rydalmere,135,Parramatta,0.4664653,Acceptable,Good,0
125021478,Oatlands - Dundas Valley,135,Parramatta,1,Acceptable,Good,0
125021711,Carlingford - East,103,Bennelong,0.9464966,Good,Good,0
125021711,Carlingford - East,135,Parramatta,0.0535034,Acceptable,Good,0
125021712,Carlingford - West,104,Berowra,0.1525052,Good,Good,0
125021712,Carlingford - West,135,Parramatta,0.8474948,Acceptable,Good,0
125031479,Chester Hill - Sefton,105,Blaxland,1,Good,Good,0
125031480,Fairfield - East,115,Fowler,0.7135202,Acceptable,Good,0
125031480,Fairfield - East,128,McMahon,0.2864798,Acceptable,Good,0
125031481,Granville - Clyde,135,Parramatta,1,Acceptable,Good,0
125031483,Guildford - South Granville,105,Blaxland,0.5016441,Good,Good,0
125031483,Guildford - South Granville,128,McMahon,0.3232637,Acceptable,Good,0
125031483,Guildford - South Granville,135,Parramatta,0.1750922,Acceptable,Good,0
125031484,Guildford West - Merrylands West,128,McMahon,1,Acceptable,Good,0
125031486,Smithfield Industrial,128,McMahon,1,Acceptable,Good,0
125031487,Yennora Industrial,128,McMahon,1,Acceptable,Good,0
125031713,Greystanes - South,128,McMahon,1,Acceptable,Good,0
125031714,Merrylands - Holroyd,128,McMahon,0.4034445,Acceptable,Good,0
125031714,Merrylands - Holroyd,135,Parramatta,0.5965555,Acceptable,Good,0
125031715,Pemulwuy - Greystanes (North),128,McMahon,1,Acceptable,Good,0
125031716,South Wentworthville,128,McMahon,0.6270204,Acceptable,Good,0
125031716,South Wentworthville,135,Parramatta,0.3729796,Acceptable,Good,0
125041489,North Parramatta,135,Parramatta,1,Acceptable,Good,0
125041490,North Rocks,129,Mitchell,0.5895847,Good,Good,0
125041490,North Rocks,135,Parramatta,0.4104153,Acceptable,Good,0
125041491,Northmead,129,Mitchell,0.4765163,Good,Good,0
125041491,Northmead,135,Parramatta,0.5234837,Acceptable,Good,0
125041493,Toongabbie - Constitution Hill,129,Mitchell,0.1235557,Good,Good,0
125041493,Toongabbie - Constitution Hill,135,Parramatta,0.8764443,Acceptable,Good,0
125041494,Winston Hills,129,Mitchell,1,Good,Good,0
125041588,Pendle Hill - Girraween,118,Greenway,0.6679714,Good,Good,0
125041588,Pendle Hill - Girraween,128,McMahon,0.0961699,Acceptable,Good,0
125041588,Pendle Hill - Girraween,135,Parramatta,0.2358587,Acceptable,Good,0
125041589,Wentworthville - Westmead,128,McMahon,0.0278751,Acceptable,Good,0
125041589,Wentworthville - Westmead,135,Parramatta,0.9721249,Acceptable,Good,0
125041717,Parramatta - North,135,Parramatta,1,Acceptable,Good,0
125041718,Parramatta - South,135,Parramatta,1,Acceptable,Good,0
125041719,Rosehill - Harris Park,135,Parramatta,1,Acceptable,Good,0
126011496,Pennant Hills - Cheltenham,104,Berowra,1,Good,Good,0
126011720,Epping (East) - North Epping,103,Bennelong,1,Good,Good,0
126011721,Epping (NSW) - West,103,Bennelong,1,Good,Good,0
126021498,Gladesville - Huntleys Point,103,Bennelong,0.7598807,Good,Good,0
126021498,Gladesville - Huntleys Point,132,North Sydney,0.2401193,Acceptable,Good,0
126021499,Hunters Hill - Woolwich,132,North Sydney,1,Acceptable,Good,0
126021500,Macquarie Park - Marsfield,103,Bennelong,1,Good,Good,0
126021501,North Ryde - East Ryde,103,Bennelong,1,Good,Good,0
126021503,West Ryde - Meadowbank,103,Bennelong,1,Good,Good,0
126021590,Putney,103,Bennelong,1,Good,Good,0
126021722,Denistone,103,Bennelong,1,Good,Good,0
126021723,Eastwood,103,Bennelong,1,Good,Good,0
126021724,Ryde - North,103,Bennelong,1,Good,Good,0
126021725,Ryde - South,103,Bennelong,1,Good,Good,0
127011504,Ashcroft - Busby - Miller,146,Werriwa,1,Good,Good,0
127011505,Austral - Greendale,120,Hume,0.0871865,Good,Good,0
127011505,Austral - Greendale,146,Werriwa,0.9128135,Good,Good,0
127011592,Badgerys Creek,120,Hume,0.9988024,Good,Good,0
127011592,Badgerys Creek,146,Werriwa,0.0011976,Good,Good,1
127011593,Cecil Hills,146,Werriwa,1,Good,Good,0
127011594,Green Valley,146,Werriwa,1,Good,Good,0
127011595,Hinchinbrook,146,Werriwa,1,Good,Good,0
127011596,Hoxton Park - Carnes Hill - Horningsea Park,146,Werriwa,1,Good,Good,0
127011597,West Hoxton - Middleton Grange,146,Werriwa,1,Good,Good,0
127011726,Cobbitty - Bringelly,120,Hume,0.9244341,Good,Good,0
127011726,Cobbitty - Bringelly,125,Macarthur,0.0755659,Good,Good,0
127011727,Gledswood Hills - Gregory Hills,125,Macarthur,1,Good,Good,0
127011728,Leppington - Catherine Field,125,Macarthur,0.8930875,Good,Good,0
127011728,Leppington - Catherine Field,146,Werriwa,0.1069125,Good,Good,0
127011729,Oran Park,125,Macarthur,1,Good,Good,0
127021509,Bonnyrigg Heights - Bonnyrigg,115,Fowler,0.2620345,Acceptable,Good,0
127021509,Bonnyrigg Heights - Bonnyrigg,146,Werriwa,0.7379655,Good,Good,0
127021510,Bossley Park - Abbotsbury,115,Fowler,0.9627652,Acceptable,Good,0
127021510,Bossley Park - Abbotsbury,128,McMahon,0.0372348,Acceptable,Good,0
127021511,Cabramatta - Lansvale,115,Fowler,1,Acceptable,Good,0
127021512,Cabramatta West - Mount Pritchard,115,Fowler,0.8980551,Acceptable,Good,0
127021512,Cabramatta West - Mount Pritchard,146,Werriwa,0.1019449,Good,Good,0
127021513,Canley Vale - Canley Heights,115,Fowler,0.9037806,Acceptable,Good,0
127021513,Canley Vale - Canley Heights,128,McMahon,0.0962194,Acceptable,Good,0
127021514,Edensor Park,115,Fowler,1,Acceptable,Good,0
127021515,Fairfield,128,McMahon,1,Acceptable,Good,0
127021516,Fairfield - West,115,Fowler,0.0725456,Acceptable,Good,0
127021516,Fairfield - West,128,McMahon,0.9274544,Acceptable,Good,0
127021517,Greenfield Park - Prairiewood,115,Fowler,0.9704267,Acceptable,Good,0
127021517,Greenfield Park - Prairiewood,128,McMahon,0.0295733,Acceptable,Good,0
127021518,Horsley Park - Kemps Creek,128,McMahon,1,Acceptable,Good,0
127021519,Smithfield - Wetherill Park,128,McMahon,1,Acceptable,Good,0
127021520,St Johns Park - Wakeley,115,Fowler,1,Acceptable,Good,0
127021521,Wetherill Park Industrial,128,McMahon,1,Acceptable,Good,0
127031522,Casula,146,Werriwa,1,Good,Good,0
127031523,Chipping Norton - Moorebank,115,Fowler,0.4527328,Acceptable,Good,0
127031523,Chipping Norton - Moorebank,119,Hughes,0.5472672,Good,Good,0
127031524,Holsworthy - Wattle Grove,119,Hughes,1,Good,Good,0
127031599,Lurnea - Cartwright,146,Werriwa,1,Good,Good,0
127031601,Warwick Farm,115,Fowler,1,Acceptable,Good,0
127031730,Edmondson Park,146,Werriwa,1,Good,Good,0
127031731,Liverpool - East,115,Fowler,1,Acceptable,Good,0
127031732,Liverpool - West,115,Fowler,1,Acceptable,Good,0
127031733,Prestons,146,Werriwa,1,Good,Good,0
128011529,Gymea - Grays Point,109,Cook,0.8128892,Acceptable,Good,0
128011529,Gymea - Grays Point,119,Hughes,0.1871108,Good,Good,0
128011530,Miranda - Yowie Bay,109,Cook,1,Acceptable,Good,0
128011531,Sylvania - Taren Point,109,Cook,1,Acceptable,Good,0
128011602,Caringbah,109,Cook,1,Acceptable,Good,0
128011603,Caringbah South,109,Cook,1,Acceptable,Good,0
128011604,Cronulla - Kurnell - Bundeena,109,Cook,0.8910321,Acceptable,Good,0
128011604,Cronulla - Kurnell - Bundeena,119,Hughes,0.1089679,Good,Good,0
128011605,Lilli Pilli - Port Hacking - Dolans Bay,109,Cook,1,Acceptable,Good,0
128011606,Woolooware - Burraneer,109,Cook,1,Acceptable,Good,0
128021533,Heathcote - Waterfall,119,Hughes,1,Good,Good,0
128021534,Illawong - Alfords Point,119,Hughes,1,Good,Good,0
128021535,Menai - Lucas Heights - Woronora,119,Hughes,1,Good,Good,0
128021536,Oyster Bay - Como - Jannali,109,Cook,5.00E-07,Acceptable,Good,1
128021536,Oyster Bay - Como - Jannali,119,Hughes,0.9999995,Good,Good,0
