SA2_CODE_2021,SA2_NAME_2021,PHN_CODE_2017,PHN_NAME_2017,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG,,,,,,,,,,,
124031464,Penrith,PHN104,Nepean Blue Mountains,1,Good,Good,0,,,,,,,,,,,
124031465,Warragamba - Silverdale,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
124031707,Cranebrook - Castlereagh,PHN104,Nepean Blue Mountains,1,Good,Good,0,,,,,,,,,,,
124031708,Jordan Springs - Llandilo,PHN104,Nepean Blue Mountains,1,Good,Good,0,,,,,,,,,,,
124041466,Richmond - Clarendon,PHN104,Nepean Blue Mountains,1,Good,Good,0,,,,,,,,,,,
124041467,Windsor - Bligh Park,PHN104,Nepean Blue Mountains,1,Good,Good,0,,,,,,,,,,,
124041468,Yarramundi - Londonderry,PHN104,Nepean Blue Mountains,1,Good,Good,0,,,,,,,,,,,
124051469,Erskine Park,PHN104,Nepean Blue Mountains,1,Good,Good,0,,,,,,,,,,,
124051470,St Clair,PHN104,Nepean Blue Mountains,1,Good,Good,0,,,,,,,,,,,
124051580,Colyton - Oxley Park,PHN104,Nepean Blue Mountains,1,Good,Good,0,,,,,,,,,,,
124051581,St Marys - North St Marys,PHN104,Nepean Blue Mountains,1,Good,Good,0,,,,,,,,,,,
125011475,Rookwood Cemetery,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125011582,Auburn - Central,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125011583,Auburn - North,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125011584,Auburn - South,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125011585,Berala,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125011586,Lidcombe,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125011587,Regents Park,PHN105,South Western Sydney,0.150461,Good,Good,0,,,,,,,,,,,
125011587,Regents Park,PHN103,Western Sydney,0.849539,Good,Good,0,,,,,,,,,,,
125011709,Silverwater - Newington,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125011710,Wentworth Point - Sydney Olympic Park,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125021477,Ermington - Rydalmere,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125021478,Oatlands - Dundas Valley,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125021711,Carlingford - East,PHN103,Western Sydney,0.3105253,Good,Good,0,,,,,,,,,,,
125021711,Carlingford - East,PHN102,Northern Sydney,0.6894747,Good,Good,0,,,,,,,,,,,
125021712,Carlingford - West,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125031479,Chester Hill - Sefton,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
125031480,Fairfield - East,PHN103,Western Sydney,0.0098986,Good,Good,1,,,,,,,,,,,
125031480,Fairfield - East,PHN105,South Western Sydney,0.9901014,Good,Good,0,,,,,,,,,,,
125031481,Granville - Clyde,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125031483,Guildford - South Granville,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125031484,Guildford West - Merrylands West,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125031486,Smithfield Industrial,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125031487,Yennora Industrial,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125031713,Greystanes - South,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125031714,Merrylands - Holroyd,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125031715,Pemulwuy - Greystanes (North),PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125031716,South Wentworthville,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125041489,North Parramatta,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125041490,North Rocks,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125041491,Northmead,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125041493,Toongabbie - Constitution Hill,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125041494,Winston Hills,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125041588,Pendle Hill - Girraween,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125041589,Wentworthville - Westmead,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125041717,Parramatta - North,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125041718,Parramatta - South,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
125041719,Rosehill - Harris Park,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
126011496,Pennant Hills - Cheltenham,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
126011720,Epping (East) - North Epping,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
126011721,Epping (NSW) - West,PHN102,Northern Sydney,0.4946056,Good,Good,0,,,,,,,,,,,
126011721,Epping (NSW) - West,PHN103,Western Sydney,0.5053944,Good,Good,0,,,,,,,,,,,
126021498,Gladesville - Huntleys Point,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
126021499,Hunters Hill - Woolwich,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
126021500,Macquarie Park - Marsfield,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
126021501,North Ryde - East Ryde,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
126021503,West Ryde - Meadowbank,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
126021590,Putney,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
126021722,Denistone,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
126021723,Eastwood,PHN103,Western Sydney,0.2133722,Good,Good,0,,,,,,,,,,,
126021723,Eastwood,PHN102,Northern Sydney,0.7866278,Good,Good,0,,,,,,,,,,,
126021724,Ryde - North,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
126021725,Ryde - South,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
127011504,Ashcroft - Busby - Miller,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127011505,Austral - Greendale,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127011592,Badgerys Creek,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127011593,Cecil Hills,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127011594,Green Valley,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127011595,Hinchinbrook,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127011596,Hoxton Park - Carnes Hill - Horningsea Park,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127011597,West Hoxton - Middleton Grange,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127011726,Cobbitty - Bringelly,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127011727,Gledswood Hills - Gregory Hills,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127011728,Leppington - Catherine Field,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127011729,Oran Park,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127021509,Bonnyrigg Heights - Bonnyrigg,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127021510,Bossley Park - Abbotsbury,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127021511,Cabramatta - Lansvale,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127021512,Cabramatta West - Mount Pritchard,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127021513,Canley Vale - Canley Heights,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127021514,Edensor Park,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127021515,Fairfield,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127021516,Fairfield - West,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127021517,Greenfield Park - Prairiewood,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127021518,Horsley Park - Kemps Creek,PHN104,Nepean Blue Mountains,0.3972198,Good,Good,0,,,,,,,,,,,
127021518,Horsley Park - Kemps Creek,PHN105,South Western Sydney,0.6027802,Good,Good,0,,,,,,,,,,,
127021519,Smithfield - Wetherill Park,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127021520,St Johns Park - Wakeley,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127021521,Wetherill Park Industrial,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127031522,Casula,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127031523,Chipping Norton - Moorebank,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127031524,Holsworthy - Wattle Grove,PHN101,Central and Eastern Sydney,0.0283349,Good,Good,0,,,,,,,,,,,
127031524,Holsworthy - Wattle Grove,PHN105,South Western Sydney,0.9716651,Good,Good,0,,,,,,,,,,,
127031599,Lurnea - Cartwright,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127031601,Warwick Farm,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127031730,Edmondson Park,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127031731,Liverpool - East,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127031732,Liverpool - West,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
127031733,Prestons,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
128011529,Gymea - Grays Point,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
128011530,Miranda - Yowie Bay,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
128011531,Sylvania - Taren Point,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
128011602,Caringbah,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
128011603,Caringbah South,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
128011604,Cronulla - Kurnell - Bundeena,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
128011605,Lilli Pilli - Port Hacking - Dolans Bay,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
128011606,Woolooware - Burraneer,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
128021533,Heathcote - Waterfall,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
128021534,Illawong - Alfords Point,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
128021535,Menai - Lucas Heights - Woronora,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
128021536,Oyster Bay - Como - Jannali,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
128021537,Royal National Park,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
128021538,Sutherland - Kirrawee,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
128021607,Engadine,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
128021608,Loftus - Yarrawarrah,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
128021609,Woronora Heights,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
197979799,Migratory - Offshore - Shipping (NSW),,,,NA,Good,4,,,,,,,,,,,
199999499,No usual address (NSW),,,,NA,Good,4,,,,,,,,,,805256,https://linked.data.gov.au/dataset/asgsed3/SA2/197979799
201011001,Alfredton,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
201011002,Ballarat,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
201011005,Buninyong,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
201011006,Delacombe,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
201011007,Smythes Creek,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
201011008,Wendouree - Miners Rest,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
201011481,Ballarat East - Warrenheip,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
201011482,Ballarat North - Invermay,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
201011483,Canadian - Mount Clear,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
201011484,Sebastopol - Redan,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
201021009,Bacchus Marsh Surrounds,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
201021010,Creswick - Clunes,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
201021011,Daylesford,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
201021012,Gordon (Vic.),PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
201031013,Avoca,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
201031014,Beaufort,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
201031015,Golden Plains - North,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
201031016,Maryborough (Vic.),PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
201031017,Maryborough Surrounds,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
202011018,Bendigo,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
202011019,California Gully - Eaglehawk,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
202011020,East Bendigo - Kennington,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
202011021,Flora Hill - Spring Gully,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
202011022,Kangaroo Flat - Golden Square,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
202011023,Maiden Gully,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
202011024,Strathfieldsaye,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
202011025,White Hills - Ascot,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
202021026,Bendigo Surrounds - South,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
202021027,Castlemaine,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
202021028,Castlemaine Surrounds,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
202021029,Heathcote,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
202021030,Kyneton,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
202021031,Woodend,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
202031032,Bendigo Surrounds - North,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
202031033,Loddon,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
203011034,Bannockburn,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203011035,Golden Plains - South,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203011036,Winchelsea,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203021037,Belmont,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203021039,Geelong,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203021040,Geelong West - Hamlyn Heights,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203021042,Highton,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203021043,Lara,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203021044,Leopold,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203021045,Newcomb - Moolap,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203021046,Newtown (Vic.),PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203021047,North Geelong - Bell Park,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203021485,Charlemont,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203021486,Corio - Lovely Banks,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203021487,Grovedale - Mount Duneed,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203021488,Norlane,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203031048,Clifton Springs,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203031049,Lorne - Anglesea,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203031051,Portarlington,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203031052,Point Lonsdale - Queenscliff,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203031053,Torquay,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203031489,Barwon Heads - Armstrong Creek,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
203031490,Ocean Grove,PHN206,Western Victoria,1,Good,Good,0,,,,,,,,,,,
204011054,Alexandra,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204011055,Euroa,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204011056,Kilmore - Broadford,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204011057,Mansfield (Vic.),PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204011058,Nagambie,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204011059,Seymour,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204011060,Seymour Surrounds,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204011061,Upper Yarra Valley,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204011062,Yea,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204021063,Benalla,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204021064,Benalla Surrounds,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204021065,Rutherglen,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204021066,Wangaratta,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204021067,Wangaratta Surrounds,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204031068,Beechworth,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204031069,Bright - Mount Beauty,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204031070,Chiltern - Indigo Valley,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204031071,Myrtleford,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204031072,Towong,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204031073,West Wodonga,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204031075,Yackandandah,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204031491,Baranduda - Leneva,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
204031492,Wodonga,PHN205,Murray,1,Good,Good,0,,,,,,,,,,,
205011076,Drouin,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205011077,Mount Baw Baw Region,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205011078,Trafalgar (Vic.),PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205011079,Warragul,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205021080,Alps - East,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205021081,Bairnsdale,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205021082,Bruthen - Omeo,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205021083,Lake King,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205021084,Lakes Entrance,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205021085,Orbost,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205021086,Paynesville,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205031087,Foster,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205031088,French Island,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205031089,Korumburra,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205031090,Leongatha,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205031091,Phillip Island,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205031092,Wilsons Promontory,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205031093,Wonthaggi - Inverloch,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205041094,Churchill,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205041095,Moe - Newborough,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205041096,Morwell,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205041098,Yallourn North - Glengarry,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205041493,Traralgon - East,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205041494,Traralgon - West,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205051099,Alps - West,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205051100,Longford - Loch Sport,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205051101,Maffra,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205051102,Rosedale,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205051103,Sale,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
205051104,Yarram,PHN204,Gippsland,1,Good,Good,0,,,,,,,,,,,
206011106,Brunswick East,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206011107,Brunswick West,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206011109,Pascoe Vale South,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206011495,Brunswick - North,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206011496,Brunswick - South,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206011497,Coburg - East,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206011498,Coburg - West,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206021110,Alphington - Fairfield,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206021112,Thornbury,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206021499,Northcote - East,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206021500,Northcote - West,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206031113,Ascot Vale,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206031115,Flemington,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206031116,Moonee Ponds,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206031501,Essendon (West) - Aberfeldie,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206031502,Essendon - East,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206041117,Carlton,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206041118,Docklands,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206041119,East Melbourne,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206041120,Flemington Racecourse,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206041121,Kensington (Vic.),PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206041124,Parkville,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206041125,South Yarra - West,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206041127,West Melbourne - Industrial,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206041503,Melbourne CBD - East,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206041504,Melbourne CBD - North,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206041505,Melbourne CBD - West,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206041506,North Melbourne,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206041507,Royal Botanic Gardens Victoria,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206041508,Southbank (West) - South Wharf,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206041509,Southbank - East,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206041510,West Melbourne - Residential,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206051128,Albert Park,PHN203,South Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
206051129,Elwood,PHN203,South Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
206051130,Port Melbourne,PHN203,South Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
206051134,St Kilda East,PHN203,South Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
206051511,Port Melbourne Industrial,PHN201,North Western Melbourne,1.05E-05,Good,Good,1,,,,,,,,,,,
206051511,Port Melbourne Industrial,PHN203,South Eastern Melbourne,0.9999895,Good,Good,0,,,,,,,,,,,
206051512,South Melbourne,PHN203,South Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
206051513,St Kilda - Central,PHN203,South Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
206051514,St Kilda - West,PHN203,South Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
206061135,Armadale,PHN203,South Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
206061136,Prahran - Windsor,PHN203,South Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
206061138,Toorak,PHN203,South Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
206061515,South Yarra - North,PHN203,South Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
206061516,South Yarra - South,PHN203,South Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
206071139,Abbotsford,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206071140,Carlton North - Princes Hill,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206071141,Collingwood,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206071142,Fitzroy,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206071143,Fitzroy North,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206071145,Clifton Hill - Alphington,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206071517,Richmond (South) - Cremorne,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
206071518,Richmond - North,PHN201,North Western Melbourne,1,Good,Good,0,,,,,,,,,,,
207011146,Ashburton (Vic.),PHN202,Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
207011147,Balwyn,PHN202,Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
207011148,Balwyn North,PHN202,Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
207011149,Camberwell,PHN202,Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
207011150,Glen Iris - East,PHN202,Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
207011152,Hawthorn East,PHN202,Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
207011154,Kew East,PHN202,Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
207011155,Surrey Hills (West) - Canterbury,PHN202,Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
207011519,Hawthorn - North,PHN202,Eastern Melbourne,1,Good,Good,0,,,,,,,,,,,
