SA2_MAINCODE_2016,SA2_NAME_2016,SED_CODE_2021,SED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
101021007,Braidwood,10031,Goulburn,0.066804,Good,Acceptable,0
101021007,Braidwood,10053,Monaro,0.933196,Good,Acceptable,0
101021008,Karabar,10053,Monaro,1,Good,Acceptable,0
101021009,Queanbeyan,10053,Monaro,1,Good,Acceptable,0
101021010,Queanbeyan - East,10053,Monaro,1,Good,Acceptable,0
101021011,Queanbeyan Region,10031,Goulburn,0.0198726,Good,Acceptable,0
101021011,Queanbeyan Region,10053,Monaro,0.9801274,Good,Acceptable,0
101021012,Queanbeyan West - Jerrabomberra,10053,Monaro,1,Good,Acceptable,0
101031013,Bombala,10053,Monaro,1,Good,Acceptable,0
101031014,Cooma,10053,Monaro,1,Good,Acceptable,0
101031015,Cooma Region,10053,Monaro,1,Good,Acceptable,0
101031016,Jindabyne - Berridale,10053,Monaro,1,Good,Acceptable,0
101041017,Batemans Bay,10009,Bega,1,Good,Acceptable,0
101041018,Batemans Bay - South,10009,Bega,1,Good,Acceptable,0
101041019,Bega - Tathra,10009,Bega,1,Good,Acceptable,0
101041020,Bega-Eden Hinterland,10009,Bega,1,Good,Acceptable,0
101041021,Broulee - Tomakin,10009,Bega,1,Good,Acceptable,0
101041022,Deua - Wadbilliga,10009,Bega,1,Good,Acceptable,0
101041023,Eden,10009,Bega,1,Good,Acceptable,0
101041024,Eurobodalla Hinterland,10009,Bega,0.9775807,Good,Acceptable,0
101041024,Eurobodalla Hinterland,10076,South Coast,0.0224193,Good,Acceptable,0
101041025,Merimbula - Tura Beach,10009,Bega,1,Good,Acceptable,0
101041026,Moruya - Tuross Head,10009,Bega,1,Good,Acceptable,0
101041027,Narooma - Bermagui,10009,Bega,1,Good,Acceptable,0
101051539,Goulburn,10031,Goulburn,1,Good,Acceptable,0
101051540,Goulburn Region,10031,Goulburn,0.9910332,Good,Acceptable,0
101051540,Goulburn Region,10053,Monaro,0.0089668,Good,Acceptable,1
101061541,Yass,10031,Goulburn,1,Good,Acceptable,0
101061542,Yass Region,10031,Goulburn,0.9929924,Good,Acceptable,0
101061542,Yass Region,10022,Cootamundra,0.0070076,Good,Acceptable,1
101061543,Young,10022,Cootamundra,1,Good,Acceptable,0
101061544,Young Region,10022,Cootamundra,0.6745123,Good,Acceptable,0
101061544,Young Region,10031,Goulburn,0.3254877,Good,Acceptable,0
102011028,Avoca Beach - Copacabana,10082,Terrigal,1,Good,Acceptable,0
102011029,Box Head - MacMasters Beach,10082,Terrigal,1,Good,Acceptable,0
102011030,Calga - Kulnura,10030,Gosford,0.9075065,Good,Acceptable,0
102011030,Calga - Kulnura,10093,Wyong,0.0924935,Acceptable,Acceptable,0
102011031,Erina - Green Point,10082,Terrigal,1,Good,Acceptable,0
102011032,Gosford - Springfield,10030,Gosford,0.7819837,Good,Acceptable,0
102011032,Gosford - Springfield,10082,Terrigal,0.2180163,Good,Acceptable,0
102011033,Kariong,10030,Gosford,1,Good,Acceptable,0
102011034,Kincumber - Picketts Valley,10082,Terrigal,1,Good,Acceptable,0
102011035,Narara,10030,Gosford,0.7129898,Good,Acceptable,0
102011035,Narara,10083,The Entrance,0.2870102,Good,Acceptable,0
102011036,Niagara Park - Lisarow,10082,Terrigal,0.0013496,Good,Acceptable,1
102011036,Niagara Park - Lisarow,10083,The Entrance,0.9986504,Good,Acceptable,0
102011037,Point Clare - Koolewong,10030,Gosford,1,Good,Acceptable,0
102011038,Saratoga - Davistown,10082,Terrigal,1,Good,Acceptable,0
102011039,Terrigal - North Avoca,10082,Terrigal,1,Good,Acceptable,0
102011040,Umina - Booker Bay - Patonga,10030,Gosford,1,Good,Acceptable,0
102011041,Wamberal - Forresters Beach,10083,The Entrance,0.0321841,Good,Acceptable,0
102011041,Wamberal - Forresters Beach,10082,Terrigal,0.9678159,Good,Acceptable,0
102011042,Woy Woy - Blackwall,10030,Gosford,1,Good,Acceptable,0
102011043,Wyoming,10083,The Entrance,1,Good,Acceptable,0
102021044,Bateau Bay - Killarney Vale,10083,The Entrance,1,Good,Acceptable,0
102021045,Blue Haven - San Remo,10079,Swansea,0.4215323,Good,Acceptable,0
102021045,Blue Haven - San Remo,10093,Wyong,0.5784677,Acceptable,Acceptable,0
102021046,Budgewoi - Buff Point - Halekulani,10079,Swansea,1,Good,Acceptable,0
102021047,Chittaway Bay - Tumbi Umbi,10093,Wyong,0.3856986,Acceptable,Acceptable,0
102021047,Chittaway Bay - Tumbi Umbi,10083,The Entrance,0.6143014,Good,Acceptable,0
102021048,Gorokan - Kanwal - Charmhaven,10093,Wyong,1,Acceptable,Acceptable,0
102021049,Jilliby - Yarramalong,10093,Wyong,1,Acceptable,Acceptable,0
102021050,Lake Munmorah - Mannering Park,10079,Swansea,1,Good,Acceptable,0
102021051,Ourimbah - Fountaindale,10083,The Entrance,0.8991217,Good,Acceptable,0
102021051,Ourimbah - Fountaindale,10093,Wyong,0.1008783,Acceptable,Acceptable,0
102021052,Summerland Point - Gwandalan,10079,Swansea,1,Good,Acceptable,0
102021053,The Entrance,10083,The Entrance,1,Good,Acceptable,0
102021054,Toukley - Norah Head,10093,Wyong,1,Acceptable,Acceptable,0
102021055,Tuggerah - Kangy Angy,10083,The Entrance,0.2079945,Good,Acceptable,0
102021055,Tuggerah - Kangy Angy,10093,Wyong,0.7920055,Acceptable,Acceptable,0
102021056,Warnervale - Wadalba,10093,Wyong,1,Acceptable,Acceptable,0
102021057,Wyong,10093,Wyong,1,Acceptable,Acceptable,0
103011058,Bathurst,10007,Bathurst,1,Good,Acceptable,0
103011059,Bathurst - East,10007,Bathurst,1,Good,Acceptable,0
103011060,Bathurst Region,10007,Bathurst,1,Good,Acceptable,0
103011061,Oberon,10007,Bathurst,1,Good,Acceptable,0
103021062,Condobolin,10006,Barwon,0.9195162,Good,Acceptable,0
103021062,Condobolin,10063,Orange,0.0804838,Good,Acceptable,0
103021063,Cowra,10022,Cootamundra,1,Good,Acceptable,0
103021064,Cowra Region,10022,Cootamundra,0.6099461,Good,Acceptable,0
103021064,Cowra Region,10063,Orange,0.3900539,Good,Acceptable,0
103021065,Forbes,10063,Orange,1,Good,Acceptable,0
103021066,Grenfell,10022,Cootamundra,1,Good,Acceptable,0
103021067,Parkes (NSW),10063,Orange,1,Good,Acceptable,0
103021068,Parkes Region,10063,Orange,1,Good,Acceptable,0
103021069,West Wyalong,10022,Cootamundra,1,Good,Acceptable,0
103031070,Lithgow,10007,Bathurst,1,Good,Acceptable,0
103031071,Lithgow Region,10007,Bathurst,1,Good,Acceptable,0
103031072,Mudgee,10026,Dubbo,1,Good,Acceptable,0
103031073,Mudgee Region - East,10085,Upper Hunter,0.0768933,Good,Acceptable,0
103031073,Mudgee Region - East,10007,Bathurst,0.9231067,Good,Acceptable,0
103031074,Mudgee Region - West,10006,Barwon,0.1204485,Good,Acceptable,0
103031074,Mudgee Region - West,10007,Bathurst,0.0013644,Good,Acceptable,1
103031074,Mudgee Region - West,10026,Dubbo,0.7809809,Good,Acceptable,0
103031074,Mudgee Region - West,10085,Upper Hunter,0.0972063,Good,Acceptable,0
103031075,Wollangambe - Wollemi,10007,Bathurst,0.0003598,Good,Acceptable,1
103031075,Wollangambe - Wollemi,10011,Blue Mountains,0.9996201,Good,Acceptable,0
103031075,Wollangambe - Wollemi,10017,Cessnock,0.00002,Good,Acceptable,1
103041076,Blayney,10007,Bathurst,0.9982848,Good,Acceptable,0
103041076,Blayney,10022,Cootamundra,0.0017152,Good,Acceptable,1
103041077,Orange,10063,Orange,1,Good,Acceptable,0
103041078,Orange - North,10063,Orange,1,Good,Acceptable,0
103041079,Orange Region,10063,Orange,0.9972666,Good,Acceptable,0
103041079,Orange Region,10026,Dubbo,0.0027334,Good,Acceptable,1
104011080,Grafton,10019,Clarence,1,Good,Acceptable,0
104011081,Grafton Region,10019,Clarence,1,Good,Acceptable,0
104011082,Maclean - Yamba - Iluka,10019,Clarence,1,Good,Acceptable,0
104021083,Bellingen,10064,Oxley,1,Good,Acceptable,0
104021084,Coffs Harbour - North,10020,Coffs Harbour,1,Good,Acceptable,0
104021085,Coffs Harbour - South,10020,Coffs Harbour,1,Good,Acceptable,0
104021086,Coramba - Nana Glen - Bucca,10020,Coffs Harbour,1,Good,Acceptable,0
104021087,Dorrigo,10020,Coffs Harbour,0.2178047,Good,Acceptable,0
104021087,Dorrigo,10064,Oxley,0.6672345,Good,Acceptable,0
104021087,Dorrigo,10019,Clarence,0.1149608,Good,Acceptable,0
104021088,Korora - Emerald Beach,10020,Coffs Harbour,1,Good,Acceptable,0
104021089,Sawtell - Boambee,10020,Coffs Harbour,1,Good,Acceptable,0
104021090,Urunga,10064,Oxley,1,Good,Acceptable,0
104021091,Woolgoolga - Arrawarra,10020,Coffs Harbour,1,Good,Acceptable,0
105011092,Bourke - Brewarrina,10006,Barwon,1,Good,Acceptable,0
105011093,Cobar,10006,Barwon,1,Good,Acceptable,0
105011094,Coonamble,10006,Barwon,1,Good,Acceptable,0
105011095,Nyngan - Warren,10006,Barwon,1,Good,Acceptable,0
105011096,Walgett - Lightning Ridge,10006,Barwon,1,Good,Acceptable,0
105021097,Broken Hill,10006,Barwon,1,Good,Acceptable,0
105021098,Far West,10006,Barwon,1,Good,Acceptable,0
105031099,Coonabarabran,10006,Barwon,1,Good,Acceptable,0
105031100,Dubbo - East,10026,Dubbo,1,Good,Acceptable,0
105031101,Dubbo - South,10026,Dubbo,1,Good,Acceptable,0
105031102,Dubbo - West,10026,Dubbo,1,Good,Acceptable,0
105031103,Dubbo Region,10026,Dubbo,0.980456,Good,Acceptable,0
105031103,Dubbo Region,10063,Orange,0.019544,Good,Acceptable,0
105031104,Gilgandra,10006,Barwon,1,Good,Acceptable,0
105031105,Narromine,10006,Barwon,0.0008483,Good,Acceptable,1
105031105,Narromine,10026,Dubbo,0.9991517,Good,Acceptable,0
105031106,Wellington,10026,Dubbo,0.9520559,Good,Acceptable,0
105031106,Wellington,10063,Orange,0.0479441,Good,Acceptable,0
106011107,Branxton - Greta - Pokolbin,10017,Cessnock,0.7949914,Good,Acceptable,0
106011107,Branxton - Greta - Pokolbin,10049,Maitland,0.0163735,Good,Acceptable,0
106011107,Branxton - Greta - Pokolbin,10085,Upper Hunter,0.1886351,Good,Acceptable,0
106011108,Cessnock,10017,Cessnock,1,Good,Acceptable,0
106011109,Cessnock Region,10017,Cessnock,1,Good,Acceptable,0
106011110,Dungog,10085,Upper Hunter,1,Good,Acceptable,0
106011111,Kurri Kurri - Abermain,10017,Cessnock,0.9987462,Good,Acceptable,0
106011111,Kurri Kurri - Abermain,10049,Maitland,0.0012538,Good,Acceptable,1
106011112,Singleton,10085,Upper Hunter,1,Good,Acceptable,0
106011113,Singleton Region,10017,Cessnock,0.2645305,Good,Acceptable,0
106011113,Singleton Region,10085,Upper Hunter,0.7354695,Good,Acceptable,0
106021114,Maitland,10049,Maitland,1,Good,Acceptable,0
106021115,Maitland - East,10049,Maitland,1,Good,Acceptable,0
106021116,Maitland - North,10049,Maitland,1,Good,Acceptable,0
106021117,Maitland - West,10049,Maitland,0.9946879,Good,Acceptable,0
106021117,Maitland - West,10017,Cessnock,0.0053121,Good,Acceptable,1
106021118,Thornton - Millers Forest,10049,Maitland,1,Good,Acceptable,0
106031119,Anna Bay,10069,Port Stephens,1,Good,Acceptable,0
106031120,Lemon Tree Passage - Tanilba Bay,10069,Port Stephens,1,Good,Acceptable,0
106031121,Nelson Bay Peninsula,10069,Port Stephens,1,Good,Acceptable,0
106031122,Raymond Terrace,10069,Port Stephens,1,Good,Acceptable,0
106031123,Seaham - Woodville,10069,Port Stephens,1,Good,Acceptable,0
106031124,Tea Gardens - Hawks Nest,10069,Port Stephens,1,Good,Acceptable,0
106031125,Williamtown - Medowie - Karuah,10069,Port Stephens,1,Good,Acceptable,0
106041126,Muswellbrook,10085,Upper Hunter,1,Good,Acceptable,0
106041127,Muswellbrook Region,10085,Upper Hunter,1,Good,Acceptable,0
106041128,Scone,10085,Upper Hunter,1,Good,Acceptable,0
106041129,Scone Region,10085,Upper Hunter,1,Good,Acceptable,0
107011131,Dapto - Avondale,10039,Kiama,0.0060657,Good,Acceptable,1
107011131,Dapto - Avondale,10075,Shellharbour,0.9939343,Good,Acceptable,0
107011132,Horsley - Kembla Grange,10075,Shellharbour,1,Good,Acceptable,0
107011133,Port Kembla Industrial,10092,Wollongong,1,Good,Acceptable,0
107011134,Unanderra - Mount Kembla,10092,Wollongong,1,Good,Acceptable,0
107011545,Berkeley - Lake Heights - Cringila,10092,Wollongong,1,Good,Acceptable,0
107011546,Port Kembla - Warrawong,10092,Wollongong,1,Good,Acceptable,0
107011547,Windang - Primbee,10092,Wollongong,1,Good,Acceptable,0
107021135,Illawarra Catchment Reserve,10038,Keira,0.01507,Good,Acceptable,0
107021135,Illawarra Catchment Reserve,10075,Shellharbour,0.000202,Good,Acceptable,1
107021135,Illawarra Catchment Reserve,10091,Wollondilly,0.9847281,Good,Acceptable,0
107031136,Albion Park - Macquarie Pass,10039,Kiama,1,Good,Acceptable,0
107031137,Albion Park Rail,10039,Kiama,0.6944158,Good,Acceptable,0
107031137,Albion Park Rail,10075,Shellharbour,0.3055842,Good,Acceptable,0
107031138,Kiama,10039,Kiama,1,Good,Acceptable,0
107031139,Kiama Downs - Minnamurra,10039,Kiama,1,Good,Acceptable,0
107031140,Kiama Hinterland - Gerringong,10039,Kiama,1,Good,Acceptable,0
107031141,Shellharbour - Flinders,10039,Kiama,0.0131156,Good,Acceptable,0
107031141,Shellharbour - Flinders,10075,Shellharbour,0.9868844,Good,Acceptable,0
107031142,Shellharbour - Oak Flats,10075,Shellharbour,1,Good,Acceptable,0
107031143,Warilla,10075,Shellharbour,1,Good,Acceptable,0
107041144,Balgownie - Fairy Meadow,10038,Keira,0.6643864,Good,Acceptable,0
107041144,Balgownie - Fairy Meadow,10092,Wollongong,0.3356136,Good,Acceptable,0
107041145,Corrimal - Tarrawanna - Bellambi,10038,Keira,1,Good,Acceptable,0
107041146,Figtree - Keiraville,10038,Keira,0.9186044,Good,Acceptable,0
107041146,Figtree - Keiraville,10092,Wollongong,0.0813956,Good,Acceptable,0
107041147,Helensburgh,10034,Heathcote,1,Acceptable,Acceptable,0
107041148,Thirroul - Austinmer - Coalcliff,10034,Heathcote,0.123371,Acceptable,Acceptable,0
107041148,Thirroul - Austinmer - Coalcliff,10038,Keira,0.876629,Good,Acceptable,0
107041150,Woonona - Bulli - Russell Vale,10038,Keira,1,Good,Acceptable,0
107041548,Wollongong - East,10092,Wollongong,1,Good,Acceptable,0
107041549,Wollongong - West,10092,Wollongong,1,Good,Acceptable,0
108011151,Bulahdelah - Stroud,10057,Myall Lakes,0.4196342,Good,Acceptable,0
108011151,Bulahdelah - Stroud,10085,Upper Hunter,0.5803658,Good,Acceptable,0
108011152,Forster,10057,Myall Lakes,1,Good,Acceptable,0
108011153,Forster-Tuncurry Region,10057,Myall Lakes,1,Good,Acceptable,0
108011154,Tuncurry,10057,Myall Lakes,1,Good,Acceptable,0
108021155,Kempsey,10064,Oxley,1,Good,Acceptable,0
108021156,Kempsey Region,10061,Northern Tablelands,0.003954,Good,Acceptable,1
108021156,Kempsey Region,10064,Oxley,0.996046,Good,Acceptable,0
108021157,Macksville - Scotts Head,10064,Oxley,1,Good,Acceptable,0
108021158,Nambucca Heads,10064,Oxley,1,Good,Acceptable,0
108021159,Nambucca Heads Region,10064,Oxley,1,Good,Acceptable,0
108021160,South West Rocks,10064,Oxley,1,Good,Acceptable,0
108031161,Lord Howe Island,10068,Port Macquarie,1,Good,Acceptable,0
108041162,Laurieton - Bonny Hills,10068,Port Macquarie,0.9999994,Good,Acceptable,0
108041162,Laurieton - Bonny Hills,10064,Oxley,0.0000006,Good,Acceptable,1
108041163,Port Macquarie - East,10068,Port Macquarie,1,Good,Acceptable,0
108041164,Port Macquarie - West,10068,Port Macquarie,1,Good,Acceptable,0
108041165,Port Macquarie Region,10064,Oxley,0.6930791,Good,Acceptable,0
108041165,Port Macquarie Region,10068,Port Macquarie,0.3069209,Good,Acceptable,0
108041166,Wauchope,10064,Oxley,0.7462237,Good,Acceptable,0
108041166,Wauchope,10068,Port Macquarie,0.2537763,Good,Acceptable,0
108051167,Gloucester,10085,Upper Hunter,1,Good,Acceptable,0
108051168,Old Bar - Manning Point - Red Head,10057,Myall Lakes,1,Good,Acceptable,0
108051169,Taree,10057,Myall Lakes,1,Good,Acceptable,0
108051170,Taree Region,10068,Port Macquarie,0.5048576,Good,Acceptable,0
108051170,Taree Region,10057,Myall Lakes,0.4951424,Good,Acceptable,0
108051171,Wingham,10057,Myall Lakes,1,Good,Acceptable,0
109011172,Albury - East,10001,Albury,1,Good,Acceptable,0
109011173,Albury - North,10001,Albury,1,Good,Acceptable,0
109011174,Albury - South,10001,Albury,1,Good,Acceptable,0
109011175,Albury Region,10001,Albury,1,Good,Acceptable,0
109011176,Lavington,10001,Albury,1,Good,Acceptable,0
109021177,Hay,10056,Murray,1,Good,Acceptable,0
109021178,Wentworth - Buronga,10056,Murray,1,Good,Acceptable,0
109021179,Wentworth-Balranald Region,10056,Murray,1,Good,Acceptable,0
109031180,Corowa,10001,Albury,1,Good,Acceptable,0
109031181,Corowa Region,10001,Albury,1,Good,Acceptable,0
109031182,Deniliquin,10056,Murray,1,Good,Acceptable,0
109031183,Deniliquin Region,10056,Murray,1,Good,Acceptable,0
109031184,Moama,10056,Murray,1,Good,Acceptable,0
109031185,Tocumwal - Finley - Jerilderie,10001,Albury,0.1222136,Good,Acceptable,0
109031185,Tocumwal - Finley - Jerilderie,10056,Murray,0.8777864,Good,Acceptable,0
110011186,Armidale,10061,Northern Tablelands,1,Good,Acceptable,0
110011187,Armidale Region - North,10061,Northern Tablelands,1,Good,Acceptable,0
110011188,Armidale Region - South,10061,Northern Tablelands,0.9999999,Good,Acceptable,0
110011188,Armidale Region - South,10081,Tamworth,0.0000001,Good,Acceptable,1
110011189,Walcha,10081,Tamworth,1,Good,Acceptable,0
110021190,Glen Innes,10061,Northern Tablelands,1,Good,Acceptable,0
110021191,Inverell,10061,Northern Tablelands,1,Good,Acceptable,0
110021192,Inverell Region - East,10061,Northern Tablelands,1,Good,Acceptable,0
110021193,Inverell Region - West,10061,Northern Tablelands,1,Good,Acceptable,0
110021194,Tenterfield,10045,Lismore,1,Good,Acceptable,0
110031195,Moree,10061,Northern Tablelands,1,Good,Acceptable,0
110031196,Moree Region,10061,Northern Tablelands,1,Good,Acceptable,0
110031197,Narrabri,10006,Barwon,1,Good,Acceptable,0
110031198,Narrabri Region,10006,Barwon,1,Good,Acceptable,0
110041199,Gunnedah,10081,Tamworth,1,Good,Acceptable,0
110041200,Gunnedah Region,10006,Barwon,0.3074395,Good,Acceptable,0
110041200,Gunnedah Region,10081,Tamworth,0.6925605,Good,Acceptable,0
110041201,Quirindi,10081,Tamworth,0.2776247,Good,Acceptable,0
110041201,Quirindi,10085,Upper Hunter,0.7223753,Good,Acceptable,0
110041202,Tamworth - East,10081,Tamworth,1,Good,Acceptable,0
110041203,Tamworth - North,10081,Tamworth,1,Good,Acceptable,0
110041204,Tamworth - West,10081,Tamworth,1,Good,Acceptable,0
110041205,Tamworth Region,10081,Tamworth,1,Good,Acceptable,0
111011206,Belmont - Bennetts Green,10018,Charlestown,0.0174906,Acceptable,Acceptable,0
111011206,Belmont - Bennetts Green,10079,Swansea,0.9825094,Good,Acceptable,0
111011207,Belmont South - Blacksmiths,10079,Swansea,1,Good,Acceptable,0
111011208,Charlestown - Dudley,10018,Charlestown,1,Acceptable,Acceptable,0
111011209,Glendale - Cardiff - Hillsborough,10018,Charlestown,0.1933784,Acceptable,Acceptable,0
111011209,Glendale - Cardiff - Hillsborough,10042,Lake Macquarie,0.3858648,Acceptable,Acceptable,0
111011209,Glendale - Cardiff - Hillsborough,10089,Wallsend,0.4207568,Acceptable,Acceptable,0
111011210,Mount Hutton - Windale,10018,Charlestown,1,Acceptable,Acceptable,0
111011211,Redhead,10018,Charlestown,1,Acceptable,Acceptable,0
111011212,Swansea - Caves Beach,10079,Swansea,1,Good,Acceptable,0
111011213,Valentine - Eleebana,10018,Charlestown,0.4955713,Acceptable,Acceptable,0
111011213,Valentine - Eleebana,10079,Swansea,0.5044287,Good,Acceptable,0
111011214,Warners Bay - Boolaroo,10018,Charlestown,0.4983434,Acceptable,Acceptable,0
111011214,Warners Bay - Boolaroo,10042,Lake Macquarie,0.5016566,Acceptable,Acceptable,0
111021215,Bolton Point - Teralba,10042,Lake Macquarie,1,Acceptable,Acceptable,0
111021216,Bonnells Bay - Silverwater,10042,Lake Macquarie,1,Acceptable,Acceptable,0
111021217,Edgeworth - Cameron Park,10017,Cessnock,1,Good,Acceptable,0
111021218,Morisset - Cooranbong,10042,Lake Macquarie,1,Acceptable,Acceptable,0
111021219,Toronto - Awaba,10042,Lake Macquarie,1,Acceptable,Acceptable,0
111021220,Wangi Wangi - Rathmines,10042,Lake Macquarie,1,Acceptable,Acceptable,0
111021221,West Wallsend - Barnsley - Killingworth,10017,Cessnock,0.8733182,Good,Acceptable,0
111021221,West Wallsend - Barnsley - Killingworth,10042,Lake Macquarie,0.1266818,Acceptable,Acceptable,0
111031222,Adamstown - Kotara,10018,Charlestown,0.9025515,Acceptable,Acceptable,0
111031222,Adamstown - Kotara,10058,Newcastle,0.0974485,Acceptable,Acceptable,0
111031223,Beresfield - Hexham,10058,Newcastle,0.0149161,Acceptable,Acceptable,0
111031223,Beresfield - Hexham,10089,Wallsend,0.6261164,Acceptable,Acceptable,0
111031223,Beresfield - Hexham,10049,Maitland,0.3589675,Good,Acceptable,0
111031224,Hamilton - Broadmeadow,10058,Newcastle,1,Acceptable,Acceptable,0
111031225,Lambton - New Lambton,10089,Wallsend,0.6363383,Acceptable,Acceptable,0
111031225,Lambton - New Lambton,10058,Newcastle,0.2043898,Acceptable,Acceptable,0
111031225,Lambton - New Lambton,10018,Charlestown,0.1592719,Acceptable,Acceptable,0
111031226,Maryland - Fletcher - Minmi,10089,Wallsend,1,Acceptable,Acceptable,0
111031227,Mayfield - Warabrook,10058,Newcastle,1,Acceptable,Acceptable,0
111031228,Merewether - The Junction,10058,Newcastle,0.8857322,Acceptable,Acceptable,0
111031228,Merewether - The Junction,10018,Charlestown,0.1142678,Acceptable,Acceptable,0
111031229,Newcastle - Cooks Hill,10058,Newcastle,1,Acceptable,Acceptable,0
111031230,Newcastle Port - Kooragang,10058,Newcastle,1,Acceptable,Acceptable,0
111031231,Shortland - Jesmond,10058,Newcastle,0.0261995,Acceptable,Acceptable,0
111031231,Shortland - Jesmond,10089,Wallsend,0.9738005,Acceptable,Acceptable,0
111031232,Stockton - Fullerton Cove,10058,Newcastle,1,Acceptable,Acceptable,0
111031233,Wallsend - Elermore Vale,10089,Wallsend,1,Acceptable,Acceptable,0
111031234,Waratah - North Lambton,10058,Newcastle,0.1672073,Acceptable,Acceptable,0
111031234,Waratah - North Lambton,10089,Wallsend,0.8327927,Acceptable,Acceptable,0
111031235,Wickham - Carrington - Tighes Hill,10058,Newcastle,1,Acceptable,Acceptable,0
112011236,Ballina,10003,Ballina,1,Good,Acceptable,0
112011237,Ballina Region,10003,Ballina,1,Good,Acceptable,0
112011238,Bangalow,10003,Ballina,1,Good,Acceptable,0
112011239,Brunswick Heads - Ocean Shores,10003,Ballina,1,Good,Acceptable,0
112011240,Byron Bay,10003,Ballina,1,Good,Acceptable,0
112011241,Evans Head,10019,Clarence,0.983414,Good,Acceptable,0
112011241,Evans Head,10045,Lismore,0.016586,Good,Acceptable,0
112011242,Lennox Head - Skennars Head,10003,Ballina,1,Good,Acceptable,0
112011243,Mullumbimby,10003,Ballina,1,Good,Acceptable,0
112021244,Casino,10019,Clarence,1,Good,Acceptable,0
112021245,Casino Region,10045,Lismore,0.2214391,Good,Acceptable,0
112021245,Casino Region,10019,Clarence,0.7785609,Good,Acceptable,0
112021246,Goonellabah,10045,Lismore,1,Good,Acceptable,0
112021247,Kyogle,10045,Lismore,1,Good,Acceptable,0
112021248,Lismore,10045,Lismore,1,Good,Acceptable,0
112021249,Lismore Region,10045,Lismore,0.9751645,Good,Acceptable,0
112021249,Lismore Region,10003,Ballina,0.0203903,Good,Acceptable,0
112021249,Lismore Region,10019,Clarence,0.0044452,Good,Acceptable,1
112031250,Kingscliff - Fingal Head,10084,Tweed,1,Good,Acceptable,0
112031251,Murwillumbah,10045,Lismore,0.9705421,Good,Acceptable,0
112031251,Murwillumbah,10084,Tweed,0.0294579,Good,Acceptable,0
112031252,Murwillumbah Region,10045,Lismore,0.668664,Good,Acceptable,0
112031252,Murwillumbah Region,10084,Tweed,0.331336,Good,Acceptable,0
112031253,Pottsville,10084,Tweed,1,Good,Acceptable,0
112031254,Tweed Heads,10084,Tweed,1,Good,Acceptable,0
112031550,Banora Point,10084,Tweed,1,Good,Acceptable,0
112031551,Terranora - North Tumblegum,10084,Tweed,1,Good,Acceptable,0
112031552,Tweed Heads South,10084,Tweed,1,Good,Acceptable,0
113011256,Griffith (NSW),10056,Murray,1,Good,Acceptable,0
113011257,Griffith Region,10056,Murray,0.9857726,Good,Acceptable,0
113011257,Griffith Region,10001,Albury,0.0142273,Good,Acceptable,0
113011257,Griffith Region,10022,Cootamundra,0.0000001,Good,Acceptable,1
113011258,Leeton,10056,Murray,1,Good,Acceptable,0
113011259,Narrandera,10056,Murray,0.014474,Good,Acceptable,0
113011259,Narrandera,10022,Cootamundra,0.9742204,Good,Acceptable,0
113011259,Narrandera,10001,Albury,0.0113055,Good,Acceptable,0
113021260,Tumbarumba,10001,Albury,1,Good,Acceptable,0
113021261,Tumut,10087,Wagga Wagga,1,Good,Acceptable,0
113021262,Tumut Region,10087,Wagga Wagga,0.9999999,Good,Acceptable,0
113021262,Tumut Region,10001,Albury,0.0000001,Good,Acceptable,1
113031263,Cootamundra,10022,Cootamundra,1,Good,Acceptable,0
113031264,Gundagai,10022,Cootamundra,1,Good,Acceptable,0
113031265,Junee,10022,Cootamundra,1,Good,Acceptable,0
113031266,Temora,10022,Cootamundra,1,Good,Acceptable,0
113031267,Wagga Wagga - East,10087,Wagga Wagga,1,Good,Acceptable,0
113031268,Wagga Wagga - North,10087,Wagga Wagga,1,Good,Acceptable,0
113031269,Wagga Wagga - South,10087,Wagga Wagga,1,Good,Acceptable,0
113031270,Wagga Wagga - West,10087,Wagga Wagga,1,Good,Acceptable,0
113031271,Wagga Wagga Region,10022,Cootamundra,0.2628787,Good,Acceptable,0
113031271,Wagga Wagga Region,10087,Wagga Wagga,0.7371213,Good,Acceptable,0
114011272,Berry - Kangaroo Valley,10039,Kiama,1,Good,Acceptable,0
114011273,Callala Bay - Currarong,10076,South Coast,1,Good,Acceptable,0
114011274,Culburra Beach,10076,South Coast,1,Good,Acceptable,0
114011275,Ettrema - Sassafras - Budawang,10039,Kiama,0.9456632,Good,Acceptable,0
114011275,Ettrema - Sassafras - Budawang,10076,South Coast,0.0543368,Good,Acceptable,0
114011276,Huskisson - Vincentia,10076,South Coast,1,Good,Acceptable,0
114011277,North Nowra - Bomaderry,10039,Kiama,1,Good,Acceptable,0
114011278,Nowra,10039,Kiama,0.2104194,Good,Acceptable,0
114011278,Nowra,10076,South Coast,0.7895806,Good,Acceptable,0
114011279,St Georges Basin - Erowal Bay,10076,South Coast,1,Good,Acceptable,0
114011280,Sussex Inlet - Berrara,10076,South Coast,1,Good,Acceptable,0
114011281,Tomerong - Wandandian - Woollamia,10076,South Coast,0.624721,Good,Acceptable,0
114011281,Tomerong - Wandandian - Woollamia,10039,Kiama,0.375279,Good,Acceptable,0
