LGA_CODE_2020,LGA_NAME_2020,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
22830,Greater Shepparton (C),22830,Greater Shepparton,1,Good,Good,0
22910,Hepburn (S),22910,Hepburn,1,Good,Good,0
22980,Hindmarsh (S),22980,Hindmarsh,1,Good,Good,0
23110,Hobsons Bay (C),23110,Hobsons Bay,1,Good,Good,0
23190,Horsham (RC),23190,Horsham,1,Good,Good,0
23270,Hume (C),23270,Hume,1,Good,Good,0
23350,Indigo (S),23350,Indigo,1,Good,Good,0
23430,Kingston (C) (Vic.),23430,Kingston (Vic.),1,Good,Good,0
23670,Knox (C),23670,Knox,1,Good,Good,0
23810,Latrobe (C) (Vic.),23810,Latrobe (Vic.),1,Good,Good,0
23940,Loddon (S),23940,Loddon,1,Good,Good,0
24130,Macedon Ranges (S),24130,Macedon Ranges,1,Good,Good,0
24210,Manningham (C),24210,Manningham,1,Good,Good,0
24250,Mansfield (S),24250,Mansfield,1,Good,Good,0
24330,Maribyrnong (C),24330,Maribyrnong,1,Good,Good,0
24410,Maroondah (C),24410,Maroondah,1,Good,Good,0
24600,Melbourne (C),24600,Melbourne,1,Good,Good,0
24650,Melton (C),24650,Melton,1,Good,Good,0
24780,Mildura (RC),24780,Mildura,1,Good,Good,0
24850,Mitchell (S),24850,Mitchell,1,Good,Good,0
24900,Moira (S),24900,Moira,1,Good,Good,0
24970,Monash (C),24970,Monash,1,Good,Good,0
25060,Moonee Valley (C),25060,Moonee Valley,1,Good,Good,0
25150,Moorabool (S),25150,Moorabool,1,Good,Good,0
25250,Moreland (C),25250,Moreland,1,Good,Good,0
25340,Mornington Peninsula (S),25340,Mornington Peninsula,1,Good,Good,0
25430,Mount Alexander (S),25430,Mount Alexander,1,Good,Good,0
25490,Moyne (S),25490,Moyne,1,Good,Good,0
25620,Murrindindi (S),25620,Murrindindi,1,Good,Good,0
25710,Nillumbik (S),25710,Nillumbik,1,Good,Good,0
25810,Northern Grampians (S),25810,Northern Grampians,1,Good,Good,0
25900,Port Phillip (C),25900,Port Phillip,1,Good,Good,0
25990,Pyrenees (S),25990,Pyrenees,1,Good,Good,0
26080,Queenscliffe (B),26080,Queenscliffe,1,Good,Good,0
26170,South Gippsland (S),26170,South Gippsland,1,Good,Good,0
26260,Southern Grampians (S),26260,Southern Grampians,1,Good,Good,0
26350,Stonnington (C),26350,Stonnington,1,Good,Good,0
26430,Strathbogie (S),26430,Strathbogie,1,Good,Good,0
26490,Surf Coast (S),26490,Surf Coast,1,Good,Good,0
26610,Swan Hill (RC),26610,Swan Hill,1,Good,Good,0
26670,Towong (S),26670,Towong,1,Good,Good,0
26700,Wangaratta (RC),26700,Wangaratta,1,Good,Good,0
26730,Warrnambool (C),26730,Warrnambool,1,Good,Good,0
26810,Wellington (S),26810,Wellington,1,Good,Good,0
26890,West Wimmera (S),26890,West Wimmera,1,Good,Good,0
26980,Whitehorse (C),26980,Whitehorse,1,Good,Good,0
27070,Whittlesea (C),27070,Whittlesea,1,Good,Good,0
27170,Wodonga (C),27170,Wodonga,1,Good,Good,0
27260,Wyndham (C),27260,Wyndham,1,Good,Good,0
27350,Yarra (C),27350,Yarra,1,Good,Good,0
27450,Yarra Ranges (S),27450,Yarra Ranges,1,Good,Good,0
27630,Yarriambiack (S),27630,Yarriambiack,1,Good,Good,0
29399,Unincorporated Vic,29399,Unincorporated Vic,1,Good,Good,0
29499,No usual address (Vic.),29499,No usual address (Vic.),1,Good,Good,0
29799,Migratory - Offshore - Shipping (Vic.),29799,Migratory - Offshore - Shipping (Vic.),1,Good,Good,0
30250,Aurukun (S),30250,Aurukun,1,Good,Good,0
30300,Balonne (S),30300,Balonne,1,Good,Good,0
30370,Banana (S),30370,Banana,1,Good,Good,0
30410,Barcaldine (R),30410,Barcaldine,1,Good,Good,0
30450,Barcoo (S),30450,Barcoo,1,Good,Good,0
30760,Blackall-Tambo (R),30760,Blackall Tambo,1,Good,Good,0
30900,Boulia (S),30900,Boulia,1,Good,Good,0
31000,Brisbane (C),31000,Brisbane,1,Good,Good,0
31750,Bulloo (S),31750,Bulloo,1,Good,Good,0
31820,Bundaberg (R),31820,Bundaberg,1,Good,Good,0
31900,Burdekin (S),31900,Burdekin,1,Good,Good,0
31950,Burke (S),31950,Burke,1,Good,Good,0
32080,Cairns (R),32080,Cairns,1,Good,Good,0
32250,Carpentaria (S),32250,Carpentaria,1,Good,Good,0
32260,Cassowary Coast (R),32260,Cassowary Coast,1,Good,Good,0
32270,Central Highlands (R) (Qld),32270,Central Highlands (Qld),1,Good,Good,0
32310,Charters Towers (R),32310,Charters Towers,1,Good,Good,0
32330,Cherbourg (S),32330,Cherbourg,1,Good,Good,0
32450,Cloncurry (S),32450,Cloncurry,1,Good,Good,0
32500,Cook (S),32250,Carpentaria,6.00E-07,Good,Good,1
32500,Cook (S),32500,Cook,0.9988652,Good,Good,0
32500,Cook (S),34570,Lockhart River,0.0011342,Good,Good,1
32600,Croydon (S),32600,Croydon,1,Good,Good,0
32750,Diamantina (S),32750,Diamantina,1,Good,Good,0
32770,Doomadgee (S),32770,Doomadgee,1,Good,Good,0
32810,Douglas (S),32810,Douglas,1,Good,Good,0
33100,Etheridge (S),33100,Etheridge,1,Good,Good,0
33200,Flinders (S) (Qld),33200,Flinders (Qld),1,Good,Good,0
33220,Fraser Coast (R),33220,Fraser Coast,1,Good,Good,0
33360,Gladstone (R),33360,Gladstone,1,Good,Good,0
33430,Gold Coast (C),33430,Gold Coast,1,Good,Good,0
33610,Goondiwindi (R),33610,Goondiwindi,1,Good,Good,0
33620,Gympie (R),33620,Gympie,1,Good,Good,0
33800,Hinchinbrook (S),33800,Hinchinbrook,1,Good,Good,0
33830,Hope Vale (S),33830,Hope Vale,1,Good,Good,0
33960,Ipswich (C),33960,Ipswich,1,Good,Good,0
33980,Isaac (R),33980,Isaac,1,Good,Good,0
34420,Kowanyama (S),34420,Kowanyama,1,Good,Good,0
34530,Livingstone (S),34530,Livingstone,1,Good,Good,0
34570,Lockhart River (S),34570,Lockhart River,1,Good,Good,0
34580,Lockyer Valley (R),34580,Lockyer Valley,1,Good,Good,0
34590,Logan (C),34590,Logan,1,Good,Good,0
34710,Longreach (R),34710,Longreach,1,Good,Good,0
34770,Mackay (R),34770,Mackay,1,Good,Good,0
34800,McKinlay (S),34800,McKinlay,1,Good,Good,0
34830,Mapoon (S),34830,Mapoon,1,Good,Good,0
34860,Maranoa (R),34860,Maranoa,1,Good,Good,0
34880,Mareeba (S),34880,Mareeba,1,Good,Good,0
35010,Moreton Bay (R),35010,Moreton Bay,1,Good,Good,0
35250,Mornington (S),35250,Mornington,1,Good,Good,0
35300,Mount Isa (C),35300,Mount Isa,1,Good,Good,0
35600,Murweh (S),35600,Murweh,1,Good,Good,0
35670,Napranum (S),35670,Napranum,1,Good,Good,0
35740,Noosa (S),35740,Noosa,1,Good,Good,0
35760,North Burnett (R),35760,North Burnett,1,Good,Good,0
35780,Northern Peninsula Area (R),35780,Northern Peninsula Area,1,Good,Good,0
35790,Palm Island (S),35790,Palm Island,1,Good,Good,0
35800,Paroo (S),35800,Paroo,1,Good,Good,0
36070,Pormpuraaw (S),36070,Pormpuraaw,1,Good,Good,0
36150,Quilpie (S),36150,Quilpie,1,Good,Good,0
36250,Redland (C),36250,Redland,1,Good,Good,0
36300,Richmond (S),36300,Richmond,1,Good,Good,0
36370,Rockhampton (R),36370,Rockhampton,1,Good,Good,0
36510,Scenic Rim (R),36510,Scenic Rim,1,Good,Good,0
36580,Somerset (R),36580,Somerset,1,Good,Good,0
36630,South Burnett (R),36630,South Burnett,1,Good,Good,0
36660,Southern Downs (R),36660,Southern Downs,1,Good,Good,0
36720,Sunshine Coast (R),36720,Sunshine Coast,1,Good,Good,0
36820,Tablelands (R),36820,Tablelands,1,Good,Good,0
36910,Toowoomba (R),36910,Toowoomba,1,Good,Good,0
36950,Torres (S),36950,Torres,1,Good,Good,0
36960,Torres Strait Island (R),36960,Torres Strait Island,1,Good,Good,0
37010,Townsville (C),37010,Townsville,1,Good,Good,0
37300,Weipa (T),37300,Weipa,1,Good,Good,0
37310,Western Downs (R),37310,Western Downs,1,Good,Good,0
37340,Whitsunday (R),37340,Whitsunday,1,Good,Good,0
37400,Winton (S),37400,Winton,1,Good,Good,0
37550,Woorabinda (S),37550,Woorabinda,1,Good,Good,0
37570,Wujal Wujal (S),37570,Wujal Wujal,1,Good,Good,0
37600,Yarrabah (S),37600,Yarrabah,1,Good,Good,0
39499,No usual address (Qld),39499,No usual address (Qld),1,Good,Good,0
39799,Migratory - Offshore - Shipping (Qld),39799,Migratory - Offshore - Shipping (Qld),1,Good,Good,0
40070,Adelaide (C),40070,Adelaide,1,Good,Good,0
40120,Adelaide Hills (DC),40120,Adelaide Hills,1,Good,Good,0
40150,Adelaide Plains (DC),40150,Adelaide Plains,1,Good,Good,0
40220,Alexandrina (DC),40220,Alexandrina,1,Good,Good,0
40250,Anangu Pitjantjatjara (AC),40250,Anangu Pitjantjatjara Yunkunytjatjara,1,Good,Good,0
40310,Barossa (DC),40310,Barossa,1,Good,Good,0
40430,Barunga West (DC),40430,Barunga West,1,Good,Good,0
40520,Berri and Barmera (DC),40520,Berri Barmera,1,Good,Good,0
40700,Burnside (C),40700,Burnside,1,Good,Good,0
40910,Campbelltown (C) (SA),40910,Campbelltown (SA),1,Good,Good,0
41010,Ceduna (DC),41010,Ceduna,1,Good,Good,0
41060,Charles Sturt (C),41060,Charles Sturt,1,Good,Good,0
41140,Clare and Gilbert Valleys (DC),41140,Clare and Gilbert Valleys,1,Good,Good,0
41190,Cleve (DC),41190,Cleve,1,Good,Good,0
41330,Coober Pedy (DC),41330,Coober Pedy,1,Good,Good,0
41560,Copper Coast (DC),41560,Copper Coast,1,Good,Good,0
41750,Elliston (DC),41750,Elliston,1,Good,Good,0
41830,Flinders Ranges (DC),41830,Flinders Ranges,1,Good,Good,0
41960,Franklin Harbour (DC),41960,Franklin Harbour,1,Good,Good,0
42030,Gawler (T),42030,Gawler,1,Good,Good,0
42110,Goyder (DC),42110,Goyder,1,Good,Good,0
42250,Grant (DC),42250,Grant,1,Good,Good,0
42600,Holdfast Bay (C),42600,Holdfast Bay,1,Good,Good,0
42750,Kangaroo Island (DC),42750,Kangaroo Island,1,Good,Good,0
43080,Karoonda East Murray (DC),43080,Karoonda East Murray,1,Good,Good,0
43220,Kimba (DC),43220,Kimba,1,Good,Good,0
43360,Kingston (DC) (SA),43360,Kingston (SA),1,Good,Good,0
43650,Light (RegC),43650,Light,1,Good,Good,0
43710,Lower Eyre Peninsula (DC),43710,Lower Eyre Peninsula,1,Good,Good,0
43790,Loxton Waikerie (DC),43790,Loxton Waikerie,1,Good,Good,0
44000,Maralinga Tjarutja (AC),44000,Maralinga Tjarutja,1,Good,Good,0
44060,Marion (C),44060,Marion,1,Good,Good,0
44210,Mid Murray (DC),44210,Mid Murray,1,Good,Good,0
44340,Mitcham (C),44340,Mitcham,1,Good,Good,0
44550,Mount Barker (DC),44550,Mount Barker,1,Good,Good,0
44620,Mount Gambier (C),44620,Mount Gambier,1,Good,Good,0
44830,Mount Remarkable (DC),44830,Mount Remarkable,1,Good,Good,0
45040,Murray Bridge (RC),45040,Murray Bridge,1,Good,Good,0
45090,Naracoorte and Lucindale (DC),45090,Naracoorte Lucindale,1,Good,Good,0
45120,Northern Areas (DC),45120,Northern Areas,1,Good,Good,0
45290,Norwood Payneham St Peters (C),45290,Norwood Payneham and St Peters,1,Good,Good,0
45340,Onkaparinga (C),45340,Onkaparinga,1,Good,Good,0
45400,Orroroo/Carrieton (DC),45400,Orroroo Carrieton,1,Good,Good,0
45540,Peterborough (DC),45540,Peterborough,1,Good,Good,0
45680,Playford (C),45680,Playford,1,Good,Good,0
45890,Port Adelaide Enfield (C),45890,Port Adelaide Enfield,1,Good,Good,0
46090,Port Augusta (C),46090,Port Augusta,1,Good,Good,0
46300,Port Lincoln (C),46300,Port Lincoln,1,Good,Good,0
46450,Port Pirie City and Dists (M),46450,Port Pirie,1,Good,Good,0
46510,Prospect (C),46510,Prospect,1,Good,Good,0
46670,Renmark Paringa (DC),46670,Renmark Paringa,1,Good,Good,0
