LOCALITY_PID,LOCALITY_NAME,SA3_CODE_2021,SA3_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
QLD728,CORAL SEA,31905,Maryborough,8.00E-05,Good,Good,1
QLD729,CORALIE,31501,Far North,1,Good,Good,0
QLD73,ARAMARA,31905,Maryborough,1,Good,Good,0
QLD730,CORDALBA,31901,Bundaberg,1,Good,Good,0
QLD731,CORDELIA,31801,Charters Towers - Ayr - Ingham,1,Good,Good,0
QLD732,CORELLA,31903,Gympie - Cooloola,1,Good,Good,0
QLD733,CORFIELD,31503,Outback - South,1,Good,Good,0
QLD734,CORINDA,30403,Sherwood - Indooroopilly,0.9807873,Good,Good,0
QLD734,CORINDA,31001,Forest Lake - Oxley,0.0192127,Good,Good,0
QLD735,CORINGA,31902,Burnett,1,Good,Good,0
QLD736,CORNDALE,31902,Burnett,1,Good,Good,0
QLD738,CORNUBIA,31105,Loganlea - Carbrook,1,Good,Good,0
QLD739,CORNWALL,30701,Darling Downs (West) - Maranoa,1,Good,Good,0
QLD74,ARANA HILLS,31401,The Hills District,1,Good,Good,0
QLD740,COTHERSTONE,30801,Central Highlands (Qld),1,Good,Good,0
QLD741,COTSWOLD HILLS,31701,Toowoomba,1,Good,Good,0
QLD742,COTTONVALE,30703,Granite Belt,1,Good,Good,0
QLD743,COULSON,31002,Ipswich Hinterland,1,Good,Good,0
QLD744,COVERTY,31902,Burnett,1,Good,Good,0
QLD745,COW BAY,30604,Port Douglas - Daintree,1,Good,Good,0
QLD746,COWAN COWAN,31305,Redcliffe,1,Good,Good,0
QLD747,COWLEY,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD748,COWLEY BEACH,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD749,COWLEY CREEK,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD75,ARANBANGA,31902,Burnett,1,Good,Good,0
QLD750,CRACOW,30804,Biloela,1,Good,Good,0
QLD751,CRAIGLIE,30604,Port Douglas - Daintree,1,Good,Good,0
QLD752,CRAIGNISH,31904,Hervey Bay,1,Good,Good,0
QLD753,CRANBROOK,31802,Townsville,1,Good,Good,0
QLD754,CRANLEY,31701,Toowoomba,1,Good,Good,0
QLD755,CRAWFORD,31902,Burnett,1,Good,Good,0
QLD756,CREDITON,31202,Mackay,1,Good,Good,0
QLD757,CREMORNE,31202,Mackay,1,Good,Good,0
QLD758,CRESSBROOK,31002,Ipswich Hinterland,1,Good,Good,0
QLD759,CRESSBROOK CREEK,30702,Darling Downs - East,1,Good,Good,0
QLD76,ARATULA,31002,Ipswich Hinterland,1,Good,Good,0
QLD760,CRESTMEAD,31103,Browns Plains,1,Good,Good,0
QLD762,CRINUM,30801,Central Highlands (Qld),1,Good,Good,0
QLD763,CROFTBY,31002,Ipswich Hinterland,1,Good,Good,0
QLD764,CROHAMHURST,31606,Sunshine Coast Hinterland,1,Good,Good,0
QLD765,CROMARTY,31801,Charters Towers - Ayr - Ingham,0.9999225,Good,Good,0
QLD765,CROMARTY,31802,Townsville,7.75E-05,Good,Good,1
QLD766,CROSSDALE,31002,Ipswich Hinterland,1,Good,Good,0
QLD767,CROSSROADS,30701,Darling Downs (West) - Maranoa,1,Good,Good,0
QLD768,CROWLEY VALE,31002,Ipswich Hinterland,1,Good,Good,0
QLD769,CROWNTHORPE,31902,Burnett,1,Good,Good,0
QLD77,ARBOUIN,31501,Far North,1,Good,Good,0
QLD770,CROWS NEST,30702,Darling Downs - East,1,Good,Good,0
QLD771,CROYDON,31501,Far North,1,Good,Good,0
QLD772,CRYNA,31101,Beaudesert,1,Good,Good,0
QLD773,CRYSTAL BROOK,31203,Whitsunday,1,Good,Good,0
QLD774,CRYSTAL CREEK,31802,Townsville,1,Good,Good,0
QLD775,CRYSTALBROOK,31501,Far North,1,Good,Good,0
QLD776,CULLINANE,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD777,CUNGULLA,31802,Townsville,1,Good,Good,0
QLD778,CUNNAMULLA,31503,Outback - South,1,Good,Good,0
QLD779,CUNNINGHAM,30703,Granite Belt,1,Good,Good,0
QLD78,ARCADIA,31802,Townsville,1,Good,Good,0
QLD780,CURRA,31903,Gympie - Cooloola,1,Good,Good,0
QLD781,CURRAJAH,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD782,CURRAJONG,31802,Townsville,1,Good,Good,0
QLD783,CURRAMORE,31606,Sunshine Coast Hinterland,1,Good,Good,0
QLD784,CURRIMUNDI,31602,Caloundra,1,Good,Good,0
QLD785,CURRUMBIN,30902,Coolangatta,1,Good,Good,0
QLD786,CURRUMBIN VALLEY,30905,Mudgeeraba - Tallebudgera,1,Good,Good,0
QLD787,CURRUMBIN WATERS,30902,Coolangatta,1,Good,Good,0
QLD788,CURTIS ISLAND,30805,Gladstone,1,Good,Good,0
QLD789,CUSHNIE,31902,Burnett,1,Good,Good,0
QLD79,ARCADIA VALLEY,30801,Central Highlands (Qld),1,Good,Good,0
QLD790,CUTELLA,31701,Toowoomba,1,Good,Good,0
QLD791,CUTTABURRA,31503,Outback - South,1,Good,Good,0
QLD792,CYNTHIA,31902,Burnett,1,Good,Good,0
QLD793,CYPRESS GARDENS,30702,Darling Downs - East,1,Good,Good,0
QLD794,D'AGUILAR,31303,Caboolture Hinterland,1,Good,Good,0
QLD795,DAGMAR,30604,Port Douglas - Daintree,1,Good,Good,0
QLD796,DAGUN,31903,Gympie - Cooloola,1,Good,Good,0
QLD797,DAINTREE,30604,Port Douglas - Daintree,1,Good,Good,0
QLD798,DAISY HILL,31105,Loganlea - Carbrook,0.0008842,Good,Good,1
QLD798,DAISY HILL,31106,Springwood - Kingston,0.9991158,Good,Good,0
QLD799,DAJARRA,31502,Outback - North,1,Good,Good,0
QLD8,ACLAND,30702,Darling Downs - East,1,Good,Good,0
QLD80,ARCHER RIVER,31501,Far North,1,Good,Good,0
QLD800,DAKABIN,31402,North Lakes,1,Good,Good,0
QLD801,DAKENBA,30804,Biloela,1,Good,Good,0
QLD802,DALBEG,31801,Charters Towers - Ayr - Ingham,1,Good,Good,0
QLD803,DALBY,30702,Darling Downs - East,1,Good,Good,0
QLD804,DALCOUTH,30703,Granite Belt,1,Good,Good,0
QLD805,DALGA,31902,Burnett,1,Good,Good,0
QLD806,DALLARNIL,31902,Burnett,1,Good,Good,0
QLD807,DALMA,30803,Rockhampton,1,Good,Good,0
QLD808,DALRYMPLE CREEK,31801,Charters Towers - Ayr - Ingham,1,Good,Good,0
QLD809,DALRYMPLE HEIGHTS,31202,Mackay,1,Good,Good,0
QLD81,ARCHERFIELD,30305,Rocklea - Acacia Ridge,1,Good,Good,0
QLD810,DALVEEN,30703,Granite Belt,1,Good,Good,0
QLD811,DALWOGON,30701,Darling Downs (West) - Maranoa,1,Good,Good,0
QLD812,DALYSFORD,31902,Burnett,1,Good,Good,0
QLD813,DAMASCUS,31902,Burnett,1,Good,Good,0
QLD814,DAMPER CREEK,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD815,DANBULLA,30605,Tablelands (East) - Kuranda,1,Good,Good,0
QLD816,DANDEROO,30703,Granite Belt,1,Good,Good,0
QLD817,DANGORE,31902,Burnett,1,Good,Good,0
QLD818,DARADGEE,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD819,DARGAL ROAD,30701,Darling Downs (West) - Maranoa,1,Good,Good,0
QLD82,ARCTURUS,30801,Central Highlands (Qld),1,Good,Good,0
QLD820,DARLING HEIGHTS,31701,Toowoomba,1,Good,Good,0
QLD821,DARLINGTON,31101,Beaudesert,1,Good,Good,0
QLD823,DARR CREEK,30701,Darling Downs (West) - Maranoa,1,Good,Good,0
QLD824,DARRA,30401,Centenary,2.40E-06,Good,Good,1
QLD824,DARRA,31001,Forest Lake - Oxley,0.9999976,Good,Good,0
QLD825,DARTS CREEK,30805,Gladstone,1,Good,Good,0
QLD826,DAUAN ISLAND,31501,Far North,1,Good,Good,0
QLD827,DAVESON,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD828,DAYBORO,31401,The Hills District,1,Good,Good,0
QLD829,DAYMAR,30701,Darling Downs (West) - Maranoa,1,Good,Good,0
QLD830,DEAGON,30203,Nundah,1.30E-06,Good,Good,1
QLD830,DEAGON,30204,Sandgate,0.9999987,Good,Good,0
QLD831,DECEPTION BAY,31304,Narangba - Burpengary,0.9999995,Acceptable,Good,0
QLD831,DECEPTION BAY,31402,North Lakes,5.00E-07,Good,Good,1
QLD832,DEDIN,30604,Port Douglas - Daintree,1,Good,Good,0
QLD833,DEEBING HEIGHTS,31003,Ipswich Inner,1,Good,Good,0
QLD834,DEEP CREEK,31902,Burnett,1,Good,Good,0
QLD835,DEEPWATER,30805,Gladstone,1,Good,Good,0
QLD836,DEERAGUN,31802,Townsville,1,Good,Good,0
QLD837,DEERAL,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD838,DEGARRA,31501,Far North,1,Good,Good,0
QLD839,DEGILBO,31902,Burnett,1,Good,Good,0
QLD84,ARGYLL,30801,Central Highlands (Qld),1,Good,Good,0
QLD840,DELAN,31902,Burnett,1,Good,Good,0
QLD841,DELANEYS CREEK,31303,Caboolture Hinterland,1,Good,Good,0
QLD842,DEPOT HILL,30803,Rockhampton,1,Good,Good,0
QLD843,DERRI DERRA,31902,Burnett,1,Good,Good,0
QLD844,DERRYMORE,31701,Toowoomba,1,Good,Good,0
QLD845,DESAILLY,31501,Far North,1,Good,Good,0
QLD846,DEUCHAR,30703,Granite Belt,1,Good,Good,0
QLD847,DEVEREUX CREEK,31202,Mackay,1,Good,Good,0
QLD848,DEVON PARK,30702,Darling Downs - East,1,Good,Good,0
QLD849,DIAMANTINA LAKES,31503,Outback - South,1,Good,Good,0
QLD85,ARMSTRONG BEACH,31202,Mackay,1,Good,Good,0
QLD850,DIAMOND VALLEY,31606,Sunshine Coast Hinterland,1,Good,Good,0
QLD851,DIAMONDVALE,30703,Granite Belt,1,Good,Good,0
QLD852,DIAMONDY,30702,Darling Downs - East,1,Good,Good,0
QLD853,DICKY BEACH,31602,Caloundra,1,Good,Good,0
QLD854,DIDCOT,31902,Burnett,1,Good,Good,0
QLD855,DIDDILLIBAH,31607,Nambour,1,Good,Good,0
QLD856,DIGLUM,30805,Gladstone,1,Good,Good,0
QLD857,DIMBULAH,31501,Far North,1,Good,Good,0
QLD858,DINGO,30801,Central Highlands (Qld),1,Good,Good,0
QLD859,DINGO BEACH,31203,Whitsunday,1,Good,Good,0
QLD86,ARMSTRONG CREEK,31401,The Hills District,1,Good,Good,0
QLD860,DINGO POCKET,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD861,DINMORE,31003,Ipswich Inner,1,Good,Good,0
QLD862,DIRNBIR,31902,Burnett,1,Good,Good,0
QLD863,DIRRANBANDI,30701,Darling Downs (West) - Maranoa,1,Good,Good,0
QLD864,DITTMER,31203,Whitsunday,1,Good,Good,0
QLD865,DIWAN,30604,Port Douglas - Daintree,1,Good,Good,0
QLD866,DIXALEA,30804,Biloela,1,Good,Good,0
QLD867,DIXIE,31501,Far North,1,Good,Good,0
QLD868,DJARAWONG,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD869,DJIRU,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD87,AROONA,31602,Caloundra,1,Good,Good,0
QLD870,DJUAN,30702,Darling Downs - East,1,Good,Good,0
QLD871,DOCTOR CREEK,30702,Darling Downs - East,1,Good,Good,0
QLD872,DOLPHIN HEADS,31202,Mackay,1,Good,Good,0
QLD873,DOMVILLE,30702,Darling Downs - East,1,Good,Good,0
QLD874,DONNYBROOK,31301,Bribie - Beachmere,1,Good,Good,0
QLD875,DOOLANDELLA,31001,Forest Lake - Oxley,1,Good,Good,0
QLD876,DOOLBI,31901,Bundaberg,1,Good,Good,0
QLD877,DOONAN,31608,Noosa Hinterland,1,Good,Good,0
QLD878,DOONGUL,31905,Maryborough,1,Good,Good,0
QLD879,DOTSWOOD,31801,Charters Towers - Ayr - Ingham,1,Good,Good,0
QLD88,ARRIGA,31501,Far North,1,Good,Good,0
QLD880,DOUGHBOY,31902,Burnett,1,Good,Good,0
QLD882,DOUGLAS,31802,Townsville,1,Good,Good,0
QLD883,DOUGLAS,30702,Darling Downs - East,1,Good,Good,0
QLD884,DOWNSFIELD,31903,Gympie - Cooloola,1,Good,Good,0
QLD885,DOWS CREEK,31202,Mackay,1,Good,Good,0
QLD886,DRAPER,31401,The Hills District,1,Good,Good,0
QLD887,DRAYTON,31701,Toowoomba,1,Good,Good,0
QLD888,DREWVALE,30305,Rocklea - Acacia Ridge,1,Good,Good,0
QLD889,DRILLHAM,30701,Darling Downs (West) - Maranoa,1,Good,Good,0
QLD89,ARUNDEL,30903,Gold Coast - North,0.9999994,Good,Good,0
QLD89,ARUNDEL,30909,Southport,6.00E-07,Good,Good,1
QLD890,DRILLHAM SOUTH,30701,Darling Downs (West) - Maranoa,1,Good,Good,0
QLD891,DRINAN,31902,Burnett,1,Good,Good,0
QLD892,DROMEDARY,30801,Central Highlands (Qld),1,Good,Good,0
QLD894,DUARINGA,30801,Central Highlands (Qld),1,Good,Good,0
QLD895,DUCHESS,31502,Outback - North,1,Good,Good,0
QLD896,DUCKINWILLA,31905,Maryborough,1,Good,Good,0
QLD897,DUCKLO,30702,Darling Downs - East,1,Good,Good,0
QLD898,DUGANDAN,31002,Ipswich Hinterland,1,Good,Good,0
QLD899,DUINGAL,31901,Bundaberg,1,Good,Good,0
QLD9,ADARE,31701,Toowoomba,1,Good,Good,0
QLD90,ASCOT,30703,Granite Belt,1,Good,Good,0
QLD900,DULACCA,30701,Darling Downs (West) - Maranoa,1,Good,Good,0
QLD901,DULONG,31606,Sunshine Coast Hinterland,0.9962036,Good,Good,0
QLD901,DULONG,31607,Nambour,0.0037964,Good,Good,1
QLD902,DULULU,30804,Biloela,1,Good,Good,0
QLD903,DUMBLETON,31202,Mackay,1,Good,Good,0
QLD904,DUMGREE,30804,Biloela,1,Good,Good,0
QLD905,DUMPY CREEK,30804,Biloela,1,Good,Good,0
QLD906,DUNDARRAH,31902,Burnett,1,Good,Good,0
QLD907,DUNDAS,31002,Ipswich Hinterland,1,Good,Good,0
QLD908,DUNDATHU,31905,Maryborough,1,Good,Good,0
QLD909,DUNDOWRAN,31904,Hervey Bay,1,Good,Good,0
QLD91,ASCOT,30203,Nundah,1.60E-06,Good,Good,1
QLD91,ASCOT,30503,Brisbane Inner - North,0.9999984,Good,Good,0
QLD910,DUNDOWRAN BEACH,31904,Hervey Bay,1,Good,Good,0
QLD911,DUNK,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD912,DUNKELD,30701,Darling Downs (West) - Maranoa,1,Good,Good,0
QLD913,DUNMORA,31905,Maryborough,1,Good,Good,0
QLD914,DUNMORE,30702,Darling Downs - East,1,Good,Good,0
QLD915,DUNNROCK,31202,Mackay,1,Good,Good,0
QLD917,DUNWICH,30102,Cleveland - Stradbroke,1,Good,Good,0
QLD918,DURACK,31001,Forest Lake - Oxley,1,Good,Good,0
QLD919,DURAH,30701,Darling Downs (West) - Maranoa,1,Good,Good,0
QLD92,ASHFIELD,31901,Bundaberg,1,Good,Good,0
QLD920,DURHAM,31503,Outback - South,1,Good,Good,0
QLD921,DURHAM DOWNS,30701,Darling Downs (West) - Maranoa,1,Good,Good,0
QLD922,DURONG,31902,Burnett,1,Good,Good,0
QLD923,DUTTON PARK,30302,Holland Park - Yeronga,0.8909032,Good,Good,0
QLD923,DUTTON PARK,30501,Brisbane Inner,0.1090968,Good,Good,0
QLD924,DUTTON RIVER,31502,Outback - North,1,Good,Good,0
QLD925,DYKEHEAD,31902,Burnett,1,Good,Good,0
QLD927,DYSART,31201,Bowen Basin - North,1,Good,Good,0
QLD928,EAGLE FARM,30203,Nundah,1,Good,Good,0
QLD929,EAGLEBY,31102,Beenleigh,1,Good,Good,0
QLD93,ASHGROVE,30404,The Gap - Enoggera,0.0022767,Good,Good,1
QLD93,ASHGROVE,30503,Brisbane Inner - North,0.0020532,Good,Good,1
QLD93,ASHGROVE,30504,Brisbane Inner - West,0.9956701,Good,Good,0
QLD930,EAGLEFIELD,31201,Bowen Basin - North,1,Good,Good,0
QLD931,EARLVILLE,30602,Cairns - South,1,Good,Good,0
QLD932,EAST BARRON,30605,Tablelands (East) - Kuranda,1,Good,Good,0
QLD933,EAST BRISBANE,30302,Holland Park - Yeronga,1.60E-06,Good,Good,1
QLD933,EAST BRISBANE,30501,Brisbane Inner,0.0239852,Good,Good,0
QLD933,EAST BRISBANE,30502,Brisbane Inner - East,0.9760132,Good,Good,0
QLD934,EAST COOYAR,30702,Darling Downs - East,1,Good,Good,0
QLD935,EAST CREEK,31501,Far North,1,Good,Good,0
QLD936,EAST DEEP CREEK,31903,Gympie - Cooloola,1,Good,Good,0
QLD937,EAST END,30805,Gladstone,1,Good,Good,0
QLD938,EAST FELUGA,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD939,EAST GREENMOUNT,30703,Granite Belt,1,Good,Good,0
QLD94,ASHMORE,30909,Southport,1,Good,Good,0
QLD940,EAST HALDON,31701,Toowoomba,1,Good,Good,0
QLD941,EAST INNISFAIL,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD942,EAST IPSWICH,31003,Ipswich Inner,1,Good,Good,0
QLD943,EAST MACKAY,31202,Mackay,1,Good,Good,0
QLD944,EAST NANANGO,31902,Burnett,1,Good,Good,0
QLD945,EAST PALMERSTON,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD946,EAST RUSSELL,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD947,EAST TOOWOOMBA,31701,Toowoomba,1,Good,Good,0
QLD948,EAST TRINITY,30602,Cairns - South,1,Good,Good,0
QLD949,EASTERN HEIGHTS,31003,Ipswich Inner,1,Good,Good,0
QLD95,ASHWELL,31002,Ipswich Hinterland,1,Good,Good,0
QLD950,EATON,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD951,EATONS HILL,31401,The Hills District,1,Good,Good,0
QLD952,EBBW VALE,31003,Ipswich Inner,1,Good,Good,0
QLD953,EBENEZER,31002,Ipswich Hinterland,1,Good,Good,0
QLD954,EDENS LANDING,31102,Beenleigh,0.999998,Good,Good,0
QLD954,EDENS LANDING,31105,Loganlea - Carbrook,2.00E-06,Good,Good,1
QLD955,EDGE HILL,30602,Cairns - South,1,Good,Good,0
QLD956,EDMONTON,30602,Cairns - South,1,Good,Good,0
QLD957,EDWARD RIVER,31501,Far North,1,Good,Good,0
QLD958,EERWAH VALE,31607,Nambour,1,Good,Good,0
QLD959,EGYPT,31701,Toowoomba,1,Good,Good,0
QLD96,ASPLEY,30201,Bald Hills - Everton Park,0.0151365,Good,Good,0
QLD96,ASPLEY,30202,Chermside,0.9706877,Good,Good,0
QLD96,ASPLEY,30204,Sandgate,0.0141758,Good,Good,0
QLD960,EIDSVOLD,31902,Burnett,1,Good,Good,0
QLD961,EIDSVOLD EAST,31902,Burnett,1,Good,Good,0
QLD962,EIDSVOLD WEST,31902,Burnett,1,Good,Good,0
QLD963,EIGHT MILE CREEK,31801,Charters Towers - Ayr - Ingham,1,Good,Good,0
QLD964,EIGHT MILE PLAINS,30303,Mt Gravatt,0.9741565,Good,Good,0
QLD964,EIGHT MILE PLAINS,30306,Sunnybank,0.0258435,Good,Good,0
QLD965,EIMEO,31202,Mackay,1,Good,Good,0
QLD966,EINASLEIGH,31501,Far North,1,Good,Good,0
QLD967,EL ARISH,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD968,ELAMAN CREEK,31606,Sunshine Coast Hinterland,1,Good,Good,0
QLD969,ELANORA,30902,Coolangatta,1,Good,Good,0
QLD97,ATHERTON,30605,Tablelands (East) - Kuranda,1,Good,Good,0
QLD970,ELBOW VALLEY,30703,Granite Belt,1,Good,Good,0
QLD971,ELECTRA,31901,Bundaberg,1,Good,Good,0
QLD972,ELGIN,31201,Bowen Basin - North,1,Good,Good,0
QLD973,ELGIN VALE,31903,Gympie - Cooloola,1,Good,Good,0
QLD974,ELI WATERS,31904,Hervey Bay,1,Good,Good,0
QLD975,ELIMBAH,31302,Caboolture,1,Acceptable,Good,0
QLD976,ELLANGOWAN,30703,Granite Belt,1,Good,Good,0
QLD977,ELLEN GROVE,31001,Forest Lake - Oxley,1,Good,Good,0
QLD978,ELLERBECK,30603,Innisfail - Cassowary Coast,1,Good,Good,0
QLD979,ELLESMERE,31902,Burnett,1,Good,Good,0
QLD98,ATHOL,30702,Darling Downs - East,1,Good,Good,0
QLD980,ELLINJAA,30605,Tablelands (East) - Kuranda,1,Good,Good,0
QLD981,ELLINTHORP,30703,Granite Belt,1,Good,Good,0
QLD982,ELLIOTT,31901,Bundaberg,1,Good,Good,0
QLD983,ELLIOTT HEADS,31901,Bundaberg,1,Good,Good,0
QLD984,ELLIS BEACH,30601,Cairns - North,1,Good,Good,0
QLD985,ELPHINSTONE,31201,Bowen Basin - North,1,Good,Good,0
QLD986,ELPHINSTONE,30703,Granite Belt,1,Good,Good,0
QLD987,EMERALD,30801,Central Highlands (Qld),1,Good,Good,0
QLD988,EMU CREEK,30702,Darling Downs - East,1,Good,Good,0
QLD989,EMU PARK,30803,Rockhampton,1,Good,Good,0
QLD99,ATKINSONS DAM,31002,Ipswich Hinterland,1,Good,Good,0
QLD990,EMU VALE,30703,Granite Belt,1,Good,Good,0
QLD991,ENGLAND CREEK,31002,Ipswich Hinterland,1,Good,Good,0
QLD992,ENOGGERA,30404,The Gap - Enoggera,0.9821313,Good,Good,0
QLD992,ENOGGERA,30503,Brisbane Inner - North,0.0118877,Good,Good,0
QLD992,ENOGGERA,30504,Brisbane Inner - West,0.005981,Good,Good,1
QLD993,ENOGGERA RESERVOIR,30404,The Gap - Enoggera,1,Good,Good,0
QLD994,EPSOM,31201,Bowen Basin - North,1,Good,Good,0
QLD995,ERAKALA,31202,Mackay,1,Good,Good,0
QLD997,EROMANGA,31503,Outback - South,1,Good,Good,0
QLD998,ESK,31002,Ipswich Hinterland,1,Good,Good,0
QLD999,ESKDALE,31002,Ipswich Hinterland,1,Good,Good,0
SA1,ABERFOYLE PARK,40304,Onkaparinga,1,Good,Good,0
SA10,ALDINGA BEACH,40304,Onkaparinga,1,Good,Good,0
SA100,BILLIATT,40703,Murray and Mallee,1,Good,Good,0
SA1000,NOTTS WELL,40703,Murray and Mallee,1,Good,Good,0
SA1001,NOVAR GARDENS,40403,West Torrens,1,Good,Good,0
SA1002,NUNJIKOMPITA,40601,Eyre Peninsula and South West,1,Good,Good,0
SA1003,NURIOOTPA,40501,Barossa,1,Good,Good,0
SA1004,NUROM,40503,Mid North,1,Good,Good,0
SA1005,NURRAGI,40701,Fleurieu - Kangaroo Island,1,Good,Good,0
SA1007,OAKBANK,40102,Adelaide Hills,1,Good,Good,0
SA1008,OAKDEN,40203,Port Adelaide - East,1,Good,Good,0
SA1009,OAKLANDS PARK,40302,Marion,1,Good,Good,0
SA101,BINNUM,40702,Limestone Coast,1,Good,Good,0
SA1011,OLARY,40602,Outback - North and East,1,Good,Good,0
SA1012,OLD CALPERUM,40703,Murray and Mallee,1,Good,Good,0
SA1013,OLD NOARLUNGA,40304,Onkaparinga,1,Good,Good,0
SA1014,OLD REYNELLA,40304,Onkaparinga,1,Good,Good,0
SA1015,OLD TEAL FLAT,40703,Murray and Mallee,1,Good,Good,0
SA1016,OLYMPIC DAM,40602,Outback - North and East,1,Good,Good,0
SA1017,ONE TREE HILL,40202,Playford,1,Good,Good,0
SA1018,ONKAPARINGA HILLS,40304,Onkaparinga,1,Good,Good,0
SA1019,OODLA WIRRA,40503,Mid North,1,Good,Good,0
SA102,BIRCHMORE,40701,Fleurieu - Kangaroo Island,1,Good,Good,0
SA1020,OODNADATTA,40602,Outback - North and East,1,Good,Good,0
SA1021,ORROROO,40503,Mid North,1,Good,Good,0
SA1022,OSBORNE,40402,Port Adelaide - West,1,Good,Good,0
SA1024,OTTOWAY,40402,Port Adelaide - West,1,Good,Good,0
SA1025,OUTER HARBOR,40402,Port Adelaide - West,1,Good,Good,0
SA1026,OVERLAND CORNER,40703,Murray and Mallee,1,Good,Good,0
SA1027,OVINGHAM,40106,Prospect - Walkerville,0.3107918,Good,Good,0
SA1027,OVINGHAM,40401,Charles Sturt,0.6892082,Good,Good,0
SA1028,OWEN,40502,Lower North,1,Good,Good,0
SA1029,PADTHAWAY,40702,Limestone Coast,1,Good,Good,0
SA103,BIRDWOOD,40102,Adelaide Hills,0.9939488,Good,Good,0
SA103,BIRDWOOD,40703,Murray and Mallee,0.0060512,Good,Good,1
SA1030,PAECHTOWN,40102,Adelaide Hills,1,Good,Good,0
SA1031,PAGES FLAT,40701,Fleurieu - Kangaroo Island,1,Good,Good,0
SA1032,PAISLEY,40703,Murray and Mallee,1,Good,Good,0
SA1033,PALKAGEE,40601,Eyre Peninsula and South West,1,Good,Good,0
SA1034,PALLAMANA,40703,Murray and Mallee,1,Good,Good,0
SA1035,PALMER,40703,Murray and Mallee,1,Good,Good,0
SA1037,PANITYA,40601,Eyre Peninsula and South West,1,Good,Good,0
SA1038,PANORAMA,40303,Mitcham,1,Good,Good,0
SA1039,PARA HILLS,40204,Salisbury,1,Good,Good,0
SA104,BIRKENHEAD,40402,Port Adelaide - West,1,Good,Good,0
SA1040,PARA HILLS WEST,40204,Salisbury,1,Good,Good,0
SA1041,PARA VISTA,40204,Salisbury,1,Good,Good,0
SA1042,PARACHILNA,40602,Outback - North and East,1,Good,Good,0
SA1043,PARACOMBE,40102,Adelaide Hills,0.9419768,Good,Good,0
SA1043,PARACOMBE,40205,Tea Tree Gully,0.0580232,Good,Good,0
SA1044,PARADISE,40104,Campbelltown (SA),1,Good,Good,0
SA1045,PARAFIELD,40204,Salisbury,1,Good,Good,0
SA1046,PARAFIELD GARDENS,40204,Salisbury,1,Good,Good,0
SA1047,PARALOWIE,40204,Salisbury,1,Good,Good,0
SA1048,PARAMATTA,40504,Yorke Peninsula,1,Good,Good,0
SA1049,PARATOO,40503,Mid North,1,Good,Good,0
SA105,BLACK FOREST,40107,Unley,1,Good,Good,0
SA1050,PARAWA,40701,Fleurieu - Kangaroo Island,1,Good,Good,0
SA1051,PARHAM,40501,Barossa,1,Good,Good,0
SA1052,PARILLA,40703,Murray and Mallee,1,Good,Good,0
SA1053,PARINGA,40703,Murray and Mallee,1,Good,Good,0
SA1054,PARIS CREEK,40102,Adelaide Hills,0.4830934,Good,Good,0
SA1054,PARIS CREEK,40701,Fleurieu - Kangaroo Island,0.5169066,Good,Good,0
SA1055,PARK HOLME,40302,Marion,1,Good,Good,0
SA1056,PARKSIDE,40107,Unley,1,Good,Good,0
SA1057,PARNAROO,40503,Mid North,1,Good,Good,0
SA1058,PARNDANA,40701,Fleurieu - Kangaroo Island,1,Good,Good,0
SA1059,PARRAKIE,40703,Murray and Mallee,1,Good,Good,0
SA106,BLACK HILL,40703,Murray and Mallee,1,Good,Good,0
SA1060,PARUNA,40703,Murray and Mallee,1,Good,Good,0
SA1061,PASADENA,40303,Mitcham,1,Good,Good,0
SA1062,PASKEVILLE,40504,Yorke Peninsula,1,Good,Good,0
SA1063,PATA,40703,Murray and Mallee,1,Good,Good,0
SA1064,PAYNEHAM,40105,Norwood - Payneham - St Peters,1,Good,Good,0
SA1065,PAYNEHAM SOUTH,40105,Norwood - Payneham - St Peters,1,Good,Good,0
SA1066,PEAKE,40703,Murray and Mallee,1,Good,Good,0
SA1067,PEARLAH,40601,Eyre Peninsula and South West,1,Good,Good,0
SA1068,PEEBINGA,40703,Murray and Mallee,1,Good,Good,0
